longitude	latitude	p1901_1930	p1911_1940	p1921_1950	p1931_1960	p1941_1970	p1951_1980	p1961_1990	p1971_2000	p1981_2010
-94.25	35.25	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-94.25	34.75	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-94.25	34.25	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-94.25	33.75	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-94.25	33.25	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-94.25	32.75	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-94.25	32.25	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-94.25	31.75	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-94.25	31.25	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-94.25	30.75	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-94.25	30.25	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-94.25	29.75	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-94.25	17.75	Am	Am	Am	Am	Am	Am	Am	Am	Am
-94.25	17.25	Aw	Aw	Aw	Aw	Aw	Aw	Aw	Aw	Aw
-94.25	16.75	Cwb	Cwb	Cwb	Cwb	Cwb	Cwa	Cwa	Cwa	Cwa
-94.25	16.25	Aw	Aw	Aw	Aw	Aw	Aw	Aw	Aw	Aw
-94.25	-73.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-94.25	-73.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-94.25	-74.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-94.25	-74.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-94.25	-75.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-94.25	-75.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-94.25	-76.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-94.25	-76.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-94.25	-77.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-94.25	-77.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-94.25	-78.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-94.25	-78.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-94.25	-79.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-94.25	-79.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-94.25	-80.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-94.25	-80.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-94.25	-81.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-94.25	-81.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-94.25	-82.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-94.25	-82.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-94.25	-83.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-94.25	-83.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-94.25	-84.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-94.25	-84.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-94.25	-85.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-94.25	-85.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-94.25	-86.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-94.25	-86.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-94.25	-87.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-94.25	-87.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-94.25	-88.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-94.25	-88.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-94.25	-89.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-94.25	-89.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.75	81.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-93.75	80.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-93.75	80.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-93.75	79.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-93.75	78.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-93.75	77.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-93.75	76.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-93.75	75.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-93.75	74.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-93.75	73.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-93.75	73.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-93.75	71.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-93.75	71.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-93.75	70.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-93.75	70.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-93.75	69.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-93.75	68.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-93.75	67.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-93.75	67.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-93.75	66.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-93.75	66.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-93.75	65.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-93.75	65.25	ET	ET	ET	ET	ET	ET	ET	Dfc	Dfc
-93.75	64.75	ET	ET	ET	ET	ET	ET	ET	Dfc	Dfc
-93.75	64.25	Dfc	Dfc	ET	ET	ET	Dfc	Dfc	Dfc	Dfc
-93.75	63.75	Dfc	ET	ET	ET	ET	Dfc	Dfc	Dfc	Dfc
-93.75	63.25	ET	ET	ET	ET	ET	ET	ET	Dfc	Dfc
-93.75	62.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-93.75	62.25	ET	ET	ET	ET	ET	ET	ET	ET	Dfc
-93.75	61.75	Dfc	Dfc	Dfc	Dfc	ET	ET	ET	ET	Dfc
-93.75	58.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-93.75	58.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-93.75	57.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-93.75	57.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-93.75	56.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-93.75	56.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-93.75	55.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-93.75	55.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-93.75	54.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-93.75	54.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-93.75	53.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfb
-93.75	53.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-93.75	52.75	Dfc	Dfc	Dfb	Dfb	Dfc	Dfc	Dfc	Dfc	Dfb
-93.75	52.25	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
-93.75	51.75	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
-93.75	51.25	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
-93.75	50.75	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
-93.75	50.25	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
-93.75	49.75	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
-93.75	49.25	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
-93.75	48.75	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
-93.75	48.25	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
-93.75	47.75	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
-93.75	47.25	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
-93.75	46.75	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
-93.75	46.25	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
-93.75	45.75	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
-93.75	45.25	Dfb	Dfa	Dfa	Dfa	Dfb	Dfa	Dfa	Dfb	Dfa
-93.75	44.75	Dfb	Dfa	Dfa	Dfa	Dfb	Dfb	Dfa	Dfa	Dfa
-93.75	44.25	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa
-93.75	43.75	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa
-93.75	43.25	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa
-93.75	42.75	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa
-93.75	42.25	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa
-93.75	41.75	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa
-93.75	41.25	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa
-93.75	40.75	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa
-93.75	40.25	Dfa	Dfa	Cfa	Cfa	Dfa	Dfa	Dfa	Dfa	Dfa
-93.75	39.75	Cfa	Cfa	Cfa	Cfa	Cfa	Dfa	Dfa	Dfa	Cfa
-93.75	39.25	Cfa	Cfa	Cfa	Cfa	Cfa	Dfa	Dfa	Cfa	Cfa
-93.75	38.75	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-93.75	38.25	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-93.75	37.75	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-93.75	37.25	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-93.75	36.75	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-93.75	36.25	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-93.75	35.75	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-93.75	35.25	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-93.75	34.75	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-93.75	34.25	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-93.75	33.75	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-93.75	33.25	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-93.75	32.75	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-93.75	32.25	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-93.75	31.75	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-93.75	31.25	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-93.75	30.75	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-93.75	30.25	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-93.75	29.75	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-93.75	18.25	Am	Am	Am	Am	Am	Am	Am	Am	Am
-93.75	17.75	Am	Am	Am	Am	Am	Am	Am	Am	Am
-93.75	17.25	Aw	Aw	Aw	Aw	Aw	Aw	Aw	Aw	Aw
-93.75	16.75	Aw	Aw	Aw	Aw	Aw	Aw	Aw	Aw	Aw
-93.75	16.25	Aw	Aw	Aw	Aw	Aw	Aw	Aw	Aw	Aw
-93.75	-73.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.75	-73.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.75	-74.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.75	-74.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.75	-75.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.75	-75.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.75	-76.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.75	-76.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.75	-77.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.75	-77.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.75	-78.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.75	-78.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.75	-79.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.75	-79.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.75	-80.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.75	-80.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.75	-81.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.75	-81.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.75	-82.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.75	-82.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.75	-83.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.75	-83.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.75	-84.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.75	-84.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.75	-85.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.75	-85.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.75	-86.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.75	-86.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.75	-87.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.75	-87.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.75	-88.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.75	-88.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.75	-89.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.75	-89.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.25	81.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-93.25	80.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-93.25	80.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.25	79.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-93.25	73.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-93.25	73.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-93.25	71.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-93.25	70.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-93.25	70.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-93.25	69.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-93.25	69.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-93.25	68.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-93.25	68.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-93.25	67.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-93.25	67.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-93.25	66.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-93.25	66.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-93.25	65.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-93.25	65.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-93.25	64.75	ET	ET	ET	ET	ET	ET	ET	ET	Dfc
-93.25	64.25	ET	ET	ET	ET	ET	ET	ET	Dfc	Dfc
-93.25	63.75	ET	ET	ET	ET	ET	ET	Dfc	Dfc	Dfc
-93.25	63.25	ET	ET	ET	ET	ET	ET	ET	ET	Dfc
-93.25	62.75	ET	ET	ET	ET	ET	ET	ET	ET	Dfc
-93.25	62.25	ET	ET	ET	ET	ET	ET	ET	ET	Dfc
-93.25	58.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-93.25	58.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-93.25	57.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-93.25	57.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-93.25	56.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-93.25	56.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-93.25	55.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-93.25	55.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-93.25	54.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-93.25	54.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-93.25	53.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-93.25	53.25	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc
-93.25	52.75	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfc	Dfb
-93.25	52.25	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
-93.25	51.75	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
-93.25	51.25	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
-93.25	50.75	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
-93.25	50.25	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
-93.25	49.75	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
-93.25	49.25	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
-93.25	48.75	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
-93.25	48.25	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
-93.25	47.75	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
-93.25	47.25	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
-93.25	46.75	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
-93.25	46.25	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
-93.25	45.75	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb	Dfb
-93.25	45.25	Dfb	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa
-93.25	44.75	Dfb	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa
-93.25	44.25	Dfb	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa
-93.25	43.75	Dfa	Dfa	Dfa	Dfa	Dfb	Dfa	Dfa	Dfb	Dfb
-93.25	43.25	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa
-93.25	42.75	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa
-93.25	42.25	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa
-93.25	41.75	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa
-93.25	41.25	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa
-93.25	40.75	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa	Dfa
-93.25	40.25	Dfa	Dfa	Cfa	Cfa	Dfa	Dfa	Dfa	Dfa	Dfa
-93.25	39.75	Cfa	Cfa	Cfa	Cfa	Cfa	Dfa	Cfa	Cfa	Cfa
-93.25	39.25	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Dfa	Cfa
-93.25	38.75	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-93.25	38.25	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-93.25	37.75	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-93.25	37.25	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-93.25	36.75	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-93.25	36.25	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-93.25	35.75	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-93.25	35.25	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-93.25	34.75	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-93.25	34.25	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-93.25	33.75	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-93.25	33.25	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-93.25	32.75	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-93.25	32.25	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-93.25	31.75	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-93.25	31.25	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-93.25	30.75	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-93.25	30.25	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa	Cfa
-93.25	18.25	Am	Am	Am	Am	Am	Am	Am	Am	Am
-93.25	17.75	Am	Am	Am	Am	Am	Am	Am	Am	Af
-93.25	17.25	As	As	As	As	As	As	As	As	As
-93.25	16.75	Aw	Aw	Aw	Aw	Aw	Aw	Aw	Aw	Aw
-93.25	16.25	Aw	Aw	Aw	Aw	Aw	Aw	Aw	Aw	Aw
-93.25	15.75	Aw	Aw	Aw	Aw	Aw	Aw	Aw	Aw	Aw
-93.25	-73.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.25	-73.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.25	-74.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.25	-74.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.25	-75.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.25	-75.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.25	-76.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.25	-76.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.25	-77.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.25	-77.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.25	-78.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.25	-78.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.25	-79.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.25	-79.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.25	-80.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.25	-80.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.25	-81.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.25	-81.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.25	-82.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.25	-82.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.25	-83.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.25	-83.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.25	-84.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.25	-84.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.25	-85.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.25	-85.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.25	-86.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.25	-86.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.25	-87.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.25	-87.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.25	-88.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.25	-88.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.25	-89.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-93.25	-89.75	EF	EF	EF	EF	EF	EF	EF	EF	EF
-92.75	81.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-92.75	80.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-92.75	80.25	EF	EF	EF	EF	EF	EF	EF	EF	EF
-92.75	79.75	EF	ET	ET	ET	EF	EF	EF	ET	ET
-92.75	78.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-92.75	76.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-92.75	73.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-92.75	73.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-92.75	70.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-92.75	70.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-92.75	69.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-92.75	69.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
-92.75	68.75	ET	ET	ET	ET	ET	ET	ET	ET	ET
-92.75	68.25	ET	ET	ET	ET	ET	ET	ET	ET	ET
