Latitude,Longitude,Elevation
2448N,11335E,68
2352N,11332E,68
2422N,11429E,214
2457N,11539E,299
2418N,11607E,84
2438N,11739E,24
2448N,11835E,22
2429N,11805E,139
2448N,12058E,34
2409N,12042E,78
2446N,12145E,9
2318N,10557E,794
2354N,10636E,242
2308N,10625E,740
2308N,10739E,457
2351N,10925E,76
2324N,11005E,44
2329N,11118E,120
2357N,11212E,57
2303N,11228E,12
2308N,11319E,8
2344N,11441E,41
2305N,11425E,16
2358N,11558E,152
2324N,11641E,3
2305N,11618E,30
2331N,11934E,22
2300N,12014E,14
2401N,12137E,14
2222N,10645E,129
2249N,10821E,73
2215N,10958E,121
2256N,11059E,243
2221N,11056E,84
2243N,11133E,134
2216N,11247E,46
2233N,11406E,18
2247N,11522E,5
2228N,12027E,8
2221N,12054E,9
2200N,12046E,24
2245N,12110E,10
2202N,12134E,325
2133N,10758E,13
2157N,10837E,6
2129N,10906E,16
2102N,10907E,41
2113N,11024E,28
2152N,11158E,22
2131N,11118E,8
2144N,11246E,18
2022N,11010E,109
2002N,11021E,15
2040N,11644E,6
1906N,10837E,8
1931N,10935E,169
1904N,10953E,243
1914N,11028E,25
1814N,10931E,7
1830N,11000E,50
1650N,11220E,5
1632N,11137E,5
0932N,11253E,6
1023N,11423E,5
2749N,01753W,30
2837N,01745W,31
2818N,01630W,2368
2829N,01620W,618
2828N,01615W,46
2803N,01634W,72
2756N,01523W,25
2709N,01312W,63
2342N,01552W,10
2827N,01352W,23
2857N,01336W,40
2922N,01011W,66
2342N,01552W,10
3544N,00554W,21
3511N,00608W,49
3504N,00518W,305
3511N,00351W,14
3447N,00156W,470
3418N,00636W,14
3413N,00400W,510
3403N,00646W,75
3414N,00603W,52
3356N,00459W,579
3353N,00532W,549
3334N,00740W,62
3322N,00735W,206
3330N,00510W,1665
3314N,00831W,28
3252N,00658W,785
3217N,00914W,45
3232N,00617W,519
3222N,00624W,468
3241N,00444W,1515
3234N,00157W,1110
3156N,00424W,1045
3131N,00947W,8
3137N,00802W,466
3023N,00934W,23
3020N,00925W,74
3056N,00654W,1140
2941N,00944W,260
2827N,01109W,200
2756N,01300W,10
3535N,00520W,10
3554N,00519W,5
3517N,00257W,55
3509N,00255W,16
3650N,00547E,2
3656N,00657E,7
3650N,00749E,4
3654N,00827E,10
3646N,00306E,8
3649N,00257E,33
3654N,00354E,30
3654N,00425E,45
3643N,00315E,25
3642N,00403E,195
3645N,00506E,13
3643N,00504E,2
3628N,00728E,227
3633N,00120E,59
3623N,00354E,635
3617N,00637E,694
3553N,00707E,889
3617N,00757E,680
3613N,00120E,143
3618N,00214E,715
3616N,00245E,981
3604N,00446E,928
3611N,00525E,1038
3549N,00016W,4
3553N,00007E,137
3542N,00039W,22
3540N,00430E,441
3533N,00611E,1052
3529N,00808E,813
3529N,00031W,111
3552N,00029W,62
3546N,00048W,104
3538N,00036W,90
3533N,00032W,112
3536N,00018E,474
3516N,00009E,511
3515N,00126E,1127
3520N,00412E,461
3518N,00121W,68
3511N,00237W,450
3449N,00147W,426
3448N,00544E,87
3501N,00128W,247
3441N,00315E,1144
3452N,00009E,770
3409N,00004E,1000
3346N,00256E,765
3456N,00026W,1149
3340N,00100E,1341
3307N,00608E,85
3316N,00018W,1166
3330N,00607E,63
3246N,00036W,1058
3223N,00349E,450
3137N,00214W,773
3155N,00524E,141
3140N,00609E,142
3034N,00252E,397
3008N,00210W,499
2915N,00017E,312
2808N,00650E,387
2803N,00938E,562
2753N,00017W,263
2658N,00105E,309
2712N,00228E,293
2715N,00231E,269
2630N,00825E,558
2740N,00808W,431
2433N,00928E,1054
2247N,00531E,1378
2249N,00528E,1377
1834N,00546E,411
3657N,00845E,21
3715N,00948E,3
3650N,01014E,4
3651N,01105E,30
3644N,00911E,159
3629N,00848E,144
3627N,01044E,5
3604N,00922E,445
3540N,01006E,68
3533N,00841E,1092
3540N,01045E,3
3546N,01045E,2
3425N,00849E,314
3500N,00929E,355
3443N,01041E,23
3355N,00806E,93
3342N,00858E,46
3353N,01006E,5
3352N,01046E,4
3321N,01029E,117
3219N,01024E,301
3141N,00910E,259
1841N,01255E,357
1658N,00759E,502
1412N,00127E,210
1454N,00515E,391
1359N,01018E,460
1415N,01307E,286
1329N,00210E,227
1348N,00515E,273
1328N,00705E,373
1325N,01247E,305
1347N,00859E,453
1259N,00856E,403
1314N,01159E,337
1153N,00327E,203
2012N,00059E,491
1826N,00121E,459
1643N,00300W,264
1616N,00003W,260
1514N,00921W,237
1510N,00717W,265
1520N,00141W,288
1552N,00213E,278
1426N,01126W,47
1431N,00406W,272
1304N,00928W,334
1324N,00609W,289
1320N,00450W,284
1251N,01114W,132
1232N,00757W,381
1223N,00528W,367
1125N,00730W,351
1121N,00541W,375
2514N,01137W,360
2245N,01229W,343
2056N,01702W,3
2031N,01304W,224
1945N,01422W,120
1806N,01557W,3
1834N,01126W,402
1732N,01441W,75
1630N,01549W,6
1609N,01331W,18
1636N,00716W,269
1638N,01124W,115
1642N,00936W,223
1603N,01627W,4
1639N,01458W,7
1523N,01507W,21
1539N,01315W,17
1444N,01730W,24
1439N,01614W,9
1408N,01604W,7
1346N,01341W,50
1303N,01318W,52
1233N,01616W,23
1224N,01645W,13
1253N,01458W,10
1234N,01213W,167
1321N,01648W,36
1329N,01534W,11
1327N,01627W,2
1329N,01611W,15
1343N,01515W,6
1340N,01453W,4
1332N,01446W,1
1334N,01556W,2
1319N,01413W,4
1353N,01324W,15
1153N,01539W,36
1135N,01529W,20
1211N,01440W,43
1119N,01218W,1026
1126N,00910W,366
1056N,01419W,69
1003N,01252W,459
1022N,01205W,784
1023N,00918W,384
0934N,01337W,49
0934N,01338W,26
1002N,01045W,459
0911N,01006W,525
0832N,00928W,544
0744N,00850W,470
0837N,01312W,27
0732N,01230W,8
0833N,01203W,84
0806N,01206W,56
0757N,01146W,93
0935N,01133W,464
0759N,01051W,186
0839N,01058W,390
1556S,00540W,436
0758S,01424W,79
0023N,00643E,13
0139N,00725E,5
0718S,07224E,3
1135S,04717E,4
1703S,04242E,10
2219S,04020E,13
1026S,05645E,3
1553S,05431E,13
2053S,05531E,25
2056S,05517E,11
2120S,05529E,53
1627S,05937E,4
1941S,06325E,59
2026S,05740E,57
2018S,05730E,425
3748S,07732E,29
4626S,05152E,142
4921S,07015E,30
3152N,01059E,621
3253N,01205E,3
3204N,01232E,691
3240N,01309E,81
3238N,01418E,22
3219N,01503E,32
3112N,01635E,13
3205N,02016E,132
3043N,02010E,7
3249N,02151E,625
3247N,02234E,26
3206N,02355E,50
3008N,00930E,357
3023N,01335E,500
2701N,01426E,432
2908N,01557E,267
2902N,02134E,60
2945N,02432E,-1
2636N,01247E,463
2508N,01008E,692
2548N,02108E,260
2413N,02318E,435
3132N,02511E,6
3137N,02554E,24
3120N,02713E,30
3111N,02952E,14
3112N,02957E,7
3124N,03024E,3
3133N,03106E,2
3125N,03149E,5
3117N,03214E,6
3116N,03218E,6
3105N,03350E,32
3130N,03427E,16
3102N,03028E,2
3039N,03042E,16
3047N,03100E,12
3024N,03021E,1
3008N,03124E,74
3005N,03117E,26
3003N,03113E,19
2952N,03120E,141
2805N,03044E,40
2703N,03101E,70
2634N,03142E,61
2540N,03242E,88
2429N,03257E,102
2358N,03247E,194
2912N,02519E,-13
2212N,03137E,192
2820N,02854E,130
2703N,02758E,92
2529N,02900E,111
2527N,03032E,73
3036N,03215E,13
2952N,03228E,4
2936N,03242E,16
2814N,03237E,4
2709N,03343E,14
2608N,03418E,11
2149N,03129E,183
2213N,03639E,2
2045N,03233E,468
1932N,03319E,312
1935N,03713E,2
1926N,03714E,138
1910N,03029E,226
1906N,03720E,3
1833N,03151E,249
1742N,03358E,345
1642N,03326E,360
1536N,03233E,380
1540N,03232E,380
1528N,03624E,500
1519N,03536E,451
1400N,03220E,378
1424N,03329E,408
1402N,03524E,599
1425N,02905E,536
1337N,02520E,730
1333N,03337E,418
1329N,02227E,805
1310N,03014E,574
1310N,03240E,381
1304N,03357E,435
1254N,02329E,900
1242N,02826E,564
1203N,02453E,658
1244N,03408E,445
1145N,03247E,282
1152N,03103E,885
1147N,03423E,470
1120N,02749E,453
1100N,02943E,499
0933N,03139E,388
0846N,02724E,414
0914N,02950E,389
0837N,03304E,399
0815N,03436E,649
0828N,02541E,545
0742N,02801E,438
0747N,03301E,402
0717N,02845E,429
0648N,02942E,418
0648N,03308E,510
0612N,03133E,420
0455N,02928E,749
0434N,02824E,649
0452N,03136E,457
0425N,03234E,624
0416N,03334E,1980
1640N,03820E,1676
1507N,03641E,615
1533N,03753E,626
1517N,03855E,2356
1537N,03927E,10
1304N,04243E,14
1133N,04309E,19
0957N,04311E,1454
1025N,04501E,9
0930N,04405E,1326
0931N,04534E,1032
1038N,04722E,1743
0830N,04722E,700
1157N,05044E,2
1117N,04911E,2
1018N,05014E,344
0931N,04905E,812
0757N,04830E,534
0757N,04947E,36
0651N,04716E,302
0520N,04834E,10
0442N,04637E,175
0442N,04513E,173
0411N,04352E,521
0308N,04340E,487
0335N,04227E,150
0221N,04218E,116
0202N,04521E,9
0022S,04226E,10
1407N,03843E,2134
1330N,03929E,2212
1232N,03726E,1985
1136N,03724E,1820
1105N,03943E,1864
1021N,03743E,2476
0903N,03636E,1950
0740N,03650E,1676
0810N,03533E,1974
1002N,03432E,1733
0550N,03637E,1311
0859N,03848E,2355
0844N,03900E,1876
0850N,03947E,1062
0859N,04010E,1052
0704N,03830E,1652
0936N,04152E,1146
0622N,03950E,2274
0920N,04243E,1644
0706N,04000E,2450
0645N,04417E,550
0709N,04043E,1844
0506N,04435E,320
0604N,03740E,1219
0517N,03945E,1455
0303N,03055E,1211
0307N,03537E,515
0332N,03903E,1097
0356N,04152E,231
0218N,03135E,693
0245N,03220E,1105
0215N,03254E,1091
0232N,03439E,1280
0218N,03754E,1345
0141N,03143E,1147
0143N,03337E,1123
0101N,03500E,1875
0145N,04004E,244
0011N,03006E,961
0040N,03017E,1533
0019N,03237E,1140
0027N,03311E,1173
0041N,03410E,1171
0032N,03517E,2133
0017N,03447E,1530
0004S,03702E,1905
0005N,03739E,1554
0021N,03735E,1067
0037S,03039E,1413
0003N,03227E,1155
0006S,03445E,1146
0040S,03447E,1493
0022S,03521E,2184
0016S,03606E,1901
0030S,03658E,1759
0030S,03727E,1493
0028S,03938E,147
0115S,02959E,1869
0120S,03149E,1137
0130S,03348E,1147
0108S,03550E,1890
0119S,03655E,1624
0118S,03645E,1798
0119S,03649E,1679
0228S,03255E,1140
0217S,03750E,1000
0216S,04050E,6
0320S,03637E,1387
0321S,03720E,831
0325S,03704E,896
0324S,03834E,579
0314S,04006E,23
0453S,02938E,885
0405S,03743E,872
0453S,03817E,511
0402S,03937E,55
0505S,03250E,1190
0505S,03904E,35
0515S,03949E,25
0610S,03546E,1120
0650S,03739E,526
0613S,03913E,15
0740S,03545E,1428
0652S,03912E,55
0330S,03300E,1100
0856S,03931E,18
0856S,03328E,1707
1041S,03535E,1067
1021S,03845E,465
1016S,04011E,113
0440S,05531E,3
0441S,05532E,4
0921S,04632E,4
0003N,01816E,317
0317N,01947E,446
0113N,01948E,353
0219N,02134E,463
0115N,02336E,366
0348N,02349E,474
0247N,02447E,410
0031N,02511E,396
0133N,02520E,450
0402N,02552E,650
0105N,02708E,524
0246N,02739E,764
0122N,02904E,855
0008N,02916E,1840
0130N,03013E,1239
0318S,01721E,324
0158S,01816E,300
0013S,02051E,351
0218S,02317E,437
0329S,02328E,500
0257S,02555E,497
0236S,02633E,569
0111S,02927E,1275
0045S,02634E,762
0125S,02700E,800
0231S,02851E,1612
0141S,02914E,1552
0600S,01225E,27
0555S,01227E,120
0551S,01306E,8
0531S,01335E,277
0548S,01326E,340
0423S,01526E,312
0455S,01704E,563
0422S,01515E,445
0502S,01848E,449
0717S,01900E,1060
0420S,02035E,420
0625S,02051E,481
0553S,02225E,657
0458S,02326E,424
0610S,02337E,677
0708S,02344E,877
0608S,02429E,890
0431S,02635E,544
0521S,02700E,561
0717S,02726E,633
0553S,02911E,818
0704S,02947E,1132
1041S,02220E,1028
0821S,02235E,882
0938S,02251E,921
0731S,02411E,845
0838S,02515E,1106
1043S,02527E,1526
0836S,02720E,1579
1140S,02729E,1298
0228S,02855E,1591
0140S,02915E,1554
0130S,02938E,1860
0236S,02944E,1768
0158S,03007E,1497
0319S,02919E,783
0250S,03020E,1755
0449S,01154E,17
0412S,01242E,330
0359S,01355E,512
0329S,01237E,161
0341S,01321E,531
0415S,01515E,316
0237S,01613E,312
0232S,01446E,790
0152S,01552E,377
0001S,01535E,379
0137N,01603E,352
0137N,01804E,326
0204N,01408E,550
0027N,00925E,15
0042S,00845E,4
0325S,01039E,34
0100N,00936E,13
0251S,01101E,79
0205N,01129E,599
0101N,01356E,501
0152S,01101E,89
0043S,01014E,26
0047N,01132E,583
0139S,01326E,441
0034N,01252E,515
0050S,01243E,485
0132S,01316E,573
0415N,01548E,583
0558N,01538E,1020
0516N,01738E,674
0629N,01726E,465
0424N,01831E,366
0824N,02039E,511
0632N,02159E,584
0444N,02250E,500
1017N,02247E,464
0524N,02630E,651
0551N,02039E,475
0630N,02316E,602
0503N,02112E,449
0419N,02111E,406
1208N,01502E,295
1326N,01444E,292
2027N,01634E,809
0837N,01604E,422
1223N,01703E,301
0922N,01455E,455
2127N,01703E,1074
0909N,01823E,365
1800N,01910E,234
1102N,02017E,436
1351N,02051E,549
0345N,00846E,56
0154N,00948E,8
1027N,01415E,422
1022N,01514E,326
1006N,01427E,389
0920N,01323E,244
0721N,01334E,1104
0647N,01149E,1110
0629N,01238E,870
0632N,01422E,1027
0543N,00917E,126
0527N,01004E,1408
0603N,01007E,1239
0539N,01045E,1210
0533N,01222E,1031
0536N,01404E,804
0400N,00944E,9
0457N,00956E,821
0405N,00922E,52
0444N,01115E,500
0433N,01343E,670
0428N,01422E,656
0339N,01046E,227
0350N,01131E,760
0350N,01132E,751
0358N,01312E,693
0309N,01337E,624
0257N,00954E,16
0254N,01110E,628
1053N,00445E,244
1301N,00515E,302
1210N,00642E,469
1036N,00727E,642
1301N,00741E,517
1108N,00741E,664
1203N,00832E,481
1017N,00949E,609
1253N,01028E,344
1142N,01102E,414
1151N,01305E,354
0829N,00435E,305
0906N,00601E,143
0937N,00632E,260
0915N,00700E,344
0952N,00854E,1285
0811N,00945E,111
0914N,01228E,174
0635N,00320E,38
0633N,00321E,19
0726N,00354E,228
0747N,00429E,304
0706N,00450E,287
0619N,00536E,79
0531N,00544E,4
0748N,00644E,44
0609N,00647E,86
0451N,00701E,18
0628N,00733E,137
0458N,00821E,63
0741N,00837E,97
0640N,00848E,117
0558N,00843E,93
1108N,00256E,292
1019N,00123E,461
0921N,00237E,393
0802N,00228E,200
0710N,00204E,167
0621N,00223E,9
1052N,00015E,330
1022N,00028E,146
0946N,00106E,343
0933N,00110E,341
0859N,00109E,387
0735N,00107E,402
0635N,00130E,44
0610N,00115E,25
1054N,00106W,203
1003N,00230W,323
0902N,00229W,301
0930N,00051W,173
0927N,00001W,197
0745N,00206W,340
0749N,00002W,122
0720N,00220W,312
0643N,00136W,293
0612N,00220W,172
0636N,00028E,158
0556N,00059W,140
0605N,00015W,167
0606N,00007E,19
0607N,00048E,178
0452N,00214W,40
0453N,00146W,9
0512N,00104W,47
0536N,00010W,69
0537N,00000E,18
0547N,00038E,7
1402N,00002W,277
1334N,00225W,336
1221N,00131W,306
1228N,00329E,300
1202N,00022E,309
1110N,00419W,460
1145N,00256W,271
1109N,00109W,322
1020N,00311W,335
0930N,00734W,421
0925N,00537W,381
0936N,00512W,323
0803N,00247W,370
0723N,00731W,340
0744N,00504W,376
0608N,00557W,210
0652N,00628W,277
0639N,00442W,92
0654N,00521W,213
0515N,00356W,8
0518N,00318W,39
0425N,00722W,21
0445N,00639W,30
0457N,00605W,66
0620N,01045W,12
0615N,01021W,18
0533S,01211E,20
0552S,01326E,300
0616S,01415E,567
0602S,01507E,920
0714S,01252E,17
0735S,01500E,831
0851S,01314E,70
0917S,01455E,795
0933S,01622E,1142
0939S,02024E,1080
1042S,01345E,5
1112S,01351E,10
1125S,01507E,1304
1147S,01955E,1357
1222S,01332E,3
1235S,01325E,4
1248S,01545E,1701
1223S,01657E,1699
1439S,01741E,1343
1636S,01143E,1
1142S,04314E,6
1132S,04316E,29
1207S,04426E,12
1248S,04517E,7
1221S,04918E,105
1319S,04819E,9
1322S,05000E,5
1438S,04746E,57
1453S,04759E,23
1439S,04937E,474
1417S,05010E,5
1453S,05015E,88
1540S,04621E,18
1645S,04429E,36
1657S,04650E,79
1705S,04949E,3
1803S,04402E,23
1848S,04729E,1276
1807S,04924E,6
1949S,04704E,1532
1950S,04848E,5
2017S,04419E,8
2145S,04322E,4
2127S,04706E,1109
2112S,04822E,6
2233S,04524E,824
2248S,04750E,6
2323S,04344E,8
2533S,04532E,22
2502S,04657E,9
1121S,04022E,29
1258S,04030E,50
1317S,03515E,1365
1344S,03733E,838
1308S,03902E,535
1455S,03337E,1262
1413S,03421E,1311
1449S,03632E,607
1506S,03917E,441
1502S,04040E,11
1536S,03246E,882
1611S,03335E,150
1606S,03338E,160
1613S,03954E,62
1722S,03502E,89
1750S,03520E,45
1753S,03653E,16
1907S,03328E,732
1948S,03454E,16
2200S,03519E,21
2352S,03523E,15
2503S,03338E,5
2555S,03234E,44
2617S,03211E,104
0948S,02905E,1324
0851S,03120E,1673
0942S,03316E,1278
0957S,03353E,529
1058S,03344E,1100
1145S,02426E,1363
1106S,02851E,1259
1121S,02932E,1171
1013S,03108E,1384
1006S,03115E,1536
1154S,03126E,1402
1007S,03238E,1360
1153S,03337E,1351
1127S,03401E,1253
1136S,03418E,500
1332S,02307E,1078
1332S,02551E,1234
1336S,02412E,1075
1210S,02622E,1386
1300S,02839E,1270
1236S,02807E,1243
1314S,03013E,1384
1338S,02953E,1237
1333S,03235E,1032
1217S,03312E,1143
1301S,03328E,1015
1359S,03338E,1149
1347S,03346E,1229
1359S,03347E,1067
1255S,03416E,500
1345S,03435E,513
1316S,03156E,570
1515S,02309E,1053
1448S,02448E,1213
1504S,02711E,1218
1546S,02755E,978
1424S,02830E,1165
1427S,02828E,1207
1519S,02827E,1154
1525S,02819E,1280
1533S,02815E,1213
1415S,03117E,1036
1547S,03502E,1141
1419S,03416E,1632
1405S,03455E,474
1531S,03513E,1028
1541S,03458E,767
1426S,03515E,485
1445S,03540E,717
1605S,03535E,653
1606S,02316E,1027
1728S,02418E,951
1749S,02549E,986
1600S,02736E,1018
1650S,02704E,1278
1737S,02720E,617
1631S,02853E,518
1650S,02937E,1344
1538S,03025E,329
1722S,03012E,1140
1639S,03042E,1180
1750S,03101E,1472
1755S,03108E,1503
1647S,03135E,966
1725S,03213E,1244
1735S,03058E,1290
1702S,03051E,1480
1555S,03504E,1146
1609S,03513E,820
1630S,03457E,102
1631S,03509E,58
1806S,02551E,1062
1838S,02700E,1077
1813S,02856E,1282
1856S,02950E,1215
1927S,02951E,1429
1819S,02953E,1157
1902S,03053E,1459
1919S,03126E,1190
1811S,03128E,1632
1832S,03208E,1430
1859S,03227E,1019
1817S,03245E,1880
1919S,03036E,1260
1843S,03251E,1270
1953S,03253E,1480
1837S,03134E,1380
2029S,02748E,1390
2055S,02827E,1020
2023S,02830E,1350
2009S,02837E,1344
2001S,02837E,1326
2123S,02859E,770
2103S,02922E,861
2019S,03004E,980
2004S,03052E,1095
2101S,03135E,430
2020S,03128E,770
2012S,03237E,1132
2213S,03000E,457
1738S,02411E,985
1756S,01559E,1100
1911S,01555E,1100
1916S,01744E,1327
1936S,01807E,1400
1920S,01243E,0
1755S,01946E,1100
2142S,02139E,1100
1822S,02151E,1000
1749S,02509E,1000
1959S,02325E,900
2028S,02559E,904
2125S,02536E,985
2116S,02519E,945
2113S,02730E,1000
2203S,02750E,892
1956S,01623E,1341
2253S,01426E,0
2259S,01439E,88
2334S,01503E,400
2234S,01706E,1725
2229S,01728E,1700
2228S,01858E,1449
2305S,02648E,1006
2341S,02741E,800
2309S,02813E,948
2352S,02927E,1222
2739S,02300E,1173
2354S,02928E,1327
2309S,02934E,900
2216S,02954E,500
2303S,02952E,922
2305S,03017E,700
2506S,03028E,1425
2349S,03020E,583
2356S,03109E,400
2258S,03030E,600
2432S,01756E,1100
2401S,02153E,1100
2436S,02440E,1200
2413S,02555E,1005
2547S,02532E,1277
2553S,02539E,1400
2440S,02555E,1000
2520S,02710E,1000
2543S,02718E,1160
2544S,02811E,1322
2555S,02813E,1500
2555S,02858E,1700
2556S,02756E,1377
2550S,02813E,1500
2539S,02813E,1248
2454S,02820E,1132
2511S,02920E,1000
2411S,02901E,1118
2526S,03059E,674
2422S,03102E,500
2432S,03102E,620
2459S,03136E,0
2526S,03156E,152
2544S,03100E,800
2638S,01506E,0
2641S,01515E,130
2632S,01807E,1061
2549S,02810E,1457
2628S,02037E,881
2633S,02802E,1500
2603S,02227E,1000
2653S,02203E,900
2611S,02611E,1486
2728S,02326E,1318
2657S,02438E,1200
2649S,02601E,1500
2759S,02608E,1254
2800S,02640E,1341
2615S,02800E,1668
2621S,02828E,1620
2630S,02959E,1737
2644S,02704E,1350
2640S,02706E,1400
2740S,02715E,1350
2716S,02830E,1500
2601S,02936E,1576
2608S,02814E,1700
2614S,02818E,1615
3051S,03021E,151
2627S,02929E,1639
2631S,02822E,1560
2656S,02914E,1554
2744S,02955E,1235
2747S,02959E,1251
2747S,03048E,1158
2604S,03007E,1700
2702S,03048E,1238
2632S,03118E,641
2733S,03241E,0
2724S,03211E,0
2834S,01632E,21
2914S,01652E,4
2807S,02958E,1500
2908S,01923E,986
2822S,02327E,1494
2824S,02116E,836
2848S,02446E,1192
2850S,02755E,1620
2906S,02618E,1348
2916S,02908E,2195
2927S,02733E,1631
2927S,02734E,1628
2815S,02820E,1682
2810S,02818E,1600
2811S,03013E,1286
2805S,02652E,1337
2853S,03127E,487
2834S,02946E,1100
2900S,02953E,1146
2823S,03105E,1300
2830S,03224E,107
2939S,03024E,739
2925S,03027E,750
2938S,01704E,80
2848S,03206E,0
2940S,01752E,990
3021S,02149E,961
2940S,02245E,946
2904S,02345E,1000
3039S,02401E,1247
3040S,02800E,1287
2946S,02519E,1372
2947S,02526E,1400
3043S,02643E,1351
2944S,02702E,1438
3058S,02619E,1437
3059S,02823E,1328
3021S,02848E,1500
2948S,02921E,1613
3032S,02929E,1300
2932S,03017E,1100
3044S,03027E,17
2906S,03036E,1100
2946S,03104E,6
2958S,03057E,8
3118S,02751E,1533
3140S,01830E,34
3136S,01845E,147
3128S,01946E,1000
3155S,02131E,1267
3124S,02307E,1256
3129S,02502E,1300
3154S,02652E,1086
3132S,02840E,752
3138S,02933E,47
3211S,01853E,150
3250S,01751E,60
3246S,02545E,900
3258S,01810E,0
3350S,01954E,159
3223S,02040E,1458
3221S,02235E,842
3215S,02432E,754
3256S,02440E,424
3244S,02535E,722
3210S,02537E,900
3250S,02727E,500
3254S,02717E,594
3231S,02728E,900
3359S,01836E,42
3321S,02003E,782
3313S,02202E,900
3334S,02213E,359
3354S,01830E,16
3400S,02223E,193
3317S,02330E,844
3317S,02630E,651
3359S,02536E,60
3302S,02750E,125
3703S,01219W,23
4021S,00953W,54
3421S,01830E,226
3450S,02001E,8
3432S,02002E,50
3405S,02115E,138
3436S,02017E,75
3411S,02209E,59
3401S,02447E,40
3412S,02450E,7
3018S,02707E,1300
5424S,00318E,28
4653S,03752E,22
3600N,12114W,310
4012N,11113W,1400
3641N,12146W,41
3545N,12042W,220
3031N,08618W,61
3439N,09841W,421
3340N,11744W,117
3418N,11610W,626
3342N,11750W,17
3632N,11534W,972
3226N,09951W,545
4821N,12239W,14
4713N,12412W,18
4539N,08428W,176
4442N,08316W,184
2604N,09710W,5
2749N,09705W,2
2826N,09626W,3
4859N,12244W,21
4540N,12132W,192
3510N,09412W,143
3441N,07703W,7
3925N,11843W,1199
4403N,07545W,203
5841N,15638W,15
6207N,13611W,539
5947N,13635W,884
5935N,13340W,716
3505N,11735W,750
3253N,11625W,1500
3524N,12021W,225
3359N,11148W,1584
3345N,11820W,30
4434N,11127W,2000
4427N,11608W,1450
4024N,11652W,1350
3619N,11534W,800
3504N,10652W,1515
3514N,10412W,1325
3259N,10858W,1750
4204N,12159W,1750
4455N,12334W,90
3515N,10139W,1100
3141N,10612W,1225
3736N,11252W,3260
4102N,11150W,2450
4734N,12225W,120
4734N,11705W,620
4449N,10754W,1325
4126N,10907W,2100
3604N,10851W,2000
3239N,11437W,65
6637N,16000W,8
7118N,15647W,4
7119N,15513W,0
7037N,15951W,27
7030N,14953W,5
7019N,14935W,20
6829N,14929W,814
7015N,14820W,14
7012N,14828W,17
7030N,14954W,5
6910N,14849W,297
7008N,14338W,15
7008N,14335W,2
6838N,14934W,732
7008N,14335W,2
6943N,14841W,108
6804N,14935W,982
6853N,16608W,3
6821N,16648W,4
6537N,16803W,5
6534N,16755W,83
6515N,16652W,5
6616N,16603W,2
6659N,16026W,46
6949N,16255W,6
6944N,16301W,6
6652N,16238W,5
6605N,16245W,9
6653N,16236W,3
6734N,16259W,30
6922N,15208W,85
6808N,15144W,643
6706N,15751W,88
6653N,15709W,61
6603N,15416W,88
6600N,15342W,389
6655N,15131W,196
6730N,14829W,585
6741N,14944W,447
6715N,15012W,320
6649N,15039W,335
6724N,15007W,360
6510N,15206W,67
6500N,15039W,82
6556N,14950W,155
6634N,14516W,131
6807N,14534W,636
6430N,16526W,7
6431N,16527W,11
6204N,16318W,95
6442N,16203W,4
6341N,17030W,16
6346N,17144W,8
6353N,16048W,6
6239N,16011W,99
6246N,16430W,3
6206N,16341W,102
6147N,16602W,146
6000N,16600W,15
6022N,16616W,15
6132N,16609W,5
6047N,16148W,46
6042N,16158W,6
6444N,15656W,46
6444N,15657W,46
6447N,14109W,268
6542N,15623W,55
6258N,15537W,103
6254N,15559W,294
6135N,15932W,26
6106N,15535W,484
6354N,15216W,214
6330N,15353W,458
6232N,15337W,323
6206N,15245W,560
6159N,15205W,305
6218N,15006W,109
6158N,15111W,45
6034N,15115W,29
6029N,15102W,33
6110N,15103W,40
6433N,14905W,110
6418N,14907W,168
6253N,14950W,381
5807N,13527W,0
6449N,14752W,138
6449N,14751W,132
6450N,14737W,137
6320N,14908W,734
6344N,14855W,524
6339N,14848W,625
6353N,14901W,396
6324N,14857W,668
6440N,14706W,167
6358N,14542W,398
6400N,14544W,391
6400N,14543W,389
6550N,14404W,182
6302N,14530W,809
6529N,14437W,291
6305N,14530W,878
6149N,14730W,838
6143N,14853W,265
6138N,14902W,236
6116N,14939W,115
6209N,14527W,481
6156N,14710W,1002
6149N,14733W,900
6202N,14240W,735
6218N,14635W,747
6133N,14513W,518
6115N,14948W,65
6111N,14958W,22
6110N,15001W,40
6111N,15000W,44
6113N,14951W,42
6136N,14905W,71
6145N,15003W,67
6125N,14931W,29
6108N,14621W,10
6108N,14615W,37
6126N,14256W,455
6108N,14616W,37
6046N,14841W,9
6007N,14927W,18
6014N,14639W,56
6024N,14605W,110
6258N,14156W,525
6224N,14300W,882
6242N,14359W,730
6323N,14320W,472
6319N,14243W,509
6030N,14530W,13
6029N,14636W,14
6005N,14230W,11
6049N,15218W,12
6028N,16442W,4
5839N,16204W,165
5709N,17013W,9
5512N,16244W,31
5512N,16243W,30
5519N,16031W,7
5903N,15831W,29
5841N,15639W,15
5841N,15641W,17
5657N,15837W,29
5825N,15722W,119
5842N,15701W,40
5945N,15455W,49
6012N,15418W,81
6143N,15709W,54
5938N,15130W,22
5926N,14620W,14
5745N,15230W,34
5633N,15408W,17
5948N,14436W,18
5901N,16149W,3
5903N,16024W,6
5931N,13940W,9
5931N,13946W,3
5928N,13518W,5
5914N,13526W,10
