Latitude,Longitude,Elevation
6226N,16605E,8
6155N,15859E,23
6045N,15146E,906
5935N,15047E,118
5929N,15030E,6
6052N,16338E,14
6021N,16600E,3
6027N,16935E,8
5921N,02448E,44
5930N,02632E,2
5922N,02727E,73
5922N,02807E,30
5922N,02836E,19
5955N,02946E,2
5958N,03018E,4
5935N,02919E,160
5926N,02929E,127
5921N,03008E,91
5956N,03103E,11
5921N,03116E,40
5932N,03223E,34
5939N,03330E,61
5930N,03442E,173
5855N,02204E,9
5852N,02303E,4
5834N,02331E,2
5848N,02526E,61
5908N,02614E,123
5851N,02657E,32
5843N,02747E,36
5834N,02948E,93
5831N,03115E,24
5851N,03214E,61
5815N,02229E,7
5752N,02422E,11
5823N,02430E,14
5822N,02535E,86
5755N,02519E,61
5818N,02644E,59
5747N,02602E,62
5750N,02703E,82
5748N,02825E,42
5814N,02904E,135
5749N,02957E,71
5801N,03119E,25
5822N,03319E,172
5816N,03232E,54
5758N,03314E,219
5825N,03354E,92
5754N,03403E,178
5745N,02236E,5
5722N,02133E,4
5712N,02223E,82
5721N,02307E,8
5719N,02425E,10
5719N,02520E,123
5708N,02555E,180
5725N,02703E,193
5708N,02644E,143
5701N,02854E,110
5709N,03111E,71
5739N,03228E,48
5708N,03307E,217
5735N,03434E,161
5633N,02101E,8
5641N,02230E,112
5658N,02404E,3
5655N,02358E,10
5639N,02344E,6
5630N,02719E,156
5700N,02955E,108
5623N,03036E,98
5630N,03139E,187
5616N,03419E,196
5542N,02109E,10
5537N,02214E,166
5556N,02319E,108
5545N,02423E,59
5613N,02445E,58
5552N,02637E,122
5549N,02757E,133
5536N,03112E,183
5551N,03257E,214
5550N,03417E,200
5521N,02128E,6
5523N,02307E,111
5453N,02353E,75
5530N,02536E,121
5503N,02619E,209
5453N,02842E,174
5510N,03008E,176
5514N,03419E,253
5442N,02037E,27
5438N,02247E,59
5438N,02517E,156
5415N,02433E,111
5431N,03023E,192
5418N,03059E,203
5445N,03204E,241
5425N,03227E,210
5424N,03401E,233
5341N,02350E,135
5353N,02519E,158
5352N,02732E,234
5350N,02859E,169
5354N,03019E,193
5330N,02920E,158
5358N,03251E,217
5321N,03204E,164
5332N,03343E,174
5320N,03414E,217
5310N,02427E,152
5243N,02521E,150
5307N,02600E,194
5302N,02733E,157
5307N,02915E,165
5254N,03003E,144
5255N,03054E,142
5300N,03136E,148
5235N,03346E,180
5924N,03555E,136
5938N,03918E,111
5914N,03952E,131
5953N,04245E,134
5932N,04527E,136
5951N,04817E,183
5922N,04857E,216
5834N,03538E,145
5907N,03756E,131
5905N,04217E,142
5839N,04937E,147
5836N,04938E,158
5748N,03553E,140
5803N,03707E,137
5748N,03642E,147
5800N,03850E,114
5829N,04132E,97
5823N,04222E,136
5821N,04323E,144
5822N,04533E,125
5751N,04548E,133
5818N,04707E,156
5818N,04821E,122
5721N,03735E,138
5732N,03820E,126
5712N,03925E,102
5735N,03955E,103
5746N,04057E,139
5726N,04210E,126
5657N,04056E,128
5720N,04307E,132
5706N,04511E,111
5740N,04638E,176
5733N,04954E,136
5656N,03529E,140
5650N,03554E,137
5652N,03723E,123
5619N,03645E,170
5651N,04124E,94
5616N,04400E,157
5648N,04430E,122
5621N,04634E,114
5657N,04718E,92
5638N,04750E,103
5700N,04844E,123
5531N,03600E,182
5554N,03649E,166
5559N,03730E,190
5539N,03716E,203
5546N,03840E,141
5608N,04023E,170
5537N,04039E,135
5534N,04201E,117
5613N,04349E,82
5531N,04530E,93
5609N,04717E,183
5531N,04729E,197
5547N,04911E,116
5459N,03519E,213
5501N,03629E,197
5545N,03738E,156
5455N,03728E,162
5506N,03847E,114
5450N,03809E,220
5457N,04146E,136
5523N,04343E,160
5502N,04430E,220
5451N,04636E,180
5456N,04850E,166
5434N,03622E,201
5407N,03520E,239
5412N,03739E,204
5414N,03902E,138
5438N,03942E,158
5437N,03943E,170
5419N,04054E,98
5421N,04158E,115
5438N,04311E,125
5405N,04315E,198
5411N,04511E,201
5429N,04644E,98
5417N,04815E,127
5317N,03635E,161
5359N,03811E,228
5347N,03915E,210
5348N,04007E,124
5327N,04148E,144
5352N,04342E,144
5330N,04237E,133
5320N,04319E,260
5300N,03602E,203
5309N,03808E,153
5238N,03831E,168
5237N,03936E,150
5253N,04029E,158
5243N,04147E,161
5244N,04128E,139
5239N,04243E,130
5308N,04501E,174
5306N,04636E,270
5310N,04828E,104
5259N,04926E,45
5920N,05214E,167
5957N,05501E,183
5938N,05418E,174
5939N,05648E,180
5923N,05636E,124
5930N,05912E,411
5936N,06032E,132
5926N,06220E,131
5937N,06547E,72
5940N,06725E,41
5936N,06917E,57
5928N,07322E,82
5859N,05439E,187
5902N,05734E,316
5852N,05747E,304
5859N,05855E,457
5831N,05851E,464
5852N,06047E,126
5831N,06433E,73
5849N,06558E,64
5909N,06855E,41
5821N,05136E,170
5808N,05240E,170
5805N,05441E,228
5757N,05612E,170
5818N,05945E,268
5807N,05747E,218
5750N,05839E,176
5753N,06004E,258
5803N,06034E,200
5752N,06142E,128
5803N,06341E,71
5803N,06521E,62
5809N,06811E,44
5755N,06902E,100
5745N,05130E,178
5707N,05000E,165
5705N,05445E,130
5743N,05523E,164
5717N,05526E,98
5725N,05656E,140
5739N,05930E,314
5721N,05813E,244
5724N,06151E,177
5741N,06303E,76
5704N,06440E,91
5726N,06705E,50
5709N,06530E,104
5743N,07111E,56
5731N,07224E,66
5626N,05212E,169
5649N,05316E,158
5616N,05454E,99
5655N,05536E,133
5630N,05608E,142
5631N,05712E,229
5649N,05957E,325
5652N,05904E,303
5637N,05745E,207
5626N,05833E,305
5648N,06038E,237
5647N,06204E,159
5644N,06104E,290
5631N,06050E,266
5626N,06152E,168
5651N,06243E,126
5643N,06346E,121
5632N,06441E,113
5618N,06236E,152
5641N,06621E,60
5623N,06823E,122
5649N,07037E,70
5656N,07240E,87
5654N,07423E,74
5627N,07339E,95
5614N,05102E,69
5546N,05204E,192
5538N,05305E,121
5605N,05635E,168
5549N,05705E,200
5603N,05935E,320
5557N,05840E,231
5542N,05754E,326
5605N,06018E,401
5531N,06055E,254
5535N,06204E,158
5605N,06338E,81
5610N,06527E,61
5549N,06647E,115
5606N,06926E,83
5609N,07039E,122
5552N,07212E,120
5532N,07019E,134
5534N,07122E,129
5606N,07438E,78
5536N,07329E,87
5521N,05037E,113
5519N,05312E,79
5529N,05452E,155
5511N,05348E,126
5525N,05532E,187
5519N,05625E,129
5454N,05657E,119
5510N,05940E,457
5522N,05955E,1102
5500N,05759E,415
5518N,06132E,227
5514N,06319E,176
5455N,06426E,127
5528N,06524E,79
5516N,06630E,135
5515N,06718E,143
5446N,06600E,152
5506N,06758E,136
5450N,06909E,136
5454N,07116E,128
5502N,07435E,107
5456N,07324E,123
5430N,05025E,80
5425N,05106E,152
5405N,05455E,120
5435N,05248E,312
5435N,05344E,126
5434N,05431E,171
5402N,05411E,348
5445N,05600E,105
5424N,05648E,168
5433N,06018E,319
5401N,06007E,314
5406N,06135E,193
5442N,06350E,217
5424N,06244E,168
5428N,06452E,117
5422N,06700E,153
5426N,07055E,127
5422N,07145E,124
5437N,07235E,109
5412N,07258E,125
5412N,07333E,125
5410N,07448E,115
5358N,05022E,62
5338N,05225E,87
5350N,05731E,548
5337N,05559E,130
5356N,05820E,565
5352N,05912E,423
5321N,05905E,382
5319N,06533E,210
5350N,06947E,153
5319N,06806E,319
5317N,06921E,229
5338N,07222E,138
5347N,07353E,125
5315N,05027E,44
5245N,05217E,80
5255N,05443E,183
5257N,05558E,179
5243N,05548E,247
5244N,05854E,316
5230N,05942E,381
5303N,06040E,300
5313N,06337E,156
5241N,06236E,208
5249N,06658E,227
5232N,06845E,399
5257N,07013E,384
5258N,07156E,196
5309N,07412E,126
5956N,08159E,76
5923N,08250E,68
5930N,09101E,64
5904N,07644E,70
5913N,07814E,69
5903N,08057E,63
5842N,08130E,63
5838N,08643E,105
5827N,07625E,81
5747N,07717E,100
5808N,08035E,80
5818N,08253E,76
5823N,08436E,81
5745N,08512E,90
5826N,08922E,142
5827N,09209E,78
5805N,09300E,89
5812N,09445E,161
5825N,09724E,134
5751N,09724E,378
5732N,07922E,93
5705N,08155E,107
5735N,08347E,114
5704N,08613E,115
5727N,08828E,140
5738N,09216E,184
5708N,09042E,182
5712N,09453E,147
5740N,09934E,220
5657N,07518E,90
5634N,07638E,90
5623N,07515E,87
5621N,07821E,126
5626N,08558E,174
5632N,08919E,205
5639N,09033E,196
5617N,09030E,272
5655N,09308E,181
5630N,09317E,159
5651N,09513E,188
5622N,09822E,220
5551N,08002E,130
5615N,08400E,114
5559N,08242E,127
5540N,08424E,201
5607N,08600E,259
5604N,08537E,250
5543N,08618E,208
5612N,08745E,134
5607N,08831E,221
5614N,08935E,291
5545N,08819E,212
5606N,09140E,330
5607N,09212E,468
5611N,09237E,296
5600N,09253E,277
5548N,09420E,343
5543N,09344E,377
5612N,09541E,204
5538N,09528E,251
5609N,09918E,265
5557N,09800E,302
5517N,07646E,113
5512N,07558E,112
5522N,07822E,120
5518N,07937E,138
5506N,08058E,139
5502N,08211E,160
5518N,08245E,140
5518N,08336E,215
5502N,08254E,177
5514N,08424E,171
5523N,08604E,262
5500N,08648E,153
5518N,08949E,383
5513N,08739E,494
5523N,09136E,303
5506N,09050E,329
5507N,09320E,477
5515N,09453E,336
5453N,09902E,410
5440N,07506E,111
5443N,07643E,111
5422N,07717E,116
5442N,07840E,112
5440N,08103E,175
5418N,08030E,166
5422N,08157E,135
5418N,08323E,294
5420N,08413E,198
5420N,08600E,225
5445N,08849E,1178
5430N,08956E,468
5420N,08917E,846
5422N,09208E,281
5423N,09330E,473
5413N,09658E,984
5423N,09747E,802
5349N,07632E,114
5321N,07527E,94
5358N,07914E,143
5342N,07804E,113
5337N,07933E,138
5348N,08120E,130
5316N,08046E,123
5349N,08355E,142
5345N,08457E,221
5324N,08236E,170
5324N,08342E,252
5344N,08711E,308
5328N,08555E,270
5320N,08710E,291
5341N,08803E,242
5338N,08834E,304
5317N,08910E,527
5346N,09119E,256
5343N,09022E,525
5345N,09124E,245
5318N,09225E,301
5353N,09240E,284
5343N,09409E,445
5357N,09849E,704
5338N,09813E,918
5358N,07839E,125
5304N,08218E,214
5231N,08246E,174
5241N,08457E,224
5252N,08717E,354
5249N,08827E,416
5248N,08953E,455
5303N,09055E,448
5308N,09428E,765
5253N,09301E,1404
5230N,09949E,1570
5945N,10318E,277
5917N,10610E,352
5915N,10814E,323
5927N,11235E,193
5954N,11735E,162
5902N,12145E,170
5858N,10105E,185
5802N,10244E,402
5816N,10551E,435
5806N,10841E,246
5844N,11114E,220
5851N,11254E,201
5819N,11252E,224
5834N,11600E,422
5903N,11948E,190
5706N,10500E,354
5720N,10704E,271
5746N,10804E,258
5740N,11140E,332
5751N,11412E,278
5748N,11405E,532
5750N,11740E,562
5604N,10150E,489
5612N,10250E,427
5648N,10548E,672
5603N,10550E,338
5617N,10734E,357
5622N,11438E,516
5630N,11540E,474
5655N,11822E,711
5639N,11734E,1000
5600N,11927E,996
5635N,12129E,426
5650N,12452E,859
5523N,10058E,425
5537N,10219E,448
5550N,10414E,331
5529N,10529E,172
5543N,10904E,676
5547N,10933E,475
5509N,10737E,497
5507N,10945E,458
5528N,11338E,1097
5516N,11308E,1089
5548N,11526E,830
5507N,11645E,613
5555N,11732E,754
5526N,12040E,531
5558N,12453E,864
5518N,12310E,522
5511N,12440E,531
5436N,10038E,522
5411N,10005E,527
5425N,10315E,420
5448N,10513E,428
5430N,10708E,650
5421N,10931E,469
5402N,10816E,465
5451N,11109E,563
5419N,11019E,509
5412N,11157E,1302
5437N,11308E,995
5427N,11631E,686
5403N,11501E,738
5426N,11954E,644
5402N,12254E,454
5356N,10203E,458
5320N,10111E,600
5336N,10232E,450
5343N,10320E,429
5310N,10305E,598
5308N,10346E,446
5306N,10649E,464
5358N,10552E,533
5306N,10532E,761
5351N,10836E,460
5425N,10901E,457
5337N,10938E,486
5312N,10720E,462
5316N,10845E,475
5311N,11143E,973
5313N,11246E,923
5355N,11325E,935
5335N,11346E,810
5317N,11247E,1203
5334N,11534E,812
5310N,11550E,596
5304N,11729E,707
5344N,11947E,619
5332N,11843E,582
5306N,11913E,388
5352N,12053E,473
5358N,12156E,524
5328N,12224E,295
5320N,12133E,315
5400N,12358E,400
5328N,12354E,267
5258N,10159E,543
5203N,10104E,2083
5216N,10421E,513
5247N,10338E,445
5249N,10446E,525
5233N,10303E,759
5229N,10351E,450
5234N,10708E,461
5202N,10524E,461
5203N,10639E,469
5259N,10817E,486
5210N,10946E,666
5256N,11029E,1292
5232N,11133E,952
5244N,11316E,929
5207N,11240E,968
5201N,11320E,685
5239N,11510E,646
5233N,11612E,526
5232N,11700E,539
5202N,11631E,479
5242N,11848E,404
5216N,11742E,528
5245N,12002E,370
5141N,10059E,1303
5142N,10227E,889
5141N,10210E,758
5144N,10232E,722
5139N,10340E,471
5144N,10342E,472
5132N,10336E,1442
5110N,10340E,481
5143N,10552E,469
5148N,10726E,510
5134N,10507E,470
5106N,10639E,559
5101N,10750E,733
5119N,10851E,800
5144N,11158E,902
5121N,11030E,808
5133N,11110E,858
5121N,11229E,741
5103N,11146E,817
5151N,11238E,1030
5137N,11420E,616
5129N,11433E,881
5112N,11343E,805
5107N,11433E,678
5151N,11601E,597
5135N,11638E,649
5139N,11734E,715
5135N,11828E,698
5119N,11937E,619
5044N,10250E,1170
5025N,10337E,989
5031N,10450E,733
5038N,10519E,684
5022N,10627E,801
5036N,10735E,643
5022N,10845E,770
4926N,10854E,940
5034N,11012E,885
5009N,11021E,1155
5001N,11111E,1234
4934N,11158E,908
5038N,11335E,811
5017N,11317E,734
5057N,11535E,642
5030N,11449E,679
5023N,11631E,684
4954N,11545E,623
5006N,11640E,705
5055N,11756E,807
5053N,11835E,694
5024N,11907E,517
4950N,11823E,550
5837N,12522E,682
5857N,12618E,283
5939N,12710E,278
5840N,12830E,130
5940N,13305E,179
5911N,13509E,212
5946N,13743E,381
5839N,13713E,457
5958N,14445E,121
5848N,14140E,4
5922N,14312E,6
5948N,14850E,19
5911N,14620E,17
5746N,13054E,266
5617N,13108E,858
5740N,13609E,305
5639N,13621E,496
5627N,13809E,9
5450N,13732E,17
5502N,12648E,453
5529N,13420E,318
5443N,12856E,357
5420N,12738E,272
5444N,13027E,464
5443N,13519E,5
5407N,13542E,182
5327N,12549E,372
5306N,12621E,314
5345N,12714E,232
5358N,12904E,416
5331N,13255E,442
5304N,13256E,543
5343N,13309E,280
5308N,13358E,682
5351N,13652E,52
5303N,13602E,154
5417N,13947E,9
5334N,13939E,128
5309N,14042E,68
5247N,12600E,212
5300N,12839E,330
5216N,12713E,326
5235N,12904E,245
5221N,12955E,207
5248N,13143E,358
5235N,13108E,295
5225N,13630E,73
5217N,13548E,201
5242N,13732E,50
5254N,13852E,15
5252N,14000E,25
5231N,14112E,14
5210N,13904E,220
5223N,14028E,31
5154N,12635E,159
5159N,12739E,276
5138N,12849E,163
5127N,12807E,197
5121N,13023E,260
5110N,13257E,366
5138N,13318E,382
5216N,13359E,898
5143N,13554E,131
5125N,13505E,269
5116N,13635E,92
5108N,13725E,35
5143N,14019E,20
5121N,13906E,63
5129N,14047E,35
5015N,12730E,137
5047N,12718E,145
5055N,12828E,178
5047N,12920E,231
5007N,12928E,242
5049N,13210E,273
5026N,13101E,231
5004N,13208E,349
5001N,13335E,533
5016N,13655E,24
5036N,13702E,19
5056N,13812E,60
5020N,13828E,193
5044N,14026E,5
4937N,12839E,117
4925N,13005E,135
4901N,13228E,154
4924N,13314E,198
4956N,13438E,266
4933N,13444E,226
4917N,13511E,71
4927N,13634E,29
4952N,13646E,64
4901N,13845E,894
4940N,14007E,58
4900N,13105E,257
4900N,13143E,228
4744N,13058E,74
4756N,13238E,56
4842N,13253E,76
4837N,13350E,53
4849N,13553E,41
4831N,13510E,72
4832N,13514E,72
4836N,13703E,403
4839N,13859E,382
4858N,14018E,22
4733N,13449E,84
4759N,13505E,85
4753N,13504E,67
4746N,13538E,102
4740N,13611E,180
4741N,13729E,488
4758N,13932E,3
4736N,13824E,160
4719N,13859E,26
4648N,13416E,62
4632N,13519E,130
4641N,13616E,244
4632N,13820E,4
4604N,13753E,10
4552N,13344E,107
4506N,13330E,95
4525N,13416E,139
4516N,13530E,335
4502N,13640E,68
4513N,13159E,82
4424N,13123E,211
4402N,13119E,109
4443N,13204E,75
4426N,13204E,128
4436N,13249E,96
4448N,13305E,99
4425N,13329E,154
4409N,13352E,258
4445N,13428E,170
4442N,13442E,299
4415N,13528E,50
4422N,13551E,34
4307N,13154E,184
4352N,13143E,61
4333N,13153E,22
4239N,13048E,36
4248N,13252E,121
4322N,13210E,46
4316N,13203E,82
4358N,13304E,190
4309N,13301E,202
4254N,13354E,34
4335N,13410E,503
4326N,13446E,25
5315N,14155E,4
5334N,14256E,8
5334N,14245E,4
5213N,14138E,7
5222N,14311E,6
5136N,14154E,14
5155N,14308E,34
5108N,14240E,65
5106N,14333E,15
5054N,14210E,31
5003N,14210E,4
5044N,14243E,95
5024N,14346E,8
5014N,14235E,175
4905N,14204E,53
4913N,14306E,4
4839N,14440E,33
4839N,14251E,38
4759N,14212E,19
4703N,14203E,44
4720N,14248E,42
4637N,14157E,6
4655N,14244E,31
4638N,14251E,34
4613N,14327E,21
4401N,14552E,40
4345N,14640E,65
4516N,14758E,38
4612N,15030E,70
4651N,15152E,26
4803N,15315E,68
5052N,15640E,48
5041N,15608E,23
5000N,15523E,16
5830N,15910E,7
5704N,15650E,8
5919N,16050E,28
5613N,16228E,27
5535N,15535E,4
5507N,15904E,100
5405N,15957E,26
5436N,16110E,15
5258N,15845E,24
5256N,15634E,27
5240N,15614E,6
5259N,15839E,24
5129N,15629E,29
5147N,15802E,18
5512N,16559E,6
5207N,02341E,144
5207N,02608E,144
5213N,02753E,138
5202N,02911E,173
5215N,02950E,140
5227N,03100E,127
5211N,03235E,160
5203N,03357E,189
5140N,02516E,152
5121N,02637E,153
5129N,03117E,137
5134N,03158E,143
5141N,03355E,180
5113N,02441E,176
5050N,02419E,193
5045N,02520E,196
5119N,02847E,171
5057N,02839E,189
5042N,02935E,132
5117N,03014E,127
5057N,03053E,104
5103N,03154E,126
5114N,03312E,149
5046N,03327E,169
5109N,03420E,156
5053N,03447E,174
5015N,02338E,249
5006N,02421E,228
5006N,02509E,227
5035N,02608E,234
5036N,02737E,218
5010N,02703E,278
5016N,02838E,227
5005N,02955E,209
5024N,03027E,168
5020N,03058E,119
5013N,03148E,128
5035N,03223E,132
5022N,03316E,127
5022N,03359E,156
5001N,03300E,156
5035N,03429E,142
4948N,02309E,216
4956N,02323E,229
4949N,02357E,325
4921N,02333E,276
4926N,02457E,301
4934N,02536E,324
4958N,02615E,282
4924N,02659E,351
4950N,02853E,238
4947N,03011E,179
4940N,03100E,155
4941N,03202E,97
4926N,03204E,107
4937N,03316E,91
4936N,03433E,159
4915N,02351E,306
4854N,02228E,195
4902N,02331E,549
4844N,02228E,198
4901N,02422E,285
4854N,02442E,276
4901N,02547E,279
4840N,02635E,228
4851N,02716E,277
4914N,02828E,298
4915N,02914E,299
4848N,02924E,211
4915N,03006E,224
4905N,03053E,125
4846N,03014E,216
4908N,03142E,168
4904N,03240E,124
4843N,03240E,181
4903N,03315E,84
4902N,03326E,80
4909N,03412E,118
4838N,02216E,118
4816N,02422E,731
4832N,02502E,298
4752N,02513E,762
4822N,02554E,246
4827N,02747E,79
4822N,02706E,238
4809N,02818E,173
4803N,02842E,154
4803N,03051E,103
4815N,03125E,211
4829N,03215E,172
4803N,03212E,143
4826N,03354E,119
4744N,02755E,104
4720N,02800E,207
4742N,02908E,199
4751N,03016E,182
4734N,03120E,33
4725N,03228E,84
4302N,03313E,125
4735N,03424E,56
4701N,02852E,180
4701N,03045E,73
4651N,03005E,152
4626N,03046E,35
4658N,03158E,52
4719N,03317E,56
4648N,03331E,25
4651N,03424E,54
4628N,02815E,34
4618N,02840E,136
4554N,02811E,39
4522N,02852E,30
4650N,02937E,43
4601N,02940E,14
4640N,03237E,48
4612N,03218E,5
4610N,03449E,15
4627N,03353E,28
4603N,03327E,12
4527N,03336E,15
4531N,03242E,6
4511N,03322E,3
4543N,03424E,8
4539N,03412E,37
4450N,03357E,170
4441N,03408E,181
4441N,03425E,5
4521N,03457E,18
4527N,03444E,20
4503N,03436E,183
4510N,03523E,37
4502N,03523E,26
4528N,03552E,101
4524N,03625E,49
4430N,03410E,72
4441N,03334E,85
4428N,03404E,1180
5219N,03618E,251
5146N,03610E,247
5150N,04129E,148
5215N,04347E,211
5217N,04524E,198
5152N,04502E,185
5220N,04622E,292
5230N,04805E,89
5200N,04848E,43
5113N,03617E,196
5118N,03753E,218
5142N,03910E,154
5142N,03913E,149
5103N,04042E,194
5122N,04205E,106
5133N,04309E,154
5138N,04527E,190
5134N,04602E,156
5120N,04821E,106
5112N,04945E,88
5048N,03547E,222
5045N,03752E,127
5035N,03635E,122
5100N,03930E,118
5129N,04025E,159
5048N,04200E,110
5025N,04103E,93
5057N,04345E,120
5032N,04241E,96
5050N,04434E,122
5022N,04407E,102
5057N,04658E,49
4952N,03608E,152
5010N,03532E,203
4951N,03514E,178
5010N,03721E,214
4939N,03739E,83
5013N,03806E,112
4956N,04034E,83
4948N,04109E,72
4948N,04340E,119
4934N,04245E,200
5005N,04525E,120
5003N,04653E,36
4946N,04745E,18
5009N,04833E,25
4940N,04929E,10
4923N,03527E,161
4849N,03510E,132
4854N,03619E,177
4911N,03718E,79
4925N,03810E,91
4917N,03855E,64
4923N,04009E,188
4913N,03935E,65
4856N,04023E,153
4913N,04150E,91
4908N,04651E,11
4832N,03550E,91
4822N,03505E,142
4808N,03614E,176
4836N,03759E,125
4836N,03633E,125
4804N,03746E,226
4836N,03916E,62
4821N,03826E,334
4820N,04017E,57
4805N,03930E,303
4821N,04152E,90
4822N,04306E,77
4841N,04421E,145
4804N,04607E,6
4813N,04644E,35
4846N,04726E,4
4748N,03515E,86
4740N,03615E,135
4716N,03520E,87
4720N,03620E,222
4737N,03729E,266
4748N,03830E,172
4734N,03853E,43
4742N,04016E,125
4735N,04106E,52
4744N,04215E,104
4738N,04309E,49
4756N,04442E,7
4725N,04715E,-16
4754N,04848E,10
4650N,03522E,39
4641N,03551E,25
4704N,03730E,70
4637N,03748E,2
4712N,03857E,15
4707N,03925E,4
4644N,03816E,3
4715N,03949E,77
4634N,03938E,14
4709N,04229E,70
4633N,04103E,112
4642N,04144E,25
4707N,04353E,73
4634N,04340E,108
4707N,04618E,2
4655N,04756E,-17
4638N,04908E,-22
4625N,03757E,16
4602N,03809E,5
4604N,03858E,17
4551N,04005E,79
4604N,04158E,86
4555N,04321E,77
4622N,04420E,150
4611N,04521E,-7
4616N,04802E,18
4548N,04713E,-18
4519N,03723E,2
4514N,03645E,5
4538N,03856E,23
4517N,03807E,9
4502N,03909E,33
4526N,04034E,80
4503N,04201E,467
4521N,04251E,134
4506N,04326E,158
4524N,04412E,75
4520N,04602E,-3
4526N,04633E,-18
4523N,04721E,-23
4524N,04748E,-25
5223N,05029E,64
5152N,05020E,70
5226N,05308E,101
5205N,05338E,136
5213N,05724E,523
5152N,05811E,339
5226N,06021E,310
5218N,06119E,279
5228N,06440E,110
5153N,06620E,222
5149N,06822E,308
5200N,07057E,384
5115N,05124E,36
5102N,05406E,105
5147N,05513E,109
5125N,05625E,131
5101N,05538E,144
5105N,06242E,230
5136N,06734E,272
5137N,06948E,312
5108N,07122E,348
5138N,07310E,397
5015N,05234E,33
5045N,05632E,178
5018N,05714E,227
5012N,05110E,16
5008N,05542E,142
4957N,06008E,229
4959N,06129E,221
4938N,06330E,136
5008N,06514E,142
5013N,06650E,343
4945N,06609E,229
4953N,06931E,350
4957N,07135E,422
4948N,07308E,555
4913N,05018E,7
4903N,05152E,4
4904N,05441E,103
4909N,05707E,236
4915N,05933E,260
4914N,05740E,234
4850N,06206E,82
4849N,06437E,122
4853N,06805E,506
4857N,07251E,656
4827N,05255E,0
4812N,05456E,73
4844N,05602E,186
4813N,05707E,151
4838N,05830E,397
4828N,05835E,404
4837N,06116E,114
4815N,06200E,74
4818N,06939E,361
4842N,07138E,488
4740N,05135E,-15
4751N,05937E,176
4750N,06645E,508
4748N,06743E,345
4751N,07205E,810
4731N,07054E,471
4727N,07449E,620
4701N,05151E,-15
4645N,05010E,-24
4648N,05355E,18
4702N,05508E,45
4643N,05910E,114
4705N,06113E,79
4647N,06140E,56
4643N,06230E,80
4653N,06440E,79
4635N,06837E,276
4712N,07321E,581
4654N,07500E,352
4614N,05429E,-16
4546N,06207E,68
4600N,07000E,325
4602N,07332E,344
4501N,05002E,-22
4524N,05607E,82
4515N,05505E,74
4541N,05955E,80
4531N,06405E,101
4515N,06704E,138
4506N,07358E,349
5142N,07522E,234
5217N,07657E,123
5221N,07820E,149
5129N,07746E,144
5230N,08012E,168
5215N,07908E,143
5201N,08022E,208
5213N,08215E,196
5130N,08113E,215
5140N,08244E,240
5109N,08212E,356
5140N,08419E,411
5158N,08457E,260
5201N,08554E,331
5126N,08600E,420
5216N,08710E,322
5148N,08716E,400
5057N,09018E,983
5207N,09217E,581
5117N,09140E,836
5237N,09434E,1043
5216N,09300E,665
5209N,09355E,862
5142N,09427E,629
5228N,09622E,920
5130N,09540E,706
5048N,07542E,504
5052N,07821E,148
5021N,08015E,196
5038N,08155E,320
5020N,08333E,809
5057N,08455E,1037
5044N,08609E,832
5038N,08756E,1937
5000N,08840E,1758
5023N,09026E,1850
5017N,09510E,1101
5036N,09731E,1310
4923N,07531E,812
4912N,07722E,842
4935N,08103E,334
4913N,08113E,455
4958N,08238E,292
4912N,08431E,401
4911N,08537E,1081
4944N,08633E,1800
4958N,08642E,2050
4818N,07458E,780
4816N,07719E,699
4810N,07825E,643
4900N,07920E,618
4845N,08222E,511
4833N,08341E,427
4705N,07943E,422
4758N,08027E,655
4707N,08137E,501
4748N,08250E,548
4728N,08455E,603
4633N,07652E,340
4610N,08056E,397
4639N,08245E,441
4538N,07507E,353
4527N,07820E,564
4551N,07843E,412
4500N,07823E,602
4525N,07954E,1113
4551N,08211E,362
4518N,08229E,394
4408N,07551E,499
4450N,07616E,395
4401N,07708E,710
4410N,08004E,640
4332N,07515E,742
4314N,07656E,847
4336N,07619E,685
4310N,07603E,992
4319N,07929E,1273
4250N,07517E,818
4213N,07544E,1812
4228N,07611E,1660
4239N,07706E,1645
4212N,07812E,1719
4148N,07546E,3040
4126N,07600E,2041
4155N,07814E,3614
4219N,07754E,1700
4129N,07724E,3080
4149N,07844E,3540
4454N,03718E,6
4434N,03805E,4
4422N,03832E,3
4420N,03843E,25
4445N,03954E,132
4438N,03906E,67
4417N,03916E,324
4406N,03904E,41
4437N,04005E,213
4459N,04107E,160
4438N,04158E,333
4414N,04203E,563
4403N,04302E,576
4413N,04306E,314
4409N,04328E,293
4448N,04410E,136
4410N,04552E,19
4424N,04633E,-20
4428N,04729E,-23
4335N,03946E,57
4347N,04154E,862
4344N,04440E,132
4352N,04646E,-5
4336N,04647E,-3
4327N,03954E,16
4325N,04015E,1629
4315N,04016E,7
4312N,04021E,4
4306N,04038E,11
4300N,04102E,37
4327N,04144E,1327
4307N,04144E,952
4303N,04243E,1441
4330N,04337E,441
4303N,04439E,670
4321N,04541E,162
4321N,04607E,75
4310N,04631E,127
4252N,04108E,13
4242N,04128E,5
4251N,04141E,266
4238N,04142E,63
4230N,04153E,117
4244N,04229E,1610
4247N,04245E,1158
4239N,04242E,474
4231N,04309E,544
4235N,04327E,789
4242N,04358E,1730
4242N,04431E,5033
4240N,04613E,984
4209N,04140E,3
4217N,04202E,40
4211N,04222E,26
4218N,04225E,114
4205N,04200E,20
