Latitude,Longitude,Distance
69.34,17.98,0.407824
69.34,18.02,0.02345
69.34,18.1,0.396305
69.34,18.5,0.146584
69.34,18.54,0.340099
69.34,18.74,0.474261
69.34,18.78,0.299724
69.34,19.3,0.105658
69.34,19.38,0.0451607
69.34,19.98,0.375844
69.34,20.06,0.292258
69.34,32.9,0.0966037
69.34,32.94,0.288202
69.34,33.98,0.0427229
69.34,34.34,0.476355
69.34,34.38,0.496007
69.34,48.46,0.106803
69.34,49.86,0.452403
69.34,58.74,0.265913
69.34,58.78,0.252981
69.34,58.82,0.359729
69.34,64.78,0.115948
69.34,72.58,0.0168397
69.34,73.86,0.486779
69.34,161.06,0.00241869
69.34,161.1,0.284084
69.34,161.14,0.210617
69.34,168.26,0.300819
69.34,170.86,0.288641
69.34,179.02,0.271137
69.3,-163.26,0.226685
69.3,-138.66,0.234358
69.3,-135.86,0.251478
69.3,-135.74,0.0112322
69.3,-135.66,0.230047
69.3,-135.62,0.109103
69.3,-135.34,0.0760424
69.3,-135.3,0.0359202
69.3,-135.26,0.095481
69.3,-134.06,0.187029
69.3,-134.02,0.154471
69.3,-133.94,0.471654
69.3,-119.42,0.328834
69.3,-119.38,0.224217
69.3,-119.34,0.27809
69.3,-119.3,0.330922
69.3,-119.26,0.382736
69.3,-119.22,0.108552
69.3,-119.18,0.425697
69.3,-115.94,0.0212122
69.3,-106.94,0.122936
69.3,-106.26,0.123223
69.3,-103.02,0.0219465
69.3,-102.94,0.204766
69.3,-102.02,0.488163
69.3,-99.5,0.120182
69.3,-98.62,0.257018
69.3,-98.58,0.331721
69.3,-98.5,0.035435
69.3,-96.18,0.22684
69.3,-95.74,0.0618809
69.3,-95.7,0.0989015
69.3,-95.66,0.481133
69.3,-95.62,0.313211
69.3,-95.58,0.388646
69.3,-91.26,0.0724313
69.3,-91.18,0.259544
69.3,-91.1,0.121008
69.3,-91.02,0.165448
69.3,-90.82,0.273874
69.3,-90.78,0.0474458
69.3,-90.74,0.0231859
69.3,-90.54,0.207631
69.3,-90.5,0.111336
69.3,-90.42,0.30914
69.3,-90.38,0.336288
69.3,-90.22,0.148803
69.3,-90.18,0.183259
69.3,-82.14,0.129598
69.3,-78.7,0.425624
69.3,-78.22,0.1454
69.3,-77.34,0.210713
69.3,-76.74,0.415852
69.3,-75.74,0.446615
69.3,-69.22,0.115185
69.3,-69.18,0.327693
69.3,-68.66,0.142217
69.3,-68.62,0.42421
69.3,-68.42,0.00756474
69.3,-68.38,0.259448
69.3,-68.34,0.164151
69.3,-68.14,0.251156
69.3,-66.74,0.38897
69.3,-53.9,0.479299
69.3,-53.3,0.330951
69.3,-51.02,0.0870278
69.3,-50.94,0.311108
69.3,-50.58,0.21909
69.3,-50.46,0.42679
69.3,-24.74,0.187415
69.3,16.02,0.405555
69.3,16.14,0.461585
69.3,16.94,0.266945
69.3,16.98,0.122297
69.3,17.02,0.368233
69.3,17.9,0.0558321
69.3,17.98,0.178996
69.3,18.5,0.0519588
69.3,18.54,0.459157
69.3,18.62,0.0117793
69.3,18.66,0.135495
69.3,18.86,0.469418
69.3,18.9,0.0280845
69.3,18.98,0.0510127
69.3,19.34,0.102911
69.3,19.94,0.188595
69.3,19.98,0.296353
69.3,32.82,0.431739
69.3,32.86,0.122841
69.3,32.9,0.0299683
69.3,33.38,0.153483
69.3,33.42,0.229125
69.3,33.58,0.0301337
69.3,33.62,0.277815
69.3,33.66,0.15831
69.3,33.7,0.161242
69.3,33.78,0.477068
69.3,33.82,0.258889
69.3,33.86,0.284088
69.3,33.9,0.0247075
69.3,34.06,0.218134
69.3,34.1,0.0744039
69.3,34.14,0.122463
69.3,34.18,0.169493
69.3,34.22,0.215493
69.3,34.26,0.260459
69.3,34.3,0.3044
69.3,34.34,0.039499
69.3,48.38,0.170212
69.3,50.02,0.196895
69.3,58.82,0.449963
69.3,58.86,0.368854
69.3,59.06,0.0197254
69.3,60.58,0.122243
69.3,68.02,0.177598
69.3,73.86,0.432003
69.3,161.06,0.230113
69.3,161.1,0.110718
69.3,161.14,0.212625
69.3,161.18,0.256739
69.3,168.26,0.113145
69.3,170.9,0.0465573
69.3,179.18,0.0989711
69.26,-163.34,0.472142
69.26,-138.62,0.0806
69.26,-138.42,0.00778982
69.26,-138.34,0.428366
69.26,-135.86,0.333047
69.26,-135.58,0.266142
69.26,-135.18,0.178692
69.26,-134.18,0.44507
69.26,-134.1,0.376803
69.26,-134.06,0.1015
69.26,-134.02,0.228344
69.26,-118.9,0.000997038
69.26,-115.5,0.397249
69.26,-115.46,0.0351798
69.26,-115.42,0.297106
69.26,-115.22,0.268153
69.26,-115.06,0.274503
69.26,-114.86,0.418148
69.26,-114.22,0.150113
69.26,-114.18,0.306322
69.26,-114.02,0.48595
69.26,-113.98,0.236759
69.26,-113.94,0.0114599
69.26,-106.3,0.107531
69.26,-103.02,0.269342
69.26,-102.98,0.247247
69.26,-102.22,0.330752
69.26,-102.06,0.485833
69.26,-101.98,0.095332
69.26,-101.94,0.0232749
69.26,-101.9,0.0881799
69.26,-99.26,0.246804
69.26,-99.22,0.0712087
69.26,-98.66,0.0537245
69.26,-95.74,0.0385752
69.26,-93.86,0.1814
69.26,-93.82,0.328569
69.26,-93.62,0.329076
69.26,-91.06,0.101601
69.26,-91.02,0.445521
69.26,-90.94,0.355892
69.26,-90.9,0.160917
69.26,-90.7,0.444599
69.26,-90.66,0.284836
69.26,-90.62,0.415739
69.26,-90.46,0.294056
69.26,-90.34,0.136873
69.26,-90.3,0.293692
69.26,-90.26,0.383535
69.26,-90.14,0.245596
69.26,-89.22,0.0668481
69.26,-89.06,0.436461
69.26,-89.02,0.442435
69.26,-85.46,0.210328
69.26,-85.42,0.0710825
69.26,-82.26,0.0254846
69.26,-82.02,0.34553
69.26,-81.82,0.329048
69.26,-81.78,0.0560295
69.26,-81.74,0.199739
69.26,-81.66,0.0768404
69.26,-78.78,0.387371
69.26,-78.26,0.282249
69.26,-69.26,0.118308
69.26,-68.18,0.334509
69.26,-67.98,0.0981603
69.26,-53.86,0.359445
69.26,-53.82,0.1295
69.26,-53.78,0.117981
69.26,-53.74,0.105431
69.26,-53.7,0.091849
69.26,-53.66,0.0772349
69.26,-53.62,0.0615891
69.26,-53.58,0.0449133
69.26,-53.46,0.213088
69.26,-51.06,0.0430439
69.26,-50.58,0.0371141
69.26,-50.46,0.37609
69.26,-50.18,0.253408
69.26,-25.22,0.0532977
69.26,-24.94,0.337981
69.26,-24.9,0.300997
69.26,-24.82,0.258439
69.26,-24.66,0.14137
69.26,-24.62,0.367505
69.26,15.9,0.41144
69.26,16.18,0.17072
69.26,16.78,0.455003
69.26,17.06,0.141248
69.26,17.1,0.0318068
69.26,17.94,0.424427
69.26,18.5,0.250539
69.26,18.7,0.00311128
69.26,19.26,0.0889767
69.26,19.42,0.268556
69.26,33.26,0.416598
69.26,33.3,0.0816907
69.26,33.46,0.487343
69.26,33.54,0.113926
69.26,33.58,0.289107
69.26,33.86,0.154413
69.26,34.42,0.352885
69.26,34.46,0.181699
69.26,34.5,0.00948661
69.26,34.54,0.163751
69.26,34.58,0.338014
69.26,34.66,0.410925
69.26,48.34,0.284844
69.26,50.14,0.202128
69.26,59.06,0.254238
69.26,59.18,0.434504
69.26,60.62,0.393959
69.26,64.78,0.0545125
69.26,64.82,0.118668
69.26,64.9,0.416519
69.26,64.94,0.0887574
69.26,64.98,0.184199
69.26,65.02,0.456211
69.26,65.1,0.468616
69.26,68.06,0.343835
69.26,72.58,0.121961
69.26,73.82,0.196775
69.26,161.1,0.149584
69.26,161.14,0.11934
69.26,161.22,0.197882
69.26,170.94,0.403109
69.26,179.3,0.402095
69.22,-138.5,0.221918
69.22,-138.3,0.104801
69.22,-135.98,0.351786
69.22,-135.86,0.267668
69.22,-135.58,0.317033
69.22,-118.66,0.0952977
69.22,-113.74,0.336481
69.22,-113.7,0.076689
69.22,-103.14,0.161062
69.22,-103.02,0.221804
69.22,-102.22,0.309442
69.22,-102.14,0.0505691
69.22,-101.82,0.277077
69.22,-101.66,0.323263
69.22,-101.58,0.351043
69.22,-101.54,0.129354
69.22,-101.5,0.331337
69.22,-94.26,0.275136
69.22,-93.86,0.0591259
69.22,-93.82,0.393942
69.22,-93.78,0.393625
69.22,-93.7,0.0141911
69.22,-90.98,0.198024
69.22,-90.9,0.463795
69.22,-90.82,0.10068
69.22,-90.78,0.161217
69.22,-90.62,0.122995
69.22,-90.54,0.398483
69.22,-90.46,0.400442
69.22,-90.18,0.272453
69.22,-89.38,0.203889
69.22,-88.94,0.0760162
69.22,-85.38,0.0358538
69.22,-85.34,0.0937129
69.22,-81.54,0.151921
69.22,-78.82,0.289909
69.22,-78.46,0.200305
69.22,-78.42,0.0719239
69.22,-78.34,0.282438
69.22,-77.34,0.195395
69.22,-75.58,0.121853
69.22,-68.98,0.457004
69.22,-68.86,0.217301
69.22,-68.82,0.147921
69.22,-68.78,0.357228
69.22,-68.74,0.0696608
69.22,-68.7,0.495555
69.22,-68.38,0.340533
69.22,-68.34,0.0215988
69.22,-68.3,0.384667
69.22,-68.1,0.173345
69.22,-67.82,0.0821474
69.22,-51.14,0.343353
69.22,-50.74,0.145241
69.22,-50.7,0.224615
69.22,-50.62,0.169751
69.22,-50.58,0.465883
69.22,-50.46,0.315276
69.22,-50.22,0.436505
69.22,-50.14,0.464491
69.22,-50.1,0.0419727
69.22,-50.06,0.16679
69.22,-50.02,0.29265
69.22,-25.26,0.394527
69.22,-25.22,0.207827
69.22,-25.18,0.02011
69.22,-25.14,0.168642
69.22,-25.1,0.358411
69.22,15.86,0.0028894
69.22,16.1,0.448298
69.22,16.9,0.0609007
69.22,17.9,0.0194241
69.22,19.5,0.0897983
69.22,19.54,0.219062
69.22,33.26,0.290762
69.22,33.3,0.0469099
69.22,33.34,0.109672
69.22,33.38,0.171402
69.22,33.42,0.252695
69.22,33.46,0.412027
69.22,34.78,0.36516
69.22,34.82,0.0205915
69.22,34.86,0.44896
69.22,34.98,0.244002
69.22,35.26,0.411002
69.22,35.38,0.141513
69.22,35.42,0.163866
69.22,35.46,0.185188
69.22,35.5,0.205477
69.22,35.54,0.126314
69.22,50.22,0.204122
69.22,59.18,0.291514
69.22,59.26,0.301552
69.22,64.74,0.00896689
69.22,65.18,0.0955064
69.22,75.42,0.311102
69.22,76.1,0.239291
69.22,161.06,0.260286
69.22,161.1,0.461432
69.22,161.14,0.495734
69.22,168.34,0.0254722
69.22,168.38,0.407324
69.22,170.94,0.407987
69.22,179.42,0.221778
69.18,-163.46,0.367438
69.18,-136.26,0.259599
69.18,-136.22,0.433326
69.18,-136.06,0.408568
69.18,-135.98,0.272313
69.18,-135.78,0.19741
69.18,-118.58,0.339572
69.18,-113.7,0.265739
69.18,-113.54,0.402873
69.18,-113.5,0.438808
69.18,-113.46,0.0672521
69.18,-107.06,0.0297538
69.18,-106.38,0.094886
69.18,-106.34,0.38489
69.18,-106.3,0.308871
69.18,-105.86,0.20506
69.18,-105.78,0.391252
69.18,-105.74,0.265517
69.18,-105.7,0.0916151
69.18,-103.22,0.389285
69.18,-102.06,0.461357
69.18,-101.74,0.110395
69.18,-101.5,0.311985
69.18,-98.86,0.2068
69.18,-98.74,0.0233927
69.18,-96.18,0.480445
69.18,-95.98,0.353067
69.18,-94.3,0.408883
69.18,-93.78,0.288767
69.18,-90.82,0.264211
69.18,-90.78,0.236865
69.18,-90.74,0.327765
69.18,-90.7,0.475533
69.18,-90.66,0.12443
69.18,-90.42,0.290667
69.18,-90.18,0.359805
69.18,-90.14,0.0325605
69.18,-90.1,0.00270809
69.18,-89.42,0.0771545
69.18,-88.9,0.361233
69.18,-85.3,0.329482
69.18,-85.26,0.480735
69.18,-85.18,0.483311
69.18,-81.3,0.361703
69.18,-78.46,0.157239
69.18,-77.3,0.115898
69.18,-76.9,0.113908
69.18,-75.62,0.085714
69.18,-75.58,0.393273
69.18,-68.46,0.441721
69.18,-68.42,0.100818
69.18,-68.38,0.45177
69.18,-67.66,0.289448
69.18,-67.42,0.0479977
69.18,-67.3,0.0971597
69.18,-67.22,0.000301687
69.18,-67.02,0.0117492
69.18,-66.7,0.117075
69.18,-50.86,0.0520431
69.18,-49.98,0.276475
69.18,15.82,0.392022
69.18,16.1,0.0330044
69.18,17.06,0.397695
69.18,17.1,0.222307
69.18,17.14,0.482924
69.18,17.42,0.168679
69.18,17.5,0.233354
69.18,17.94,0.446065
69.18,17.98,0.189674
69.18,18.06,0.388552
69.18,33.38,0.269815
69.18,33.5,0.430184
69.18,33.58,0.418075
69.18,33.62,0.250528
69.18,34.94,0.24575
69.18,35.14,0.109601
69.18,35.18,0.37784
69.18,35.78,0.289264
69.18,35.82,0.0106571
69.18,35.86,0.307522
69.18,48.3,0.266824
69.18,59.18,0.496549
69.18,64.74,0.0261128
69.18,64.78,0.18608
69.18,65.34,0.40036
69.18,65.38,0.394513
69.18,68.14,0.213681
69.18,72.5,0.377629
69.18,73.78,0.0817764
69.18,75.26,0.000262487
69.18,168.82,0.281919
69.18,170.9,0.052852
69.18,179.5,0.330321
69.14,-163.54,0.105712
69.14,-138.14,0.21548
69.14,-136.26,0.0244871
69.14,-136.22,0.10055
69.14,-136.18,0.147738
69.14,-136.14,0.0517271
69.14,-136.1,0.353875
69.14,-136.02,0.387481
69.14,-135.98,0.466505
69.14,-135.7,0.115208
69.14,-135.66,0.298494
69.14,-118.46,0.458376
69.14,-113.62,0.181717
69.14,-107.14,0.252478
69.14,-106.14,0.250055
69.14,-105.94,0.229656
69.14,-105.5,0.208591
69.14,-101.74,0.495378
69.14,-101.62,0.419575
69.14,-101.5,0.0497397
69.14,-100.14,0.335025
69.14,-100.1,0.166187
69.14,-99.42,0.32324
69.14,-99.38,0.283076
69.14,-99.22,0.156028
69.14,-99.18,0.383374
69.14,-99.14,0.322497
69.14,-99.06,0.462445
69.14,-99.02,0.0604227
69.14,-96.18,0.484791
69.14,-96.1,0.0588292
69.14,-95.9,0.413622
69.14,-94.26,0.132138
69.14,-94.1,0.412547
69.14,-94.06,0.168259
69.14,-94.02,0.0652891
69.14,-90.82,0.0519356
69.14,-90.7,0.0604901
69.14,-90.66,0.474006
69.14,-90.26,0.412217
69.14,-90.18,0.290886
69.14,-90.14,0.0921054
69.14,-89.46,0.364083
69.14,-85.26,0.142731
69.14,-85.1,0.0575937
69.14,-85.02,0.410396
69.14,-84.98,0.479102
69.14,-78.86,0.48593
69.14,-78.54,0.179547
69.14,-77.22,0.325154
69.14,-77.18,0.310152
69.14,-77.06,0.37778
69.14,-77.02,0.244414
69.14,-76.94,0.155113
69.14,-76.9,0.253009
69.14,-76.86,0.269759
69.14,-68.82,0.207226
69.14,-68.78,0.167549
69.14,-68.58,0.331269
69.14,-68.14,0.363481
69.14,-67.94,0.38095
69.14,-67.9,0.221051
69.14,-66.78,0.175039
69.14,-51.1,0.495971
69.14,-50.34,0.464897
69.14,-50.3,0.390116
69.14,-50.26,0.266068
69.14,-25.34,0.422505
69.14,-25.3,0.159953
69.14,-25.26,0.101563
69.14,-25.14,0.311561
69.14,-25.1,0.465134
69.14,15.7,0.16254
69.14,16.06,0.0656136
69.14,16.94,0.0552789
69.14,17.02,0.0340685
69.14,17.06,0.0873859
69.14,17.34,0.337691
69.14,17.42,0.343767
69.14,17.9,0.233485
69.14,17.94,0.487431
69.14,18.1,0.243002
69.14,18.14,0.319482
69.14,18.18,0.103583
69.14,33.42,0.373251
69.14,33.5,0.28751
69.14,33.58,0.150301
69.14,35.14,0.348862
69.14,35.78,0.254137
69.14,35.98,0.0695706
69.14,48.26,0.234814
69.14,50.3,0.0429926
69.14,59.22,0.199578
69.14,59.26,0.293551
69.14,60.66,0.382016
69.14,60.78,0.310934
69.14,65.54,0.0636942
69.14,65.66,0.0950238
69.14,65.7,0.440145
69.14,73.78,0.211382
69.14,75.14,0.293526
69.14,76.38,0.184967
69.14,168.98,0.0161144
69.14,170.98,0.103465
69.14,179.62,0.327891
69.1,-163.66,0.413565
69.1,-137.98,0.1247
69.1,-136.14,0.242106
69.1,-135.94,0.365649
69.1,-118.34,0.211083
69.1,-118.3,0.370128
69.1,-113.7,0.0816486
69.1,-113.66,0.0991206
69.1,-107.18,0.161693
69.1,-105.98,0.00963375
69.1,-105.9,0.275953
69.1,-105.46,0.343148
69.1,-105.38,0.220681
69.1,-105.34,0.350157
69.1,-105.3,0.135836
69.1,-105.14,0.358137
69.1,-105.1,0.203155
69.1,-105.06,0.140864
69.1,-105.02,0.0495904
69.1,-103.18,0.447591
69.1,-101.62,0.0465905
69.1,-101.58,0.137538
69.1,-101.54,0.268504
69.1,-100.02,0.314267
69.1,-99.9,0.24388
69.1,-99.86,0.494305
69.1,-99.46,0.467965
69.1,-95.9,0.221882
69.1,-94.14,0.124487
69.1,-90.7,0.197882
69.1,-90.3,0.35192
69.1,-90.26,0.0017226
69.1,-90.1,0.0396981
69.1,-90.06,0.0530771
69.1,-89.94,0.429897
69.1,-89.9,0.360738
69.1,-88.78,0.179009
69.1,-85.34,0.24455
69.1,-85.3,0.178971
69.1,-85.22,0.160909
69.1,-84.94,0.133264
69.1,-81.3,0.321727
69.1,-81.26,0.0930698
69.1,-79.18,0.174305
69.1,-79.14,0.244562
69.1,-79.06,0.490005
69.1,-78.54,0.0672628
69.1,-75.66,0.287029
69.1,-69.06,0.160089
69.1,-68.86,0.353603
69.1,-68.02,0.37509
69.1,-51.1,0.394592
69.1,-50.66,0.27865
69.1,-50.5,0.0935965
69.1,-25.66,0.251185
69.1,-25.58,0.201688
69.1,-25.18,0.444734
69.1,-25.14,0.277832
69.1,15.98,0.284548
69.1,17.22,0.311467
69.1,17.58,0.435393
69.1,17.62,0.384189
69.1,33.46,0.187166
69.1,35.78,0.046424
69.1,36.06,0.491541
69.1,36.18,0.36459
69.1,36.22,0.199084
69.1,50.06,0.298443
69.1,50.14,0.331561
69.1,60.9,0.437377
69.1,65.66,0.376761
69.1,65.7,0.308728
69.1,65.74,0.0393663
69.1,65.78,0.155753
69.1,65.94,0.179622
69.1,66.02,0.33662
69.1,66.06,0.359266
69.1,68.26,0.384816
69.1,72.5,0.3915
69.1,74.1,0.493859
69.1,74.14,0.213847
69.1,74.66,0.253437
69.1,75.1,0.232185
69.1,76.54,0.123213
69.1,76.7,0.351464
69.1,169.1,0.179129
69.1,171.02,0.278371
69.1,179.7,0.197637
69.06,-163.74,0.476514
69.06,-137.82,0.0491596
69.06,-136.1,0.306322
69.06,-136.06,0.316922
69.06,-135.82,0.394834
69.06,-118.14,0.287944
69.06,-113.62,0.482393
69.06,-113.58,0.263123
69.06,-107.26,0.337308
69.06,-105.94,0.482201
69.06,-105.1,0.170121
69.06,-105.06,0.18083
69.06,-105.02,0.473738
69.06,-104.9,0.14935
69.06,-101.82,0.175771
69.06,-100.38,0.00465352
69.06,-100.34,0.397041
69.06,-100.22,0.0528045
69.06,-100.02,0.0466613
69.06,-99.5,0.273213
69.06,-96.18,0.0476156
69.06,-96.1,0.149987
69.06,-95.94,0.112958
69.06,-94.14,0.135035
69.06,-90.66,0.35523
69.06,-90.02,0.334019
69.06,-89.62,0.0273611
69.06,-88.7,0.327033
69.06,-85.46,0.0563725
69.06,-85.38,0.0917492
69.06,-85.3,0.262616
69.06,-85.26,0.127583
69.06,-85.18,0.323612
69.06,-85.14,0.180532
69.06,-85.1,0.305659
69.06,-84.94,0.496248
69.06,-84.86,0.227571
69.06,-84.74,0.36895
69.06,-78.62,0.0465922
69.06,-76.34,0.199515
69.06,-76.3,0.467844
69.06,-68.94,0.0633198
69.06,-68.9,0.0597117
69.06,-67.86,0.140784
69.06,-67.62,0.150212
69.06,-67.58,0.360483
69.06,-51.1,0.219697
69.06,-50.94,0.0653422
69.06,-50.82,0.43898
69.06,-50.58,0.372606
69.06,-50.54,0.12243
69.06,-50.38,0.471879
69.06,-50.34,0.0135637
69.06,-50.3,0.498015
69.06,-50.22,0.474228
69.06,-25.58,0.42636
69.06,-25.5,0.0340011
69.06,-25.42,0.191522
69.06,-25.38,0.217443
69.06,-25.22,0.0737667
69.06,15.9,0.143146
69.06,16.54,0.0118758
69.06,16.78,0.398078
69.06,16.82,0.483468
69.06,16.9,0.282431
69.06,17.06,0.194638
69.06,17.18,0.0793651
69.06,17.38,0.167679
69.06,17.62,0.363867
69.06,33.14,0.318087
69.06,33.18,0.0661597
69.06,33.22,0.0246354
69.06,33.26,0.233909
69.06,35.78,0.216626
69.06,36.3,0.0296495
69.06,36.34,0.345659
69.06,36.38,0.042752
69.06,36.42,0.468813
69.06,48.22,0.324636
69.06,50.02,0.135281
69.06,50.26,0.137806
69.06,59.38,0.0151867
69.06,59.42,0.210221
69.06,60.94,0.108352
69.06,65.74,0.445433
69.06,65.82,0.0638543
69.06,65.98,0.456817
69.06,66.18,7.89067e-06
69.06,66.22,0.473408
69.06,68.34,0.0098723
69.06,72.5,0.139743
69.06,179.78,0.160326
69.06,179.82,0.495423
69.02,-163.86,0.220309
69.02,-137.62,0.166513
69.02,-136.1,0.218657
69.02,-136.06,0.0702248
69.02,-135.98,0.131831
69.02,-135.9,0.390032
69.02,-135.58,0.19794
69.02,-135.54,0.0258804
69.02,-135.42,0.362685
69.02,-118.02,0.257256
69.02,-117.98,0.319459
69.02,-113.62,0.115235
69.02,-113.58,0.0264764
69.02,-113.54,0.346989
69.02,-107.34,0.145792
69.02,-105.86,0.290716
69.02,-101.78,0.421353
69.02,-100.54,0.304958
69.02,-100.3,0.108627
69.02,-100.22,0.226615
69.02,-99.54,0.0644072
69.02,-95.86,0.0211523
69.02,-94.34,0.363835
69.02,-90.1,0.495093
69.02,-88.58,0.372733
69.02,-85.1,0.13797
69.02,-85.02,0.156136
69.02,-84.94,0.0810579
69.02,-84.74,0.0951776
69.02,-84.7,0.248959
69.02,-84.66,0.0345941
69.02,-84.62,0.425574
69.02,-84.54,0.265077
69.02,-81.5,0.0893
69.02,-78.7,0.0613319
69.02,-76.62,0.49319
69.02,-76.1,0.321828
69.02,-75.98,0.282994
69.02,-75.5,0.129562
69.02,-75.46,0.0559194
69.02,-68.34,0.358331
69.02,-67.74,0.412906
69.02,-67.58,0.224827
69.02,-53.38,0.00643626
69.02,-53.34,0.119963
69.02,-53.3,0.310834
69.02,-51.14,0.0437602
69.02,-50.46,0.230104
69.02,-50.42,0.445414
69.02,-50.38,0.275914
69.02,-50.3,0.262661
69.02,-25.58,0.366606
69.02,-25.3,0.0291256
69.02,15.14,0.128709
69.02,15.86,0.24506
69.02,16.38,0.439485
69.02,16.54,0.0791509
69.02,17.18,0.114676
69.02,17.46,0.105582
69.02,17.54,0.0983521
69.02,33.06,0.27394
69.02,36.46,0.0757566
69.02,48.22,0.0806187
69.02,49.9,0.494869
69.02,66.1,0.264785
69.02,66.3,0.0915808
69.02,66.34,0.375452
69.02,68.38,0.240841
69.02,76.82,0.116031
69.02,170.9,0.0191995
69.02,171.02,0.129117
69.02,171.06,0.28755
69.02,171.1,0.168454
69.02,179.9,0.227229
68.98,-179.94,0.204373
68.98,-164.02,0.346621
68.98,-163.98,0.407991
68.98,-136.1,0.386268
68.98,-136.02,0.0538381
68.98,-135.98,0.167758
68.98,-135.94,0.0795851
68.98,-135.9,0.426737
68.98,-135.86,0.0598641
68.98,-135.82,0.0771928
68.98,-135.78,0.210905
68.98,-135.74,0.30692
68.98,-135.7,0.40193
68.98,-135.66,0.495863
68.98,-135.46,0.419079
68.98,-117.74,0.353174
68.98,-117.7,0.101158
68.98,-117.66,0.383784
68.98,-117.58,0.370227
68.98,-117.54,0.0513005
68.98,-117.5,0.473834
68.98,-116.26,0.237231
68.98,-116.14,0.336418
68.98,-116.1,0.296325
68.98,-115.82,0.309873
68.98,-115.7,0.1376
68.98,-115.66,0.0543052
68.98,-115.62,0.290868
68.98,-115.58,0.166507
68.98,-113.58,0.105394
68.98,-107.58,0.365067
68.98,-107.54,0.0900314
68.98,-107.5,0.184247
68.98,-106.34,0.304374
68.98,-105.18,0.485548
68.98,-105.1,0.227923
68.98,-102.1,0.133484
68.98,-101.98,0.297365
68.98,-101.94,0.189155
68.98,-100.58,0.0441028
68.98,-100.26,0.493346
68.98,-100.18,0.269318
68.98,-99.98,0.493483
68.98,-99.58,0.245348
68.98,-99.5,0.491324
68.98,-99.46,0.392861
68.98,-99.22,0.442401
68.98,-95.82,0.139977
68.98,-94.54,0.254454
68.98,-94.5,0.0644791
68.98,-94.38,0.276045
68.98,-93.9,0.189694
68.98,-93.82,0.404939
68.98,-93.74,0.0847439
68.98,-93.7,0.324576
68.98,-93.62,0.455244
68.98,-90.58,0.155877
68.98,-90.18,0.0143386
68.98,-90.1,0.258743
68.98,-90.06,0.367074
68.98,-90.02,0.312204
68.98,-89.9,0.102689
68.98,-89.78,0.217532
68.98,-89.74,0.207709
68.98,-88.42,0.266271
68.98,-85.34,0.230954
68.98,-85.3,0.256713
68.98,-85.26,0.468013
68.98,-85.22,0.119526
68.98,-84.9,0.217105
68.98,-81.66,0.121185
68.98,-81.14,0.181647
68.98,-76.62,0.334975
68.98,-69.02,0.433005
68.98,-68.98,0.24064
68.98,-68.54,0.0455127
68.98,-68.5,0.295476
68.98,-68.42,0.101497
68.98,-68.38,0.473553
68.98,-68.3,0.0467855
68.98,-68.1,0.337856
68.98,-68.06,0.246664
68.98,-68.02,0.406415
68.98,-53.46,0.441279
68.98,-53.34,0.0864003
68.98,-53.3,0.274896
68.98,-50.58,0.0828056
68.98,-50.5,0.256964
68.98,-50.3,0.184369
68.98,-50.22,0.334015
68.98,-50.14,0.090758
68.98,-50.1,0.172399
68.98,15.02,0.216139
68.98,15.18,0.451546
68.98,15.46,0.392456
68.98,15.62,0.397119
68.98,15.66,0.320963
68.98,16.3,0.497054
68.98,16.42,0.379982
68.98,16.5,0.127619
68.98,16.54,0.282396
68.98,16.58,0.436127
68.98,17.5,0.109735
68.98,17.54,0.0811849
68.98,33.02,0.395085
68.98,33.06,0.137945
68.98,36.66,0.30007
68.98,36.7,0.0828588
68.98,48.22,0.138922
68.98,48.26,0.0984587
68.98,49.86,0.412507
68.98,50.14,0.0388184
68.98,54.14,0.36421
68.98,54.18,0.0862299
68.98,54.22,0.190723
68.98,54.26,0.466622
68.98,54.46,0.412912
68.98,54.5,0.187903
68.98,54.54,0.0381391
68.98,54.58,0.344961
68.98,54.62,0.294097
68.98,54.66,0.122279
68.98,58.78,0.431088
68.98,58.82,0.000469828
68.98,58.86,0.32801
68.98,59.22,0.269708
68.98,59.26,0.345663
68.98,59.3,0.159663
68.98,61.02,0.415162
68.98,72.54,0.388446
68.98,76.38,0.487624
68.98,76.42,0.43134
68.98,76.46,0.376098
68.98,76.5,0.397715
68.98,77.1,0.296238
68.98,77.14,0.0878259
68.98,77.18,0.12162
68.98,169.46,0.420416
68.98,170.82,0.021369
68.94,-179.78,0.357297
68.94,-164.22,0.203998
68.94,-137.22,0.236917
68.94,-137.1,0.413207
68.94,-137.06,0.479435
68.94,-137.02,0.269248
68.94,-135.98,0.0783732
68.94,-135.94,0.145899
68.94,-135.86,0.313466
68.94,-135.82,0.0467829
68.94,-135.78,0.221032
68.94,-135.74,0.194321
68.94,-135.54,0.161736
68.94,-135.5,0.0617012
68.94,-117.3,0.135199
68.94,-116.98,0.307022
68.94,-116.94,0.308922
68.94,-116.26,0.0662295
68.94,-115.86,0.0210597
68.94,-115.82,0.0654415
68.94,-115.42,0.126899
68.94,-113.58,0.172379
68.94,-108.58,0.261966
68.94,-108.54,0.105377
68.94,-108.5,0.482552
68.94,-108.46,0.440068
68.94,-108.42,0.39654
68.94,-108.38,0.351967
68.94,-108.34,0.30635
68.94,-108.3,0.259698
68.94,-108.26,0.211993
68.94,-108.22,0.163244
68.94,-108.18,0.113451
68.94,-108.14,0.0626134
