Latitude,Longitude,Distance
45.06,-124.02,0.422571
45.06,-67.1,0.426183
45.06,-67.06,0.275566
45.06,-66.9,0.484318
45.06,-66.86,0.353513
45.06,-66.82,0.144155
45.06,-66.74,0.244268
45.06,-66.7,0.211548
45.06,-66.46,0.0836007
45.06,-64.14,0.284397
45.06,-64.1,0.131337
45.06,-61.9,0.15522
45.06,-0.66,0.00197947
45.06,-0.62,0.192016
45.06,13.62,0.173105
45.06,13.66,0.270102
45.06,14.34,0.231174
45.06,14.38,0.244357
45.06,14.74,0.0681449
45.06,29.66,0.435422
45.06,35.78,0.0836499
45.06,36.38,0.270003
45.06,37.06,0.381769
45.06,136.7,0.329968
45.06,142.5,0.0589213
45.02,-66.94,0.34564
45.02,-64.14,0.443022
45.02,-62.02,0.336055
45.02,-61.98,0.015495
45.02,-0.54,0.0356603
45.02,12.42,0.13332
45.02,14.5,0.30277
45.02,14.62,0.15589
45.02,35.82,0.371371
45.02,35.98,0.162156
45.02,141.66,0.13651
44.98,-124.02,0.231136
44.98,-66.7,0.00923904
44.98,12.46,0.355025
44.98,12.5,0.232904
44.98,14.1,0.227197
44.98,14.38,0.0236841
44.98,14.46,0.32033
44.98,14.5,0.462378
44.98,14.54,0.425216
44.98,14.62,0.138698
44.98,14.82,0.463041
44.98,28.94,0.234453
44.98,29.1,0.240079
44.98,37.26,0.349214
44.98,147.46,0.241811
44.98,147.94,0.23002
44.94,-124.02,0.391799
44.94,-67.14,0.192791
44.94,-67.1,0.149205
44.94,-67.06,0.242398
44.94,-67.02,0.0778325
44.94,-66.94,0.404649
44.94,-66.9,0.171464
44.94,-62.26,0.252974
44.94,-62.18,0.163688
44.94,-62.1,0.200075
44.94,-62.06,0.0555971
44.94,-62.02,0.361145
44.94,-1.22,0.28363
44.94,12.42,0.403007
44.94,12.46,0.459031
44.94,14.46,0.0974532
44.94,14.58,0.381988
44.94,14.74,0.457077
44.94,28.86,0.294998
44.94,29.06,0.236114
44.94,37.3,0.283239
44.94,141.7,0.436471
44.94,147.42,0.28429
44.94,147.62,0.0248578
44.9,-124.02,0.0804731
44.9,-67.18,0.0272041
44.9,-67.1,0.402296
44.9,-67.06,0.0997969
44.9,-67.02,0.0548955
44.9,-66.94,0.315358
44.9,-66.9,0.0934141
44.9,-62.5,0.155724
44.9,-62.42,0.298467
44.9,-62.38,0.0818795
44.9,-62.3,0.466673
44.9,-1.22,0.171667
44.9,12.46,0.322527
44.9,12.5,0.472395
44.9,13.98,0.136566
44.9,14.02,0.0542806
44.9,14.3,0.181302
44.9,14.82,0.272526
44.9,14.9,0.218625
44.9,28.86,0.383039
44.9,29.62,0.249234
44.9,35.18,0.0707364
44.9,37.3,0.374705
44.9,141.74,0.216195
44.9,147.34,0.354134
44.86,-124.06,0.411037
44.86,-67.14,0.158892
44.86,-67.1,0.336075
44.86,-67.06,0.12486
44.86,-67.02,0.0226962
44.86,-66.98,0.258806
44.86,-62.42,0.482591
44.86,-62.38,0.461945
44.86,12.46,0.0694535
44.86,14.78,0.0498693
44.86,28.9,0.0807044
44.86,29.1,0.341539
44.86,29.62,0.422258
44.86,136.5,0.0679808
44.86,141.74,0.370773
44.86,147.26,0.422667
44.82,-67.14,0.366666
44.82,-66.98,0.364489
44.82,-62.62,0.349002
44.82,-62.58,0.490727
44.82,-62.46,0.168569
44.82,12.34,0.136745
44.82,12.42,0.0579144
44.82,12.46,0.41707
44.82,13.86,0.0987217
44.82,13.9,0.310028
44.82,13.98,0.311586
44.82,14.34,0.426963
44.82,14.46,0.022257
44.82,14.7,0.471978
44.82,14.74,4.08082e-05
44.82,28.94,0.364088
44.82,29.14,0.484079
44.82,29.46,0.49643
44.82,29.5,0.0655392
44.82,29.54,0.363814
44.82,33.54,0.413304
44.82,34.94,0.402852
44.82,147.1,0.42078
44.82,147.14,0.464123
44.82,147.54,0.249988
44.78,-124.06,0.29903
44.78,-67.02,0.449993
44.78,-66.74,0.251337
44.78,-63.1,0.373098
44.78,-63.02,0.422722
44.78,-62.82,0.1615
44.78,-62.7,0.384881
44.78,13.9,0.288576
44.78,14.38,0.420582
44.78,14.46,0.48329
44.78,28.9,0.346846
44.78,29.1,0.278914
44.78,29.18,0.133355
44.78,33.54,0.421192
44.78,34.66,0.294332
44.78,37.38,0.2744
44.78,147.46,0.403111
44.74,-124.06,0.0917508
44.74,-67.1,0.152784
44.74,-65.54,0.14316
44.74,-63.02,0.0377763
44.74,-62.82,0.237169
44.74,-62.78,0.046661
44.74,-1.18,0.182173
44.74,-1.1,0.37834
44.74,14.78,0.388938
44.74,28.98,0.424864
44.74,33.54,0.00962278
44.74,34.54,0.0844919
44.74,142.78,0.456207
44.74,147.38,0.143283
44.7,-67.3,0.052037
44.7,-66.86,0.466665
44.7,-66.74,0.0814397
44.7,-63.62,0.484227
44.7,-63.26,0.419312
44.7,-63.22,0.153493
44.7,-63.18,0.0299221
44.7,-63.14,0.292643
44.7,-63.02,0.495566
44.7,-62.86,0.204472
44.7,-1.22,0.147638
44.7,-1.18,0.0671738
44.7,14.34,0.0391477
44.7,14.38,0.0543698
44.7,14.74,0.126227
44.7,14.82,0.0659545
44.7,14.86,0.354593
44.7,14.9,0.0759514
44.7,28.78,0.169915
44.7,28.82,0.443666
44.7,28.86,0.499652
44.7,28.9,0.116428
44.7,28.94,0.421866
44.7,29.02,0.117875
44.7,33.54,0.401984
44.7,34.46,0.340672
44.7,37.46,0.117958
44.7,37.86,0.496343
44.7,141.78,0.423551
44.7,142.82,0.457377
44.7,147.18,0.222839
44.66,-124.06,0.0835149
44.66,-67.38,0.0265426
44.66,-67.3,0.333695
44.66,-67.18,0.406498
44.66,-66.78,0.323908
44.66,-65.62,0.238988
44.66,-63.94,0.446256
44.66,-63.9,0.149343
44.66,-63.58,0.167486
44.66,-63.38,0.422261
44.66,-1.26,0.25225
44.66,-1.18,0.325769
44.66,-1.14,0.274937
44.66,12.26,0.476414
44.66,14.26,0.161705
44.66,14.34,0.375397
44.66,14.42,0.161634
44.66,14.58,0.343747
44.66,14.78,0.250767
44.66,28.78,0.280807
44.66,28.86,0.229897
44.66,28.98,0.369774
44.66,33.54,0.359265
44.66,34.42,0.042924
44.66,37.62,0.121127
44.66,37.66,0.424311
44.66,37.78,0.0439224
44.66,141.78,0.161237
44.66,147.02,0.0459483
44.66,147.06,0.468897
44.66,147.14,0.407334
44.66,147.3,0.19136
44.62,-124.06,0.0554768
44.62,-124.02,0.470597
44.62,-67.74,0.322219
44.62,-67.58,0.383523
44.62,-67.5,0.221232
44.62,-67.42,0.1485
44.62,-67.38,0.24838
44.62,-67.3,0.279883
44.62,-66.9,0.49731
44.62,-66.82,0.0535946
44.62,-66.7,0.110436
44.62,-65.9,0.214885
44.62,-65.7,0.379343
44.62,-64.06,0.33137
44.62,-63.58,0.18502
44.62,-63.54,0.231766
44.62,-63.5,0.457234
44.62,-63.42,0.313802
44.62,12.26,0.178727
44.62,14.38,0.489981
44.62,14.5,0.094337
44.62,28.78,0.0677186
44.62,28.82,0.0261635
44.62,28.94,0.301798
44.62,33.54,0.246076
44.62,34.38,0.430804
44.62,136.22,0.448323
44.62,142.94,0.125045
44.62,146.94,0.00910965
44.58,-68.82,0.349372
44.58,-68.22,0.18314
44.58,-67.82,0.366657
44.58,-67.74,0.265745
44.58,-67.54,0.404477
44.58,-67.5,0.0323569
44.58,-65.9,0.0596097
44.58,-65.86,0.13477
44.58,-64.18,0.499368
44.58,-64.06,0.273166
44.58,-63.5,0.187464
44.58,12.26,0.199335
44.58,14.3,0.354214
44.58,14.38,0.308116
44.58,14.42,0.259394
44.58,14.94,0.371335
44.58,14.98,0.164212
44.58,28.78,0.220258
44.58,28.9,0.467234
44.58,33.38,0.190579
44.58,33.42,0.164177
44.58,38.06,0.438001
44.58,136.22,0.426627
44.58,141.78,0.182434
44.58,142.98,0.461608
44.58,147.22,0.489547
44.54,-68.26,0.163311
44.54,-67.86,0.457925
44.54,-67.78,0.388566
44.54,-67.7,0.385793
44.54,-67.66,0.382405
44.54,-66.06,0.416508
44.54,-64.3,0.376686
44.54,-64.26,0.373265
44.54,-64.22,0.286414
44.54,-64.02,0.164169
44.54,-63.94,0.0390851
44.54,-63.54,0.438903
44.54,-1.26,0.111609
44.54,14.46,0.171406
44.54,14.94,0.335431
44.54,28.82,0.461783
44.54,34.3,0.136712
44.54,38.06,0.128365
44.54,146.94,0.400743
44.54,147.06,0.379703
44.5,-68.42,0.389678
44.5,-68.3,0.20256
44.5,-68.26,0.131758
44.5,-67.86,0.496263
44.5,-67.74,0.00859763
44.5,-67.54,0.0824721
44.5,-66.06,0.289215
44.5,-64.3,0.173605
44.5,-64.06,0.0930797
44.5,-63.94,0.450841
44.5,-63.9,0.23315
44.5,-63.86,0.101587
44.5,-63.82,0.117056
44.5,-63.78,0.00460592
44.5,-1.26,0.303095
44.5,14.3,0.175722
44.5,14.98,0.272597
44.5,15.02,0.0680189
44.5,15.06,0.136153
44.5,34.22,0.142026
44.5,136.14,0.000105107
44.5,143.1,0.405286
44.5,147.02,0.255328
44.46,-68.9,0.110977
44.46,-68.82,0.221833
44.46,-68.78,0.147893
44.46,-68.46,0.294845
44.46,-68.42,0.275164
44.46,-68.34,0.401118
44.46,-68.22,0.486292
44.46,-68.02,0.184675
44.46,-67.9,0.456758
44.46,-66.1,0.258217
44.46,-64.3,0.137747
44.46,-64.26,0.278092
44.46,-64.18,0.0602338
44.46,-63.74,0.361779
44.46,-63.66,0.433067
44.46,-63.58,0.213119
44.46,-1.26,0.473118
44.46,14.54,0.230456
44.46,15.02,0.352612
44.46,136.06,0.149547
44.46,143.18,0.155303
44.46,146.58,0.338978
44.46,146.86,0.157447
44.46,146.98,0.229126
44.42,-68.82,0.360988
44.42,-68.5,0.426165
44.42,-68.46,0.0110783
44.42,-68.34,0.260482
44.42,-67.94,0.206588
44.42,-67.9,0.171276
44.42,-64.3,0.311797
44.42,-64.14,0.343262
44.42,-1.26,0.116424
44.42,8.74,0.382577
44.42,8.82,0.407375
44.42,8.86,0.330627
44.42,14.78,0.0334339
44.42,14.94,0.171921
44.42,15.02,0.350759
44.42,15.14,0.218054
44.42,33.66,0.203033
44.42,33.7,0.301814
44.42,34.06,0.381475
44.42,34.1,0.0360926
44.42,135.94,0.375359
44.42,141.3,0.356878
44.42,141.74,0.206037
44.42,143.26,0.1056
44.42,146.34,0.0315489
44.42,146.38,0.0924397
44.42,146.42,0.214831
44.42,146.46,0.335719
44.38,-124.1,0.468652
44.38,-68.9,0.392742
44.38,-68.82,0.200966
44.38,-68.5,0.254025
44.38,-68.46,0.177365
44.38,-68.42,0.499734
44.38,-68.38,0.301268
44.38,-68.14,0.232431
44.38,-68.1,0.227404
44.38,-68.02,0.237464
44.38,-66.22,0.142947
44.38,-64.22,0.202918
44.38,9.02,0.221685
44.38,9.06,0.469657
44.38,14.78,0.233873
44.38,14.86,0.15738
44.38,15.26,0.0356873
44.38,33.74,0.267076
44.38,38.34,0.387422
44.38,143.34,0.377036
44.34,-124.1,0.281729
44.34,-68.74,0.456166
44.34,-68.42,0.332674
44.34,-68.3,0.136747
44.34,-68.18,0.209275
44.34,-68.06,0.0703195
44.34,-64.34,0.0610176
44.34,-64.3,0.0155946
44.34,8.54,0.0735769
44.34,9.26,0.348297
44.34,12.34,0.101955
44.34,14.62,0.103624
44.34,14.82,0.249021
44.34,15.1,0.114264
44.34,15.22,0.0312806
44.34,15.34,0.0505253
44.34,28.66,0.163856
44.34,135.82,0.0774198
44.34,145.34,0.253765
44.34,146.38,0.151935
44.3,-68.98,0.240997
44.3,-68.7,0.444781
44.3,-68.62,0.203097
44.3,-68.42,0.248529
44.3,-68.22,0.498446
44.3,-64.38,0.141352
44.3,-64.34,0.0143332
44.3,-64.3,0.0150976
44.3,9.22,0.349006
44.3,9.34,0.419319
44.3,15.1,0.390515
44.3,15.14,0.451454
44.3,15.22,0.346856
44.3,15.34,0.411271
44.3,38.74,0.353992
44.3,135.82,0.43156
44.26,-69.02,0.291054
44.26,-68.94,0.208876
44.26,-68.74,0.489309
44.26,-68.58,0.235054
44.26,-68.3,0.467844
44.26,-68.26,0.171565
44.26,-68.22,0.306281
44.26,-66.38,0.383657
44.26,-66.34,0.3171
44.26,-66.14,0.221687
44.26,-64.38,0.386261
44.26,-64.3,0.450476
44.26,-64.26,0.348396
44.26,8.46,0.187053
44.26,9.42,0.260459
44.26,12.38,0.483167
44.26,14.78,0.457115
44.26,15.42,0.28294
44.26,15.54,0.331293
44.26,135.78,0.119417
44.26,143.5,0.337675
44.26,143.54,0.0347445
44.26,145.9,0.0683507
44.26,146.1,0.442034
44.22,-68.94,0.451127
44.22,-68.82,0.268291
44.22,-68.62,0.437894
44.22,-68.54,0.135425
44.22,-66.14,0.369122
44.22,-64.38,0.277777
44.22,-1.3,0.104259
44.22,8.42,0.0874195
44.22,14.78,0.184867
44.22,14.82,0.358611
44.22,14.9,0.357004
44.22,15.54,0.429588
44.22,135.7,0.479276
44.22,143.66,0.0757323
44.22,145.34,0.373063
44.22,145.86,0.128391
44.22,146.06,0.0226961
44.18,-69.06,0.215599
44.18,-68.82,0.201452
44.18,-68.7,0.129877
44.18,-68.62,0.216967
44.18,-68.46,0.386832
44.18,-68.42,0.30141
44.18,-68.34,0.419777
44.18,-64.34,0.408268
44.18,8.38,0.103737
44.18,9.58,0.209328
44.18,14.86,0.351531
44.18,14.98,0.354325
44.18,15.54,0.316803
44.18,15.58,0.115701
44.18,28.66,0.389733
44.18,38.9,0.259744
44.18,135.66,0.165514
44.18,141.66,0.410261
44.18,143.78,0.163784
44.18,143.82,0.42303
44.18,145.3,0.43124
44.14,-68.9,0.379195
44.14,-68.86,0.280424
44.14,-68.78,0.257299
44.14,-64.54,0.429776
44.14,9.66,0.173712
44.14,14.86,0.493622
44.14,15.06,0.124313
44.14,15.1,0.438141
44.14,15.62,0.192018
44.14,135.66,0.251459
44.14,141.66,0.203916
44.14,143.94,0.441288
44.14,144.02,0.290559
44.14,145.26,0.494857
44.14,145.78,0.333871
44.1,-69.1,0.219204
44.1,-68.9,0.196156
44.1,-68.86,0.0565931
44.1,-68.82,0.0894089
44.1,-68.62,0.351588
44.1,-68.5,0.145653
44.1,-66.22,0.477553
44.1,-64.54,0.272106
44.1,9.74,0.0244287
44.1,9.82,0.493702
44.1,9.86,0.166274
44.1,15.18,0.276868
44.1,15.26,0.268155
44.1,141.66,0.00242757
44.1,143.78,0.373894
44.1,143.82,0.0530333
44.1,143.86,0.429416
44.1,144.18,0.155742
44.1,145.02,0.404703
44.1,145.74,0.130926
44.1,145.9,0.234852
44.06,-69.78,0.124227
44.06,-69.38,0.00892561
44.06,-69.18,0.225409
44.06,-69.06,0.241872
44.06,-68.86,0.407066
44.06,-68.78,0.0780686
44.06,-68.66,0.47067
44.06,-64.58,0.0858245
44.06,-1.34,0.0163886
44.06,9.98,0.0110407
44.06,14.98,0.233574
44.06,15.1,0.227403
44.06,15.22,0.0251909
44.06,15.3,0.370461
44.06,141.66,0.208751
44.06,144.26,0.445189
44.06,144.98,0.30749
44.06,145.74,0.181662
44.06,145.86,0.48211
44.02,-69.82,0.268371
44.02,-69.54,0.475444
44.02,-69.38,0.342607
44.02,-69.22,0.297881
44.02,-68.66,0.330195
44.02,-68.62,0.111474
44.02,-64.66,0.277561
44.02,15.02,0.0139592
44.02,15.26,0.0178483
44.02,28.66,0.0960589
44.02,141.66,0.231194
44.02,144.14,0.278757
44.02,145.82,0.134926
43.98,-124.14,0.247606
43.98,-69.42,0.170544
43.98,-69.3,0.272013
43.98,-69.26,0.293975
43.98,-69.18,0.112842
43.98,8.18,0.255344
43.98,10.14,0.478303
43.98,12.7,0.377139
43.98,15.06,0.354235
43.98,39.22,0.0934154
43.98,144.3,0.295102
43.98,145.62,0.41776
43.94,-69.9,0.12743
43.94,-69.82,0.148203
43.94,-69.7,0.369808
43.94,-69.58,0.0692844
43.94,-69.34,0.496778
43.94,-69.22,0.241673
43.94,-64.82,0.285636
43.94,-60.06,0.431049
43.94,-60.02,0.485436
43.94,-59.98,0.302589
43.94,-59.94,0.0627741
43.94,-59.9,0.426562
43.94,-59.82,0.274035
43.94,8.14,0.201627
43.94,12.86,0.47454
43.94,15.1,0.454362
43.94,15.34,0.143884
43.94,39.3,0.369287
43.94,135.46,0.0303763
43.94,135.5,0.215463
43.94,144.38,0.376075
43.94,144.42,0.0551336
43.94,144.46,0.153336
43.94,145.78,0.308254
43.9,-69.82,0.114213
43.9,-69.78,0.106115
43.9,-69.74,0.158147
43.9,-69.66,0.473719
43.9,-69.58,0.137944
43.9,-69.54,0.0116431
43.9,-69.46,0.264446
43.9,-69.38,0.189461
43.9,-68.78,0.410144
43.9,-64.78,0.293994
43.9,-1.38,0.119339
43.9,8.06,0.471297
43.9,15.14,0.0483183
43.9,15.18,0.11591
43.9,15.22,0.152845
43.9,15.34,0.194604
43.9,15.42,0.488328
43.9,39.34,0.0401755
43.9,145.1,0.0953912
43.86,-70.02,0.0885954
43.86,-69.98,0.331086
43.86,-69.94,0.216451
43.86,-69.9,0.477259
43.86,-69.86,0.236677
43.86,-69.66,0.30324
43.86,-69.58,0.10732
43.86,-69.5,0.459116
43.86,-68.94,0.0911369
43.86,-68.86,0.280241
43.86,-65.94,0.460872
43.86,-64.9,0.119518
43.86,7.98,0.0434685
43.86,10.26,0.354602
43.86,13.02,0.423112
43.86,15.22,0.297806
43.86,15.26,0.158437
43.86,15.3,0.184583
43.86,15.34,0.0350789
43.86,15.5,0.38337
43.86,15.54,0.107562
43.86,15.58,0.0237081
43.86,28.62,0.479592
43.86,39.38,0.445609
43.86,141.54,0.00734518
43.86,145.58,0.377716
43.86,146.74,0.28379
43.82,-124.18,0.312972
43.82,-70.1,0.186194
43.82,-70.06,0.0429672
43.82,-69.98,0.390464
43.82,-69.94,0.457335
43.82,-69.86,0.271033
43.82,-69.78,0.329662
43.82,-66.14,0.245491
43.82,-65.94,0.368634
43.82,-65.9,0.0562624
43.82,-65.02,0.274719
43.82,-64.94,0.171726
43.82,7.78,0.106663
43.82,7.82,0.164585
43.82,15.26,0.150384
43.82,15.58,0.491271
43.82,15.62,0.0637092
43.82,15.66,0.372419
43.82,141.42,0.187151
43.82,145.58,0.144421
43.82,146.62,0.445847
43.82,146.74,0.399731
43.78,-124.18,0.340495
43.78,-70.18,0.237056
43.78,-70.1,0.168765
43.78,-70.02,0.0716902
43.78,-69.94,0.256316
43.78,-69.9,0.0440278
43.78,-65.98,0.215947
43.78,-65.94,0.0644888
43.78,-65.9,0.406694
43.78,-65.86,0.0410959
43.78,-65.26,0.460395
43.78,-65.02,0.210705
43.78,-64.94,0.35903
43.78,-7.7,0.0524841
43.78,-7.66,0.351986
43.78,7.66,0.137838
43.78,13.14,0.191472
43.78,15.3,0.015751
43.78,15.34,0.475962
43.78,15.38,0.143723
43.78,15.62,0.213411
43.78,28.58,0.197812
43.78,145.06,0.415232
43.74,-70.18,0.273514
43.74,-70.02,0.0999895
43.74,-69.78,0.274802
43.74,-66.1,0.163408
43.74,-66.06,0.0652282
43.74,-65.94,0.387699
43.74,-65.9,0.343914
43.74,-65.38,0.205302
43.74,-65.34,0.395007
43.74,-65.14,0.25781
43.74,-64.98,0.462075
43.74,-7.94,0.353266
43.74,-7.78,0.345378
43.74,-7.7,0.428588
43.74,-7.66,0.469627
43.74,-1.42,0.205022
43.74,10.3,0.249422
43.74,15.78,0.117245
43.74,15.82,0.28384
43.74,28.58,0.00897453
43.74,135.38,0.214259
43.74,141.34,0.225038
43.74,145.42,0.391784
43.74,146.62,0.0384125
43.74,146.74,0.200998
43.7,-70.22,0.449912
43.7,-70.1,0.470483
43.7,-66.06,0.371665
43.7,-66.02,0.181182
43.7,-65.98,0.133508
43.7,-65.82,0.290657
43.7,-65.78,0.344213
43.7,-65.34,0.3563
43.7,-65.22,0.11631
43.7,-65.18,0.114261
43.7,-65.14,0.496429
43.7,-65.06,0.0360972
43.7,-65.02,0.459175
43.7,-8.06,0.45044
43.7,-7.86,0.234547
43.7,-7.82,0.182851
43.7,-7.58,0.0111936
43.7,-7.46,0.492071
43.7,7.34,0.272958
43.7,13.26,0.0122427
43.7,15.5,0.333938
43.7,15.66,0.195815
43.7,15.7,0.492757
43.7,15.74,0.0278618
43.7,15.82,0.10137
43.7,28.58,0.21578
43.7,39.58,0.44651
43.7,135.22,0.390348
43.7,135.26,0.178547
43.7,145.1,0.305738
43.66,-70.18,0.124238
43.66,-65.78,0.447394
43.66,-65.34,0.42783
43.66,-65.3,0.391933
43.66,-65.26,0.0982951
43.66,-65.14,0.426091
43.66,-8.1,0.398506
43.66,7.18,0.264303
43.66,13.34,0.118712
43.66,15.62,0.392568
43.66,15.94,0.156063
43.66,28.58,0.422583
43.66,39.62,0.226044
43.66,135.22,0.39164
43.66,141.34,0.369885
43.66,145.54,0.0634355
43.62,-124.22,0.136832
43.62,-70.22,0.392026
43.62,-65.78,0.419241
43.62,-65.34,0.103299
43.62,-8.18,0.158297
43.62,-1.46,0.32927
43.62,10.3,0.464294
43.62,13.5,0.191411
43.62,39.7,0.302251
43.62,145.22,0.0321592
43.62,145.26,0.243795
43.62,146.34,0.188411
43.58,-65.78,0.357481
43.58,-65.46,0.0508047
43.58,-65.34,0.356006
43.58,-8.22,0.0356802
43.58,-7.26,0.423408
43.58,-6.26,0.174776
43.58,-6.22,0.184235
43.58,-5.98,0.272299
43.58,-5.74,0.212579
43.58,10.3,0.373483
43.58,28.58,0.403952
43.58,135.18,0.468694
43.58,141.38,0.363658
43.58,145.22,0.179523
43.58,145.34,0.0109426
43.54,-70.34,0.394992
43.54,-70.3,0.0124558
43.54,-65.74,0.316992
43.54,-65.42,0.356491
43.54,-65.34,0.0701513
43.54,-8.3,0.192844
43.54,-7.02,0.288639
43.54,-5.66,0.309738
43.54,-5.38,0.445351
43.54,-5.34,0.125045
43.54,-5.3,0.32403
43.54,13.62,0.480508
43.54,15.98,0.095134
43.54,146.1,0.0364897
43.54,146.18,0.0717193
43.5,-124.26,0.111961
43.5,-70.38,0.279177
43.5,-65.98,0.24754
43.5,-65.7,0.0971667
43.5,-65.66,0.345141
43.5,-65.62,0.476208
43.5,-65.5,0.418057
43.5,-65.42,0.287331
43.5,-3.62,0.374307
43.5,-3.58,0.202659
43.5,-1.54,0.495455
43.5,13.62,0.416876
43.5,15.98,0.0288375
43.5,16.02,0.227588
43.5,16.18,0.490507
43.5,16.22,0.445232
43.5,16.34,0.0301607
43.5,16.5,0.492207
43.5,16.54,0.185953
43.5,135.1,0.042934
43.5,135.14,0.411711
43.5,146.1,0.227395
43.5,146.18,0.379867
43.46,-65.74,0.476511
43.46,-65.66,0.413874
43.46,-65.46,0.434548
43.46,-8.34,0.147638
43.46,-8.3,0.244037
43.46,-8.22,0.0320066
43.46,-5.02,0.171633
43.46,-4.98,0.235317
43.46,-4.94,0.301402
43.46,-4.9,0.371166
43.46,-3.78,0.191495
43.46,-3.74,0.121106
43.46,-1.58,0.0294485
43.46,3.82,0.105199
43.46,4.26,0.304899
43.46,4.3,0.146859
43.46,4.5,0.323813
43.46,4.58,0.423563
43.46,4.86,0.438652
43.46,10.38,0.200457
43.46,16.14,0.149702
43.46,39.9,0.245303
43.46,145.26,0.244208
43.46,145.86,0.310986
43.46,145.9,0.414148
43.46,145.94,0.218222
43.42,-124.3,0.127957
43.42,-124.26,0.0339043
43.42,-124.22,0.323394
43.42,-70.38,0.00991271
43.42,-66.02,0.0439623
43.42,-65.62,0.163645
43.42,-8.26,0.137347
43.42,-8.18,0.0329881
43.42,-4.74,0.0369609
43.42,-3.82,0.441375
43.42,-3.46,0.396843
43.42,-3.34,0.258375
43.42,-1.62,0.0556536
43.42,3.74,0.213719
43.42,4.62,0.418923
43.42,4.66,0.187495
43.42,4.9,0.183361
43.42,6.86,0.334212
43.42,141.42,0.36895
43.42,145.9,0.245932
43.42,145.94,0.286204
43.42,146.06,0.228027
43.38,-124.18,0.22129
43.38,-8.46,0.31033
43.38,-8.42,0.467351
43.38,-8.34,0.413172
43.38,-8.22,0.0217913
43.38,-3.46,0.0344797
43.38,-3.22,0.266977
43.38,-3.02,0.283418
43.38,-1.82,0.345656
43.38,-1.78,0.383404
43.38,-1.74,0.153081
43.38,4.62,0.111685
43.38,4.82,0.280403
43.38,16.22,0.00997374
43.38,16.34,0.344567
43.38,16.58,0.22431
43.38,16.62,0.149019
43.38,28.1,0.36157
43.38,28.46,0.203633
43.38,40.02,0.122563
43.38,40.06,0.311384
43.38,141.42,0.206982
43.38,145.3,0.373427
43.38,146.02,0.47129
43.34,-124.38,0.488284
43.34,-70.5,0.432489
43.34,-70.46,0.272188
43.34,-8.5,0.44906
43.34,-8.38,0.340213
43.34,-8.22,0.397509
43.34,-3.06,0.345749
43.34,-3.02,0.0147929
43.34,-2.46,0.314528
43.34,-1.94,0.406097
43.34,4.82,0.331621
43.34,4.86,0.2281
43.34,5.26,0.300299
43.34,5.34,0.455168
43.34,10.46,0.350828
43.34,16.34,0.143144
43.34,16.38,0.472087
43.34,40.18,0.192001
43.34,131.82,0.0938621
43.34,140.54,0.0122995
43.34,141.42,0.104481
43.34,145.26,0.412733
43.34,145.3,0.183763
43.3,-8.78,0.382701
43.3,-8.74,0.23424
43.3,-8.66,0.280757
43.3,-2.34,0.165789
43.3,-2.3,0.204885
43.3,-2.26,0.405472
43.3,3.54,0.149162
43.3,10.5,0.132441
43.3,13.74,0.252141
43.3,16.46,0.29649
43.3,17.02,0.299264
43.3,28.06,0.160832
43.3,131.82,0.209143
43.3,131.98,0.463532
43.3,132.06,0.0442531
43.3,132.34,0.213899
43.3,134.7,0.150368
43.3,134.74,0.305253
43.3,140.62,0.26343
43.3,145.3,0.0487739
43.3,145.38,0.0382816
43.26,-124.38,0.427645
43.26,3.3,0.253342
43.26,16.58,0.356101
43.26,16.62,0.2798
43.26,16.66,0.30585
43.26,16.7,0.0133435
43.26,16.74,0.330981
43.26,17.06,0.0629186
43.26,40.26,0.439246
43.26,131.98,0.444352
43.26,132.26,0.390133
43.26,132.34,0.276413
43.26,140.34,0.160319
43.26,140.66,0.0523804
43.26,145.42,0.416618
43.26,145.46,0.269087
43.26,145.5,0.191637
43.22,-70.58,0.0149187
43.22,-9.02,0.448577
43.22,-8.94,0.276102
43.22,5.34,0.0387514
43.22,10.54,0.276403
43.22,13.78,0.0648208
43.22,16.62,0.0263404
43.22,16.66,0.492711
43.22,28.02,0.416868
43.22,132.22,0.462526
43.22,132.38,0.309629
43.22,134.54,0.330627
43.22,140.78,0.263298
43.22,140.86,0.391625
43.22,145.5,0.493058
43.18,-9.18,0.0709912
43.18,5.38,0.0756516
43.18,5.58,0.0223937
43.18,5.62,0.083054
43.18,5.66,0.329769
43.18,6.54,0.0485455
43.18,10.54,0.0205371
43.18,16.42,0.403108
43.18,16.58,0.374452
43.18,16.7,0.00297403
43.18,17.18,0.152189
43.18,40.3,0.487128
43.18,131.7,0.094424
43.18,132.1,0.173519
43.18,132.38,0.031439
43.18,141.06,0.469913
43.18,141.26,0.498202
43.18,145.38,0.0145898
43.14,-124.42,0.140948
43.14,-9.18,0.195372
43.14,5.7,0.464367
43.14,5.74,0.129896
43.14,6.38,0.241603
43.14,10.54,0.317476
43.14,13.82,0.37345
43.14,16.54,0.102447
43.14,17.06,0.414747
43.14,17.1,0.242199
43.14,17.14,0.0681137
43.14,17.26,0.378938
43.14,27.94,0.152146
43.14,40.46,0.193941
43.14,40.5,0.280113
43.14,131.9,0.33362
43.14,132.06,0.0422035
43.14,132.34,0.302443
43.14,145.14,0.144559
43.14,145.18,0.0991288
43.14,145.22,0.259679
43.1,-70.66,0.254674
43.1,-9.22,0.252146
43.1,-9.18,0.0646311
