"Latitude","Longitude","Elevation"
5422,8157,135
5418,8323,294
5420,8413,198
5420,8600,225
5445,8849,1178
5430,8956,468
5420,8917,846
5422,9208,281
5423,9330,473
5413,9658,984
5423,9747,802
5349,7632,114
5321,7527,94
5358,7914,143
5342,7804,113
5337,7933,138
5348,8120,130
5316,8046,123
5349,8355,142
5345,8457,221
5324,8236,170
5324,8342,252
5344,8711,308
5328,8555,270
5320,8710,291
5341,8803,242
5338,8834,304
5317,8910,527
5346,9119,256
5343,9022,525
5345,9124,245
5318,9225,301
5353,9240,284
5343,9409,445
5357,9849,704
5338,9813,918
5358,7839,125
5304,8218,214
5231,8246,174
5241,8457,224
5252,8717,354
5249,8827,416
5248,8953,455
5303,9055,448
5308,9428,765
5253,9301,1404
5230,9949,1570
5945,10318,277
5917,10610,352
5915,10814,323
5927,11235,193
5954,11735,162
5902,12145,170
5858,10105,185
5802,10244,402
5816,10551,435
5806,10841,246
5844,11114,220
5851,11254,201
5819,11252,224
5834,11600,422
5903,11948,190
5706,10500,354
5720,10704,271
5746,10804,258
5740,11140,332
5751,11412,278
5748,11405,532
5750,11740,562
5604,10150,489
5612,10250,427
5648,10548,672
5603,10550,338
5617,10734,357
5622,11438,516
5630,11540,474
5655,11822,711
5639,11734,1000
5600,11927,996
5635,12129,426
5650,12452,859
5523,10058,425
5537,10219,448
5550,10414,331
5529,10529,172
5543,10904,676
5547,10933,475
5509,10737,497
5507,10945,458
5528,11338,1097
5516,11308,1089
5548,11526,830
5507,11645,613
5555,11732,754
5526,12040,531
5558,12453,864
5518,12310,522
5511,12440,531
5436,10038,522
5411,10005,527
5425,10315,420
5448,10513,428
5430,10708,650
5421,10931,469
5402,10816,465
5451,11109,563
5419,11019,509
5412,11157,1302
5437,11308,995
5427,11631,686
5403,11501,738
5426,11954,644
5402,12254,454
5356,10203,458
5320,10111,600
5336,10232,450
5343,10320,429
5310,10305,598
5308,10346,446
5306,10649,464
5358,10552,533
5306,10532,761
5351,10836,460
5425,10901,457
5337,10938,486
5312,10720,462
5316,10845,475
5311,11143,973
5313,11246,923
5355,11325,935
5335,11346,810
5317,11247,1203
5334,11534,812
5310,11550,596
5304,11729,707
5344,11947,619
5332,11843,582
5306,11913,388
5352,12053,473
5358,12156,524
5328,12224,295
5320,12133,315
5400,12358,400
5328,12354,267
5258,10159,543
5203,10104,2083
5216,10421,513
5247,10338,445
5249,10446,525
5233,10303,759
5229,10351,450
5234,10708,461
5202,10524,461
5203,10639,469
5259,10817,486
5210,10946,666
5256,11029,1292
5232,11133,952
5244,11316,929
5207,11240,968
5201,11320,685
5239,11510,646
5233,11612,526
5232,11700,539
5202,11631,479
5242,11848,404
5216,11742,528
5245,12002,370
5141,10059,1303
5142,10227,889
5141,10210,758
5144,10232,722
5139,10340,471
5144,10342,472
5132,10336,1442
5110,10340,481
5143,10552,469
5148,10726,510
5134,10507,470
5106,10639,559
5101,10750,733
5119,10851,800
5144,11158,902
5121,11030,808
5133,11110,858
5121,11229,741
5103,11146,817
5151,11238,1030
5137,11420,616
5129,11433,881
5112,11343,805
5107,11433,678
5151,11601,597
5135,11638,649
5139,11734,715
5135,11828,698
5119,11937,619
5044,10250,1170
5025,10337,989
5031,10450,733
5038,10519,684
5022,10627,801
5036,10735,643
5022,10845,770
4926,10854,940
5034,11012,885
5009,11021,1155
5001,11111,1234
4934,11158,908
5038,11335,811
5017,11317,734
5057,11535,642
5030,11449,679
5023,11631,684
4954,11545,623
5006,11640,705
5055,11756,807
5053,11835,694
5024,11907,517
4950,11823,550
5837,12522,682
5857,12618,283
5939,12710,278
5840,12830,130
5940,13305,179
5911,13509,212
5946,13743,381
5839,13713,457
5958,14445,121
5848,14140,4
5922,14312,6
5948,14850,19
5911,14620,17
5746,13054,266
5617,13108,858
5740,13609,305
5639,13621,496
5627,13809,9
5450,13732,17
5502,12648,453
5529,13420,318
5443,12856,357
5420,12738,272
5444,13027,464
5443,13519,5
5407,13542,182
5327,12549,372
5306,12621,314
5345,12714,232
5358,12904,416
5331,13255,442
5304,13256,543
5343,13309,280
5308,13358,682
5351,13652,52
5303,13602,154
5417,13947,9
5334,13939,128
5309,14042,68
5247,12600,212
5300,12839,330
5216,12713,326
5235,12904,245
5221,12955,207
5248,13143,358
5235,13108,295
5225,13630,73
5217,13548,201
5242,13732,50
5254,13852,15
5252,14000,25
5231,14112,14
5210,13904,220
5223,14028,31
5154,12635,159
5159,12739,276
5138,12849,163
5127,12807,197
5121,13023,260
5110,13257,366
5138,13318,382
5216,13359,898
5143,13554,131
5125,13505,269
5116,13635,92
5108,13725,35
5143,14019,20
5121,13906,63
5129,14047,35
5015,12730,137
5047,12718,145
5055,12828,178
5047,12920,231
5007,12928,242
5049,13210,273
5026,13101,231
5004,13208,349
5001,13335,533
5016,13655,24
5036,13702,19
5056,13812,60
5020,13828,193
5044,14026,5
4937,12839,117
4925,13005,135
4901,13228,154
4924,13314,198
4956,13438,266
4933,13444,226
4917,13511,71
4927,13634,29
4952,13646,64
4901,13845,894
4940,14007,58
4900,13105,257
4900,13143,228
4744,13058,74
4756,13238,56
4842,13253,76
4837,13350,53
4849,13553,41
4831,13510,72
4832,13514,72
4836,13703,403
4839,13859,382
4858,14018,22
4733,13449,84
4759,13505,85
4753,13504,67
4746,13538,102
4740,13611,180
4741,13729,488
4758,13932,3
4736,13824,160
4719,13859,26
4648,13416,62
4632,13519,130
4641,13616,244
4632,13820,4
4604,13753,10
4552,13344,107
4506,13330,95
4525,13416,139
4516,13530,335
4502,13640,68
4513,13159,82
4424,13123,211
4402,13119,109
4443,13204,75
4426,13204,128
4436,13249,96
4448,13305,99
4425,13329,154
4409,13352,258
4445,13428,170
4442,13442,299
4415,13528,50
4422,13551,34
4307,13154,184
4352,13143,61
4333,13153,22
4239,13048,36
4248,13252,121
4322,13210,46
4316,13203,82
4358,13304,190
4309,13301,202
4254,13354,34
4335,13410,503
4326,13446,25
5315,14155,4
5334,14256,8
5334,14245,4
5213,14138,7
5222,14311,6
5136,14154,14
5155,14308,34
5108,14240,65
5106,14333,15
5054,14210,31
5003,14210,4
5044,14243,95
5024,14346,8
5014,14235,175
4905,14204,53
4913,14306,4
4839,14440,33
4839,14251,38
4759,14212,19
4703,14203,44
4720,14248,42
4637,14157,6
4655,14244,31
4638,14251,34
4613,14327,21
4401,14552,40
4345,14640,65
4516,14758,38
4612,15030,70
4651,15152,26
4803,15315,68
5052,15640,48
5041,15608,23
5000,15523,16
5830,15910,7
5704,15650,8
5919,16050,28
5613,16228,27
5535,15535,4
5507,15904,100
5405,15957,26
5436,16110,15
5258,15845,24
5256,15634,27
5240,15614,6
5259,15839,24
5129,15629,29
5147,15802,18
5512,16559,6
5207,2341,144
5207,2608,144
5213,2753,138
5202,2911,173
5215,2950,140
5227,3100,127
5211,3235,160
5203,3357,189
5140,2516,152
5121,2637,153
5129,3117,137
5134,3158,143
5141,3355,180
5113,2441,176
5050,2419,193
5045,2520,196
5119,2847,171
5057,2839,189
5042,2935,132
5117,3014,127
5057,3053,104
5103,3154,126
5114,3312,149
5046,3327,169
5109,3420,156
5053,3447,174
5015,2338,249
5006,2421,228
5006,2509,227
5035,2608,234
5036,2737,218
5010,2703,278
5016,2838,227
5005,2955,209
5024,3027,168
5020,3058,119
5013,3148,128
5035,3223,132
5022,3316,127
5022,3359,156
5001,3300,156
5035,3429,142
4948,2309,216
4956,2323,229
4949,2357,325
4921,2333,276
4926,2457,301
4934,2536,324
4958,2615,282
4924,2659,351
4950,2853,238
4947,3011,179
4940,3100,155
4941,3202,97
4926,3204,107
4937,3316,91
4936,3433,159
4915,2351,306
4854,2228,195
4902,2331,549
4844,2228,198
4901,2422,285
4854,2442,276
4901,2547,279
4840,2635,228
4851,2716,277
4914,2828,298
4915,2914,299
4848,2924,211
4915,3006,224
4905,3053,125
4846,3014,216
4908,3142,168
4904,3240,124
4843,3240,181
4903,3315,84
4902,3326,80
4909,3412,118
4838,2216,118
4816,2422,731
4832,2502,298
4752,2513,762
4822,2554,246
4827,2747,79
4822,2706,238
4809,2818,173
4803,2842,154
4803,3051,103
4815,3125,211
4829,3215,172
4803,3212,143
4826,3354,119
4744,2755,104
4720,2800,207
4742,2908,199
4751,3016,182
4734,3120,33
4725,3228,84
4302,3313,125
4735,3424,56
4701,2852,180
4701,3045,73
4651,3005,152
4626,3046,35
4658,3158,52
4719,3317,56
4648,3331,25
4651,3424,54
4628,2815,34
4618,2840,136
4554,2811,39
4522,2852,30
4650,2937,43
4601,2940,14
4640,3237,48
4612,3218,5
4610,3449,15
4627,3353,28
4603,3327,12
4527,3336,15
4531,3242,6
4511,3322,3
4543,3424,8
4539,3412,37
4450,3357,170
4441,3408,181
4441,3425,5
4521,3457,18
4527,3444,20
4503,3436,183
4510,3523,37
4502,3523,26
4528,3552,101
4524,3625,49
4430,3410,72
4441,3334,85
4428,3404,1180
5219,3618,251
5146,3610,247
5150,4129,148
5215,4347,211
5217,4524,198
5152,4502,185
5220,4622,292
5230,4805,89
5200,4848,43
5113,3617,196
5118,3753,218
5142,3910,154
5142,3913,149
5103,4042,194
5122,4205,106
5133,4309,154
5138,4527,190
5134,4602,156
5120,4821,106
5112,4945,88
5048,3547,222
5045,3752,127
5035,3635,122
5100,3930,118
5129,4025,159
5048,4200,110
5025,4103,93
5057,4345,120
5032,4241,96
5050,4434,122
5022,4407,102
5057,4658,49
4952,3608,152
5010,3532,203
4951,3514,178
5010,3721,214
4939,3739,83
5013,3806,112
4956,4034,83
4948,4109,72
4948,4340,119
4934,4245,200
5005,4525,120
5003,4653,36
4946,4745,18
5009,4833,25
4940,4929,10
4923,3527,161
4849,3510,132
4854,3619,177
4911,3718,79
4925,3810,91
4917,3855,64
4923,4009,188
4913,3935,65
4856,4023,153
4913,4150,91
4908,4651,11
4832,3550,91
4822,3505,142
4808,3614,176
4836,3759,125
4836,3633,125
4804,3746,226
4836,3916,62
4821,3826,334
4820,4017,57
4805,3930,303
4821,4152,90
4822,4306,77
4841,4421,145
4804,4607,6
4813,4644,35
4846,4726,4
4748,3515,86
4740,3615,135
4716,3520,87
4720,3620,222
4737,3729,266
4748,3830,172
4734,3853,43
4742,4016,125
4735,4106,52
4744,4215,104
4738,4309,49
4756,4442,7
4725,4715,16
4754,4848,10
4650,3522,39
4641,3551,25
4704,3730,70
4637,3748,2
4712,3857,15
4707,3925,4
4644,3816,3
4715,3949,77
4634,3938,14
4709,4229,70
4633,4103,112
4642,4144,25
4707,4353,73
4634,4340,108
4707,4618,2
4655,4756,17
4638,4908,22
4625,3757,16
4602,3809,5
4604,3858,17
4551,4005,79
4604,4158,86
4555,4321,77
4622,4420,150
4611,4521,7
4616,4802,18
4548,4713,18
4519,3723,2
4514,3645,5
4538,3856,23
4517,3807,9
4502,3909,33
4526,4034,80
4503,4201,467
4521,4251,134
4506,4326,158
4524,4412,75
4520,4602,3
4526,4633,18
4523,4721,23
4524,4748,25
5223,5029,64
5152,5020,70
5226,5308,101
5205,5338,136
5213,5724,523
5152,5811,339
5226,6021,310
5218,6119,279
5228,6440,110
5153,6620,222
5149,6822,308
5200,7057,384
5115,5124,36
5102,5406,105
5147,5513,109
5125,5625,131
5101,5538,144
5105,6242,230
5136,6734,272
5137,6948,312
5108,7122,348
5138,7310,397
5015,5234,33
5045,5632,178
5018,5714,227
5012,5110,16
5008,5542,142
4957,6008,229
4959,6129,221
4938,6330,136
5008,6514,142
5013,6650,343
4945,6609,229
4953,6931,350
4957,7135,422
4948,7308,555
4913,5018,7
4903,5152,4
4904,5441,103
4909,5707,236
4915,5933,260
4914,5740,234
4850,6206,82
4849,6437,122
4853,6805,506
4857,7251,656
4827,5255,0
4812,5456,73
4844,5602,186
4813,5707,151
4838,5830,397
4828,5835,404
4837,6116,114
4815,6200,74
4818,6939,361
4842,7138,488
4740,5135,15
4751,5937,176
4750,6645,508
4748,6743,345
4751,7205,810
4731,7054,471
4727,7449,620
4701,5151,15
4645,5010,24
4648,5355,18
4702,5508,45
4643,5910,114
4705,6113,79
4647,6140,56
4643,6230,80
4653,6440,79
4635,6837,276
4712,7321,581
4654,7500,352
4614,5429,16
4546,6207,68
4600,7000,325
4602,7332,344
4501,5002,22
4524,5607,82
4515,5505,74
4541,5955,80
4531,6405,101
4515,6704,138
4506,7358,349
5142,7522,234
5217,7657,123
5221,7820,149
5129,7746,144
5230,8012,168
5215,7908,143
5201,8022,208
5213,8215,196
5130,8113,215
5140,8244,240
5109,8212,356
5140,8419,411
5158,8457,260
5201,8554,331
5126,8600,420
5216,8710,322
5148,8716,400
5057,9018,983
5207,9217,581
5117,9140,836
5237,9434,1043
5216,9300,665
5209,9355,862
5142,9427,629
5228,9622,920
5130,9540,706
5048,7542,504
5052,7821,148
5021,8015,196
5038,8155,320
5020,8333,809
5057,8455,1037
5044,8609,832
5038,8756,1937
5000,8840,1758
5023,9026,1850
5017,9510,1101
5036,9731,1310
4923,7531,812
4912,7722,842
4935,8103,334
4913,8113,455
4958,8238,292
4912,8431,401
4911,8537,1081
4944,8633,1800
4958,8642,2050
4818,7458,780
4816,7719,699
4810,7825,643
4900,7920,618
4845,8222,511
4833,8341,427
4705,7943,422
4758,8027,655
4707,8137,501
4748,8250,548
4728,8455,603
4633,7652,340
4610,8056,397
4639,8245,441
4538,7507,353
4527,7820,564
4551,7843,412
4500,7823,602
4525,7954,1113
4551,8211,362
4518,8229,394
4408,7551,499
4450,7616,395
4401,7708,710
4410,8004,640
4332,7515,742
4314,7656,847
4336,7619,685
4310,7603,992
4319,7929,1273
4250,7517,818
4213,7544,1812
4228,7611,1660
4239,7706,1645
4212,7812,1719
4148,7546,3040
4126,7600,2041
4155,7814,3614
4219,7754,1700
4129,7724,3080
4149,7844,3540
4454,3718,6
4434,3805,4
4422,3832,3
4420,3843,25
4445,3954,132
4438,3906,67
4417,3916,324
4406,3904,41
4437,4005,213
4459,4107,160
4438,4158,333
4414,4203,563
4403,4302,576
4413,4306,314
4409,4328,293
4448,4410,136
4410,4552,19
4424,4633,20
4428,4729,23
4335,3946,57
4347,4154,862
4344,4440,132
4352,4646,5
4336,4647,3
4327,3954,16
4325,4015,1629
4315,4016,7
4312,4021,4
4306,4038,11
4300,4102,37
4327,4144,1327
4307,4144,952
4303,4243,1441
4330,4337,441
4303,4439,670
4321,4541,162
4321,4607,75
4310,4631,127
4252,4108,13
4242,4128,5
4251,4141,266
4238,4142,63
4230,4153,117
4244,4229,1610
4247,4245,1158
4239,4242,474
4231,4309,544
4235,4327,789
4242,4358,1730
4242,4431,5033
4240,4613,984
4209,4140,3
4217,4202,40
4211,4222,26
4218,4225,114
4205,4200,20
4220,4249,175
4220,4259,598
4216,4238,116
4221,4324,415
4219,4318,149
4214,4359,871
4159,4333,690
4207,4429,760
4221,4442,1064
4205,4442,902
4207,4458,1091
4202,4513,546
4224,4656,1546
4203,4818,19
4249,4707,472
4301,4726,32
4234,4752,21
4227,4740,519
4150,4145,7
4155,4159,174
4139,4138,6
4201,4218,221
4134,4137,949
4143,4250,1265
4138,4259,982
4142,4242,1185
4137,4252,1097
4201,4327,673
4134,4315,983
4150,4323,794
4143,4331,1665
4139,4337,1995
4159,4407,612
4156,4425,616
4142,4423,1195
4135,4405,1457
4133,4428,1140
4156,4435,551
4142,4445,403
4141,4457,467
4156,4523,543
4144,4520,806
4145,4548,410
4149,4618,435
4138,4639,518
4136,4603,291
4133,4625,213
4124,4329,1716
4107,4417,1506
4127,4433,534
4127,4506,303
4108,4525,333
4125,4615,801
4113,4710,636
4128,4744,1018
4125,4853,27
4122,4831,552
4057,4347,1878
4052,4357,1798
4047,4350,1529
4101,4423,1397
4035,4421,1891
4049,4430,1379
4045,4452,1255
4032,4457,1918
4033,4456,1937
4052,4509,733
4053,4523,900
4036,4521,1834
4043,4625,303
4059,4752,682
4046,4702,94
4037,4709,15
4039,4745,95
4052,4856,1082
4032,4856,755
4038,4838,749
4036,4938,19
4019,4340,1255
4009,4402,866
4008,4428,890
4024,4438,1792
4030,4446,1761
4021,4508,1951
4008,4519,1945
4013,4546,1940
4021,4701,164
4022,4708,69
4021,4810,4
4032,5000,28
4027,5004,1
4028,5019,24
3957,4433,822
3950,4442,818
3959,4656,378
3949,4645,829
3932,4601,1615
3946,4645,1304
3949,4730,62
3936,4709,430
3958,4924,16
3924,4915,24
3912,4525,886
3857,4538,736
3930,4621,1367
3855,4601,788
3854,4615,629
3912,4626,704
3928,4833,4
3940,4836,4
3846,4824,1115
3844,4850,11
3827,4853,21
4433,5015,20
4444,5158,56
4419,5436,143
4451,5620,126
4435,6109,55
4404,6254,88
4446,6532,129
4410,6645,151
4448,6907,190
4445,7000,207
4448,7104,266
4417,7257,350
4335,5105,15
4353,5731,128
4345,5844,68
4305,5856,64
4336,6156,64
4309,6420,233
4333,6854,820
4316,6813,209
4348,6912,481
4347,7056,366
4302,6922,365
4251,7452,627
4342,7347,456
4258,5407,79
4257,5949,66
4227,5937,77
4204,5924,73
4232,6317,333
4248,6725,185
4204,6807,238
4218,6936,552
4210,7053,2151
4251,7123,653
4257,7245,683
4231,7215,1216
4251,7406,726
4251,7432,760
4209,7359,2092
4101,5259,23
4150,5843,62
4102,5746,62
4150,5959,88
4134,6034,99
4145,6228,98
4144,6437,238
4148,6643,202
4103,6517,200
4120,6755,240
4128,6802,306
4116,6916,489
4154,7022,1258
4140,7043,1759
4154,7121,1937
4150,7252,986
4044,7220,477
4002,5259,89
4043,5525,115
4004,5723,46
4015,5824,84
4028,6217,143
4051,6320,208
4041,6427,219
4033,6541,501
4008,6521,347
4007,6750,345
4049,6841,264
4013,6850,356
4013,6944,428
4048,7038,699
4033,7057,405
4007,7038,874
4059,7135,476
4055,7257,765
4032,7248,875
4022,7145,577
4019,7333,1555
3929,5422,16
3927,5310,14
3855,5305,26
3941,5534,9
3915,5531,35
3919,5836,89
3935,5959,108
3943,6437,230
3930,6351,196
3905,6336,193
3942,6700,724
3929,6738,1015
3954,6859,1006
3935,6838,3150
3923,6837,1507
3926,6957,2564
3918,7320,4267
3944,7316,3155
3728,5358,23
3837,5511,208
3738,5447,32
3859,5617,97
3813,5539,315
3851,5824,87
3826,5725,161
3841,6110,147
3805,6248,190
3828,6422,270
3848,6543,376
3839,6656,2121
3815,6650,1601
3816,6754,520
3834,6820,821
3833,6847,803
3825,6921,549
3806,6919,660
3815,6931,908
3902,7018,1316
3825,7047,1284
3855,7210,4169
3817,7120,1737
3808,7237,3290
3905,7325,3930
3831,7341,4307
3810,7359,3576
3804,7428,3740
3758,5820,210
3721,5938,308
3723,6031,188
3736,6211,241
3718,6225,262
3750,6512,242
3731,6601,266
3740,6701,421
3714,6716,302
3659,6802,349
3749,6847,430
3717,6808,380
3755,6945,660
3729,6923,446
3714,6905,364
3730,7130,2080
3742,7257,3744
3644,7139,2524
3632,6113,279
3517,6221,630
3555,6255,349
3703,4113,455
3649,3800,351
3611,3713,393
3642,3857,349
3630,4045,296
3556,3637,451
3532,3546,7
3508,3643,309
3556,3901,246
3519,4009,212
3453,3553,5
3445,3643,485
3433,3818,404
3449,3608,359
3425,4055,182
3325,3631,605
3402,3643,1333
3329,3840,708
3236,3606,543
3349,3529,19
3349,3551,920
3352,3600,920
3427,3548,6
3415,3603,1916
3349,3546,1524
3259,3530,934
3248,3502,8
3240,3511,50
3206,3447,4
3200,3449,30
3200,3454,49
3147,3513,754
3114,3447,207
3000,3450,432
2933,3457,13
3230,3812,688
3233,3551,619
3212,3708,670
3222,3615,687
3159,3559,773
3140,3558,721
3152,3530,275
3152,3513,759
3102,3528,350
3010,3547,1070
2938,3501,51
2929,3459,3
3141,3840,813
3054,4108,552
3125,3716,499
2947,4006,684
2938,4329,447
2820,4607,355
2822,3638,770
2736,3836,860
2754,4532,413
2824,4830,8
2726,4141,1013
2612,3628,16
2618,4346,650
2616,5009,17
2624,5006,10
2703,4924,8
2517,4929,172
2518,4942,151
2433,3942,631
2548,4200,783
2430,4424,990
2456,4643,612
2443,4643,612
2409,3804,1
2400,3812,11
2412,4718,439
2342,4436,1080
2913,4759,55
2906,4808,122
2904,4809,16
2902,4809,6
2928,4817,5
3648,4206,382
3619,4150,476
3619,4309,223
3637,4413,1088
3528,4424,331
3525,4508,701
3533,4527,853
3428,4157,150
3456,4329,150
3404,4222,140
3418,4526,202
3302,4017,615
3347,4138,409
3317,4329,45
3314,4414,34
3316,4414,34
3435,4418,107
3237,4401,29
3202,4215,305
3210,4603,15
3159,4419,32
3159,4459,20
3118,4516,6
3105,4614,3
3151,4710,9
3030,4432,202
3006,4607,144
3025,4739,19
3034,4747,2
2959,4830,2
3939,4808,45
3920,4426,1470
3833,4458,1107
3826,4704,1390
3805,4617,1361
3815,4817,1342
3756,4732,1500
3732,4505,1312
3724,4616,1476
3728,4928,23
3715,4936,7
3728,5720,1074
3646,4543,1385
3615,4616,1493
3641,4829,1663
3615,5000,1278
3654,5040,20
3630,5135,20
3643,5239,21
3627,5249,14
3649,5428,155
3625,5502,1345
3651,5416,1287
3633,6110,236
3613,5740,941
3616,5938,980
3520,4700,1373
3541,5121,1191
3533,5323,1171
3516,5913,1333
3512,5828,1060
3431,4535,378
3416,4707,1322
3512,4841,1679
3406,4942,1720
3439,5054,928
3338,4625,1363
3330,4818,1125
3224,4941,1972
3359,5127,982
3347,5505,921
3336,5655,711
3401,5810,1293
3224,4823,143
3219,5051,2078
3237,5140,1590
3252,5912,1491
3120,4840,22
3159,4916,372
3111,5240,2004
3154,5424,1230
3132,6002,1211
3120,6129,489
3046,4939,19
3022,4815,11
3033,4912,4
3046,4940,29
3021,5049,738
3050,5141,1880
3015,5658,1754
2916,5016,3
2932,5235,1491
2928,5543,1739
2914,5635,2258
2906,5824,1067
2928,6053,1370
2859,5050,19
2858,5341,1383
2713,5622,10
2720,6220,1195
2712,6042,591
2630,5359,30
2635,5450,14
2553,5429,17
2550,5450,6
2539,5746,4
2526,6022,10
2525,6045,6
3826,7048,1320
3753,7013,1040
3707,7031,1200
3640,6543,360
3642,6712,378
3640,6855,433
3713,6725,300
3651,7005,1000
3642,7134,2620
3630,7115,2600
3514,6217,680
3555,6445,815
3712,6744,304
3728,6940,810
3519,6901,3366
3518,6904,3172
3508,6915,1630
3435,6806,3400
3501,7126,880
3439,6135,800
3500,6307,914
3413,6213,964
3448,6325,1280
3453,6518,2070
3430,6618,2800
3449,6749,2550
3423,6702,2710
3435,6859,2114
3433,6913,1791
3426,7028,580
3324,6217,1150
3418,6751,2975
3332,6825,2183
3337,6914,2350
3321,6957,1146
3222,6211,700
3237,6340,1375
3210,6506,1000
3207,6654,1565
3212,6821,2800
3255,6908,2262
3100,6151,478
3133,6422,780
3130,6551,1010
2243,4137,970
2218,4642,543
2213,5053,588
2220,5400,468
2124,3912,10
2140,3909,12
2130,3912,15
2129,3950,310
2118,4018,2089
2129,4033,1449
2018,4138,1656
2030,4512,617
1906,4112,1
1959,4237,1157
1814,4239,2084
1818,4248,2054
1737,4426,1203
1728,4707,722
1654,4235,3
1654,4230,6
2616,5039,2
2518,5133,4
2515,5134,10
2454,5133,5
2537,5556,31
2515,5520,5
2520,5531,33
2506,5620,28
2426,5428,3
2426,5439,27
2415,5536,262
2337,5323,94
2613,5614,3
2414,5547,299
2428,5638,4
2316,5632,1000
2304,5739,1755
2335,5817,8
2338,5834,4
2221,5629,170
2255,5731,1900
2238,5840,1100
2232,5929,14
2123,5703,135
2040,5854,19
1958,5617,122
1808,5511,269
1655,5355,33
1740,5402,445
1702,5405,20
1658,4344,1890
1612,4447,1900
1605,4310,2000
1531,4411,2190
1526,4520,1000
1445,4258,115
1358,4535,1011
1315,4317,3
1341,4409,1385
1550,4335,1760
1559,4857,700
1605,5205,42
1523,4412,2190
1530,4521,1070
1522,4235,15
1445,4259,115
1558,4848,701
1433,4650,1067
1440,4922,25
1431,4651,1097
1435,4915,25
1341,4408,1385
1250,4502,3
1315,4408,3
1240,4502,3
1238,5354,45
3551,7150,1500
3534,7147,1465
3555,7420,1454
3444,7221,951
3401,7135,360
3404,7159,317
3411,7315,1309
3423,7321,981
3352,7005,1726
3258,7032,404
3334,7126,513
3337,7306,508
3259,7007,921
3233,7131,212
3203,7240,188
3256,7343,234
3230,7432,256
3121,6928,1407
3149,7055,173
3133,7420,215
3131,7424,217
3015,6653,1589
3016,6655,1621
3046,7217,150
3012,7126,123
2957,7315,163
2953,6943,1098
2902,6635,2015
2933,6753,134
2924,7147,113
2849,6245,683
2853,6424,850
2818,6828,56
2839,7041,88
2740,6854,68
2559,6302,122
2658,6406,981
2750,6638,1232
2651,6808,47
2615,6822,38
2504,6148,57
2516,6329,6
2513,6438,2
2523,6825,41
2531,6947,6
2454,6708,22
2454,6656,16
2448,6659,4
2438,6854,11
2601,8824,54
2544,8914,34
2539,8841,37
2451,8922,20
2456,8957,20
2443,9026,19
2458,9153,35
2454,9153,35
2422,8842,20
2408,8903,14
2415,8956,20
2418,9144,23
2351,9024,10
2346,9023,9
2336,8951,9
2326,9111,10
2311,8910,7
2310,9011,13
2302,9125,8
2247,8932,4
2245,9022,4
2241,9039,5
2220,9020,3
2235,9142,10
2238,9212,63
2221,9149,34
2216,9149,6
2159,9014,9
2126,9158,4
2052,9218,6
3403,7424,2655
3405,7450,1587
3359,7447,1666
3240,7450,367
3216,7623,1211
3235,7704,3348
3216,7710,2039
3138,7452,234
3120,7520,241
3128,7535,236
3115,7640,587
3106,7710,2202
3055,7440,200
3010,7435,211
3020,7628,251
3023,7646,272
3054,7701,1986
3019,7802,682
3027,7805,2042
3033,7934,1875
2955,7355,177
2910,7544,221
2951,7753,274
2924,7928,1953
2928,7939,2311
2800,7318,224
2815,7455,291
2820,7535,301
2850,7635,227
2800,7605,308
2825,7700,226
2834,7707,233
2835,7712,216
2845,7900,191
2822,7924,173
2838,7948,191
2803,7907,174
2810,9448,1768
2708,7222,234
2710,7340,298
2737,7508,433
2730,7635,271
2730,7741,174
2709,7758,169
2710,7802,169
2753,7804,187
2714,7903,157
2754,8048,147
2723,8010,142
2734,8136,124
2708,8158,110
2703,8816,2128
2704,8828,1209
2720,8837,1756
2714,9407,102
2659,9438,97
2755,9448,1476
2729,9501,111
2723,9537,152
2654,7055,231
2618,7301,224
2627,7437,486
2649,7548,390
2610,7545,272
2640,7750,176
2614,7815,207
2626,8022,126
2624,8024,126
2652,8056,111
2645,8053,128
2645,8322,77
2603,8313,78
2659,8451,79
2640,8455,66
2610,8554,49
2640,8822,123
2638,8819,131
2609,8955,45
2606,9135,54
2637,9247,79
2631,9359,95
2545,7123,194
2527,7538,267
2509,7551,274
2559,7622,266
2540,7641,235
2520,7739,464
2527,7835,251
2504,7927,229
2556,8050,114
2527,8144,98
2545,8241,85
2527,8252,85
2518,8301,90
2545,8410,64
2534,8440,58
2547,8444,58
2536,8506,60
2514,8657,49
2516,8728,38
2502,8808,31
2531,9014,370
2534,9153,1598
2510,9301,682
2545,9311,149
2538,9410,1406
2412,7212,136
2436,7243,1195
2437,7353,514
2428,7454,496
2432,7610,321
2439,7719,478
2443,8010,354
2434,8050,317
2432,8118,299
2425,8152,272
2445,8457,116
2416,8715,149
2408,8816,19
2445,9248,29
2446,9354,781
2315,6940,80
2309,7007,35
2304,7238,55
2319,7503,486
2311,7547,489
2326,7619,446
2317,7721,523
2332,7749,430
2351,7845,551
2350,7927,371
2312,7957,393
2332,8053,459
2310,8315,611
2319,8519,652
2324,8831,15
2353,9115,16
2344,9243,1097
2249,6916,9
2229,6907,7
2222,6905,11
2227,7005,20
2218,7047,138
2220,7316,38
2250,7416,333
2236,7518,583
2243,7548,567
2205,7933,619
2235,8022,443
2246,8154,625
2213,8453,196
2233,8549,226
2249,8611,142
2225,8719,45
2230,8757,6
2232,8820,6
2239,8827,6
2211,8812,7
