46.3,13.43,865,58.441396844183,171.606726046897,10
51.52,50.2,70,921.292629682101,243.353970188422,19
38.23,23.06,110,6.56707275242019,212.167578698185,12
-1.11,136.07,11,7.86263726028321,188.128401287514,1
0,0,551,574.583186251996,336.562601395628,4
41.07,20.48,761,82.8166954075351,263.381275827024,12
42.4,86.2,1753,2229.89169714434,167.814120886274,8
42.22,-3.38,891,127.246905155785,11.7351200012627,10
31.4,-89.1,73,113.675421822246,176.128856385846,9
48.28,1.31,156,146.467277062108,333.94766733332,10
47.48,67.43,345,2096.01892895054,264.915338235164,6
42.05,-0.2,554,150.143677267679,142.045958579933,10
34.12,129.18,22,4.30201506586322,121.116229641752,9
38.49,-76.52,86,2.06542658936129,57.42150505574,9
58.28,-78.05,25,6.89800105922303,14.7042017206607,30
44.5,-84.33,387,806.906772850497,19.0980502152989,19
47.58,16.16,233,279.722565696116,223.91486364474,10
31.15,76.4,587,1047.67197738291,200.189652750021,15
-42.56,-72.42,4,7.43335355891525,333.822407542336,10
10.26,-73.15,138,116.2371471673,343.090607985931,4
47.08,-104.48,749,1332.52920064836,281.022009929213,6
22.01,100.48,553,615.148639937904,113.701479287782,16
54.34,36.22,201,713.37265911947,331.781385230474,19
61.23,30.57,9,115.002143927552,239.976618566444,19
52.43,55.48,247,1293.48757976396,250.079686185187,19
5.39,10.45,1210,165.778426743524,210.120023072257,2
48.45,82.22,511,2058.41333619923,347.310877580387,19
-23.34,15.03,400,54.1107688565305,269.895009919165,8
57.08,26.44,143,129.620006259214,275.819137649761,19
49.08,46.51,11,574.188102501313,252.102341218579,6
68.15,54.31,24,4.99823074075975,311.90890815394,20
53.32,-1.52,524,64.6511144775738,48.892082332103,10
6.52,-6.28,277,171.508644241354,161.15926104389,4
46.19,-0.24,61,65.9838146511525,253.64840076692,10
19.32,-96.55,1389,33.9637346530205,31.626928629794,2
-16.57,46.5,79,66.1583916443414,352.572847268148,4
46.22,44.2,150,385.498483149698,285.792754512656,18
62.14,-133.21,717,323.753307584206,201.854406847608,24
34.08,95.47,4176,1323.68246616839,198.784170052175,30
22.13,50.53,588,246.639944222844,33.2264338637195,7
64.52,-19.34,642,95.2940483255421,224.275859243601,30
46.42,21.08,86,471.846923099115,224.136388584051,10
-52.24,-75.06,52,11.1167855528659,101.603052276843,30
-14.18,-67.22,280,572.566467308341,230.461568677098,2
