Latitude,Longitude,Distance,Direction
66.34,16.21,90.7067662548888,339.0370536736823
66.57,17.45,105.112439313251,305.01134758134873
66.02,17.52,150.7292634934848,323.75246108184626
65.01,17.41,172.72428750810877,93.8855528032446
59.25,17.53,10.738849704454152,136.39731661765222
66.38,19.39,133.2441331024339,123.45551165376082
65.59,18.56,127.71957372086241,101.33981359642621
65.52,20.08,58.1121807811814,109.6088564352624
66.23,21.38,59.757892807699946,133.06945671216545
65.33,22.08,6.216963998478381,333.4441687940114
65.33,22.08,6.216963998478381,333.4441687940114
65.5,24.09,18.079860686433516,349.77949004042125
65.44,23.06,15.691112203465348,315.23417682172743
63.59,12.52,59.91576805306379,295.7595222861624
63.18,12.07,66.1928032471158,298.57903182630423
64.3,14.08,113.90014184707981,280.03961646882885
63.11,14.3,163.3826260298389,300.1744439005494
64.26,15.38,163.1186961894477,312.039002559009
63.52,15.35,133.63617489869125,113.49387730776823
63.1,16.1,83.7435521273766,98.43659932054561
64.27,17.05,139.68090639745066,142.75028246874467
63.03,17.46,15.186656505647179,111.3501258151556
64.35,18.39,105.30213320407458,153.40962285127137
63.24,18.58,6.408259586984788,110.25256704002697
63.11,19.01,10.11620455391684,289.3384921774142
63.48,20.17,17.2491536125671,334.55515460493
63.36,20.46,30.619104950763923,77.1466180933266
64.38,21.05,13.467620326792343,131.24460091407354
64.29,21.35,1.2120391862186872,336.5563086221991
61.08,12.49,162.4793493466284,216.91281313782633
62.48,13.04,153.50756345154062,316.16846891237725
61.42,13.1,210.6336253902785,84.63006778031075
62.02,14.22,157.0289284674347,106.897115579554
61.39,15.0,110.68074787437287,80.42908804228807
61.23,15.5,87.03459088391801,78.25078388630072
62.31,16.11,65.55287480354382,74.71548673006305
62.32,17.28,5.622189901468096,66.65498785128455
62.32,17.27,6.099861457930548,68.56945069346261
61.16,17.06,6.807830686867189,70.8808027592176
60.21,12.39,97.51624562967955,247.17806679861764
59.4,12.35,70.37683148210503,242.1755250015596
59.17,12.03,44.608617024911055,260.28185258166354
60.41,13.43,158.95222393218143,248.52660955361102
60.09,13.48,152.37672289218403,261.5091511535219
59.22,13.28,115.91252055572858,264.25783504469644
59.06,14.22,131.9214566504403,108.77589812401527
59.14,15.03,94.12979856032713,123.96225938873204
60.58,14.31,158.82499809166939,74.17118785022285
60.26,15.3,116.00973047533857,64.22364252248303
60.36,16.57,51.90012841867795,42.96194248231933
60.1,16.19,87.1688617635499,43.930004966311685
59.35,16.38,75.15481714549172,104.01667172694272
59.53,17.36,42.47039532831699,156.27032502368388
59.39,17.57,23.903841416302,167.61398306244587
59.21,17.57,6.115056781492644,123.02111953419649
60.1,18.45,7.20580883359156,89.94365170531171
58.47,16.55,1.2548529499055772,207.61469786455157
59.27,19.3,9.680107340526755,290.22666110562335
58.06,11.21,11.725275600388542,40.597923180294515
58.19,12.21,18.46562956730235,280.53942876761096
57.47,11.53,17.51586183934004,45.620204362900495
57.18,11.54,25.44111240263003,301.7845535017074
58.26,12.42,30.75819222395229,261.906723752188
57.56,13.04,59.58029302784898,259.65746866473114
57.4,12.18,7.523273428432918,287.2442142188644
57.4,12.19,8.097365899699131,285.99559703796206
58.54,13.15,76.07004042898382,253.53488344339814
58.27,13.58,98.45372889050627,275.24876484879024
57.46,14.05,112.2625881785629,236.96618787676312
57.39,14.42,123.30896319740512,95.8726096591488
57.18,14.08,93.94293177579948,232.5255562577167
58.24,15.31,73.61534672548439,70.08562564406117
58.24,15.41,68.14002277316668,68.4976090390324
58.04,15.14,77.07355313696016,101.10949991946279
57.31,15.5,57.959400939063485,95.10051745751127
57.24,15.5,57.789798258619484,87.39093637886413
58.35,16.15,23.777011941905965,58.89218961463183
57.43,16.28,19.570320967669765,137.52260122796724
58.45,17.52,28.015518636561662,352.89314846405625
58.24,19.12,12.561955471279873,27.68479270266363
58.15,17.01,5.290033988991556,309.1234656772751
57.54,19.1,16.417192048657597,215.7001290123637
57.4,18.21,2.8596540886815225,218.96390374764658
57.39,18.21,2.114050593161185,238.27836612920885
57.22,17.06,4.447797065782073,0.0
56.41,12.5,7.4644944826346835,81.38306214578029
56.18,12.27,11.20602081023592,142.49849837911
56.18,12.51,4.819396753258667,22.634493053215806
55.23,12.49,5.551280241436031,306.9642095863045
56.22,13.57,46.55725391088186,275.79371154485943
56.05,13.14,25.510886964357958,241.49923717283156
55.33,13.22,7.670440734717926,81.61537330065869
56.52,14.48,50.36189941837648,138.42494812546965
56.56,14.44,55.32757599967735,139.5498773983412
56.01,14.51,3.3007009816035136,289.70779637836984
55.55,14.05,15.113182785212407,196.9960093259582
56.16,15.17,5.99894970885241,68.20292687783626
56.02,15.48,8.981831931611486,352.0622258579732
56.04,15.35,9.545893056379928,45.61497581736347
56.41,16.18,5.044875266544821,282.7665319580706
56.44,16.18,5.398237394599254,245.7048419995565
56.55,18.09,45.21693444815983,16.36274814103058
69.03,20.47,35.73371435686063,327.38697416562314
69.45,27.02,95.90169639723467,40.32909788195491
68.37,27.25,169.10107780886995,30.943688621239232
67.58,23.41,189.68472986326412,190.3433569688607
67.42,24.51,177.93866323516605,178.9732144014988
67.22,26.39,175.09557162658697,208.08618340357674
66.48,24.0,73.43820681836662,177.86738991411335
66.34,25.5,71.15856487975148,216.0750733134489
66.49,28.4,167.8006393989178,62.907566097055906
65.25,24.08,37.280572095556515,66.85004946139861
65.47,24.35,23.627771206267454,26.494627596746966
65.22,27.01,74.05639572368386,253.21091009240766
65.58,29.11,174.19362537606028,267.32469005105065
65.02,24.48,7.941433836474835,123.99750293067132
64.03,24.44,35.24083174211487,316.752874757435
64.56,25.22,36.45465469116973,303.5898581815521
64.54,29.01,174.6305060964645,289.37620795823267
64.17,27.41,126.51324006313375,310.82142931660405
63.44,22.35,2.278760868505036,347.4065011261893
63.43,23.09,27.99786566340174,336.0901916915966
63.55,24.58,71.6666346650819,307.75466579173803
64.2,23.36,12.782306878110722,99.9023990907341
63.26,21.04,5.364857227706806,33.97075343319301
63.03,21.46,1.1119492664455182,180.0
63.06,23.02,43.31308170030313,308.33725821356256
63.05,25.52,143.69963560866574,314.45709913542595
63.01,27.48,223.27714642076083,310.0658896607787
62.41,30.57,211.41026331767986,209.40764674021247
62.53,21.06,1.1119492664455182,0.0
62.32,24.13,140.64416528787854,266.66600228913023
62.42,22.5,60.05448290162639,248.74419291364018
62.4,29.38,188.47475338750277,191.98444573307333
62.24,25.41,195.52721362758362,171.46339772767465
61.51,22.28,26.547784468587004,267.8192102856767
61.25,23.35,88.13127803182796,289.07383344088095
61.51,24.48,137.12611004671112,144.3405919725455
61.44,27.18,95.6276369143202,180.0
62.1,27.52,162.92443945124387,157.64753767296952
61.57,28.57,92.41796378295899,176.96597313842676
61.28,21.48,2.467186288928761,334.3502308656896
61.05,28.09,46.24527919930851,137.9422289857364
61.08,21.22,8.889007734663272,104.41844377103399
60.49,23.3,17.97196693902423,227.21514896689
60.58,25.38,27.01687584604314,145.2794858347446
60.54,26.56,7.051737031978578,230.93896597776543
60.07,19.54,11.581710003101168,73.17346173048645
60.31,22.16,3.4870824228792343,108.56894219522644
60.24,23.46,16.1839526769111,164.09777324278343
60.19,24.58,5.983915518753927,158.2799372226183
60.15,25.03,1.2421083173891494,206.46876730158885
60.22,26.58,13.52435977950532,350.6338180117125
59.58,19.58,18.547075239797092,284.01335153381905
59.47,21.23,35.48719005512313,13.68393873828063
59.46,22.57,41.42989864533783,345.14576674201965
59.56,24.01,20.65061172980594,165.70977293288797
59.59,25.36,8.553686898209948,66.98579346164917
60.06,25.04,8.964404954698681,7.09501875226573
60.18,20.45,0.5529466147396491,89.99566204039365
60.18,19.08,16.588384194679755,270.1301388621024
60.51,-0.53,15.252960509717306,229.08794384638946
60.45,-0.51,13.052363020539188,255.29244026094696
59.53,-1.18,24.830811890851383,272.7562317002598
60.32,-1.23,3.538326311878227,51.03748161006996
60.08,-1.11,6.491873437331302,290.08098379416225
60.27,-1.16,1.5662392897852835,224.77795712935048
60.26,-1.18,0.0,0.0
60.44,-0.49,13.897381968210023,260.9005175875832
60.35,-1.16,1.5643408339474898,224.7078253489791
59.32,-1.38,27.97583059937237,331.08061065294845
59.22,-2.25,14.88594791440776,306.7871924715229
59.05,-4.24,49.86687474541869,109.18881286691521
59.07,-5.49,58.004304319520564,149.39692796612684
60.09,-2.04,5.669093654247349,348.7370695999387
60.07,-2.04,7.862169935670415,351.9040426900763
58.57,-2.54,31.702680563326613,306.7903318784586
57.09,-7.19,2.126139654599601,301.54560567026704
57.28,-7.22,2.2238985328910363,0.0
56.58,-6.41,6.179064030799855,136.01018064286325
58.31,-6.16,3.534341079262545,340.7150485928607
58.13,-6.19,10.816561403825716,337.7290957039337
57.26,-6.46,6.553898494512274,132.7045165382665
57.43,-4.53,10.191095987642184,40.15604437372372
57.52,-5.38,16.862128694289623,277.69675229860206
57.02,-7.27,4.2369977127812435,270.02936012319316
56.5,-5.06,4.909807130202764,270.0333554345343
56.46,-6.03,4.300611591733495,270.0291725114044
56.49,-4.58,32.38189505056227,280.1030271463793
58.17,-4.26,28.151855081411547,155.2083616200922
56.52,-4.42,41.75943011332502,273.3363030543961
58.38,-5.0,7.3301082156021575,307.3999439966361
58.36,-4.01,22.325619773355825,333.77505164773663
58.52,-3.23,7.867303261746484,73.52458317018738
57.16,-4.29,37.84913258232374,2.714278716362287
57.41,-4.1,12.315757577441861,324.39935513131013
57.32,-4.03,23.023819735527773,330.45973173307846
56.42,-4.01,37.467330227908896,161.66925211284206
57.49,-3.58,18.743124729876133,320.54915179393237
57.12,-3.5,58.0767084831697,343.31567985924
57.07,-3.38,65.69731039310007,338.74213717926443
57.39,-3.34,32.31004517127141,338.3952692153239
56.54,-3.38,17.791188263128998,180.0
57.43,-3.19,30.075893269514903,356.60222807973815
57.21,-3.21,53.79456626426605,338.5987596562576
57.2,-3.38,52.03857371089535,349.46183991797164
58.37,-3.33,8.79095094393337,152.27289716065638
58.27,-3.05,12.575022440853518,346.5969651478856
58.27,-3.06,12.157512787517486,286.0104547194866
58.19,-3.17,13.31719996271611,336.7415749215927
57.05,-2.5,28.3070499103682,154.535269309333
57.04,-2.32,19.245172038637115,54.59634249328309
56.51,-2.16,26.676992609661156,308.8407420561473
57.12,-2.13,4.77406933173087,62.206740842833426
57.3,-1.46,25.381070239801893,301.8682879029353
57.42,-2.07,11.825923022064966,138.72751592805287
56.3,-6.53,8.111220260340561,56.70027814102991
55.4,-6.3,11.403428255090775,167.1709973947983
55.41,-6.15,12.377579835733197,188.8254664256612
55.26,-5.42,18.28248371645988,284.1953552254465
56.25,-5.28,13.634486813491776,274.769364390356
55.0,-5.09,2.933404173932562,40.68818929723295
55.42,-5.18,8.779353127711888,300.4883551864963
54.51,-4.57,15.147345729908615,162.5858233076233
55.3,-4.35,28.02159528398922,322.63767957566233
55.31,-4.35,27.146190658122602,321.2133044235465
54.42,-4.25,12.247823127857753,223.47577138745348
55.58,-4.48,12.518797420369788,224.77571392893137
55.52,-4.26,22.776386968346415,264.54506753030876
56.19,-3.44,16.859593712344793,211.03278172404524
55.52,-3.52,52.97012156427952,14.974242658589901
54.48,-4.0,27.23073952436244,94.51355929802503
55.03,-3.39,5.879696054409139,199.00078134521607
55.37,-3.45,43.370670144267365,180.84302066164233
56.27,-3.22,13.188521033967314,21.928926935562572
55.42,-2.23,35.41343447871338,40.94650240646541
55.57,-3.21,45.59420931605526,359.2181896466896
55.42,-3.13,49.12701363972755,174.78328141032648
55.19,-3.12,23.66110422187805,170.68793192249882
56.27,-3.01,10.026617450491168,183.53884470608
55.03,-2.33,46.88331565875484,263.48857907076984
56.26,-2.52,6.176044846812686,270.0415783315015
56.23,-2.52,5.69569199163232,192.5516966827287
56.18,-2.35,11.759001378548598,270.07892509471736
55.22,-2.31,47.16187116646541,67.55411462106747
55.55,-2.08,18.454572671960733,48.396579326959284
54.05,-4.38,11.285630772815393,332.50014137556
54.16,-4.28,9.38025028656105,283.7711882695169
54.25,-4.22,7.873836372526038,278.1671868574027
54.56,-3.09,31.09999480619216,310.2093647955679
54.31,-3.36,4.048435194707474,254.0825234753708
54.37,-3.09,17.286769829085312,164.73645292041215
54.19,-3.24,1.711714215676342,130.50420847176554
54.07,-3.15,3.3990165158236114,11.05930824325327
54.46,-3.19,19.992220563868216,228.22464271086463
54.56,-2.58,40.874966755158276,202.44079637079722
54.56,-2.57,41.125451647231365,203.27919589271687
55.03,-2.34,46.25017759848484,263.3907979884223
54.3,-2.41,28.07589279196769,251.69451291612236
54.34,-2.25,39.33561719733236,250.40231077358874
54.41,-2.27,41.46112583883399,239.5890180772676
54.42,-2.27,42.034933449804015,238.2818065030986
55.17,-2.17,41.89654228715805,62.93813248500902
54.49,-2.05,54.47498528411497,79.07637038154712
55.25,-1.36,11.809287083160534,228.82532720868628
55.18,-1.48,1.2698464316748075,270.0082094994542
54.49,-1.43,16.843636291302833,53.462918482184364
55.02,-1.42,0.0,0.0
54.58,-1.37,9.666712496247685,89.93888057286591
54.59,-1.36,9.089429205647543,96.96978981823565
54.54,-1.23,4.49428738462922,8.24421080998195
54.18,-1.32,44.94694821430168,8.243522283556217
54.08,-1.25,52.2876944967757,143.72098845421522
55.01,-1.25,8.938103285541413,248.13912917123133
54.31,-1.25,30.085226901641153,3.6845052868284256
54.12,-1.23,51.15377161437899,0.7218529754755423
54.03,-1.15,43.98933923106126,146.3790827574535
54.38,-1.08,24.007768359942585,337.92582228725394
54.22,-0.4,4.633781231466523,16.280018891687064
54.29,-0.36,3.579671173390311,201.27727396629166
54.06,-0.1,5.156690979019164,329.61796143536174
53.15,-4.32,1.736564884079463,230.19265888957955
53.23,-4.22,2.8856254713074834,112.64887886862743
53.06,-3.56,26.720042387134523,357.1489172050076
53.04,-4.05,15.923295551519297,192.15840102278895
53.2,-3.3,12.32767505039605,25.546515107218852
53.15,-3.3,16.222217331781764,40.99851628919316
53.13,-3.13,14.470682012989084,357.36544444887215
53.3,-3.04,5.974557234207175,221.91163006421706
53.46,-3.02,4.447797065782073,180.0
53.1,-2.59,25.5877974507884,330.43302396880415
53.33,-2.55,15.312055676830706,274.25667831223325
53.2,-2.51,21.12632423115208,301.8661415088153
53.37,-2.31,31.370426404362142,264.08437571483694
53.21,-2.16,42.44079552488127,283.8870166150357
53.02,-2.05,57.775690900481884,302.8993787416068
53.58,-2.02,56.953611825361605,242.3643548135097
53.32,-1.53,65.15301743033089,49.26812660121817
53.32,-1.52,64.65111447757374,48.89208233210297
53.49,-1.52,54.13007896021762,64.14718704108469
53.37,-1.4,55.00253983458952,47.90473793892966
53.52,-1.39,44.94393529278581,63.31008649416805
53.48,-1.33,43.77370330632896,55.802848648793486
53.0,-1.15,79.16944647141491,97.60671900493253
53.5,-1.12,31.58948408317858,45.11460555498758
53.29,-1.0,45.68204656235641,25.640255975371304
52.58,-0.34,43.05181068319828,34.11610805711973
53.18,-0.33,38.417231722308905,117.38342844217988
53.35,-0.21,26.591211327682515,15.848284486991872
53.1,-0.31,31.340645593077813,135.0695201671599
53.02,-0.3,25.247849080081625,121.7760655081733
53.52,-0.26,12.49955354807457,57.67618265621428
53.29,0.05,16.652323809405416,86.07105120875411
53.3,0.04,17.277740408720334,89.89576910236633
53.4,0.07,9.880274662525235,47.48196649321005
53.27,-0.12,28.06432976723287,53.39949263525483
53.05,-0.1,18.513682022717084,154.2305361752501
53.05,0.16,3.593915100504121,158.14691540803324
53.19,0.11,15.677152195916868,77.62237769785565
52.57,-4.34,16.256222187397853,85.98253226803575
52.49,-4.38,21.4199553328199,62.035837812843
53.0,-4.05,11.613110779955733,196.78519175651547
52.33,-4.04,6.8848807074653084,279.333895046759
52.47,-4.44,24.962508787809032,125.267030182697
52.49,-4.08,1.7520520833132993,50.5976388994867
52.56,-3.56,28.484857600149375,265.688931628811
52.57,-3.25,49.46511889997864,266.4229877427494
52.45,-3.28,48.43416523423241,282.2018994525389
52.2,-3.42,50.39443613093107,293.66989094078815
52.48,-2.4,73.40133599882898,181.07312741223438
52.38,-2.18,64.39080147375934,194.84407455323839
52.48,-2.41,73.39182289430352,180.5366097312859
52.52,-2.32,78.13462197046927,185.04683564829483
52.5,-1.2,93.46635548419478,61.10018774035683
52.44,-0.39,58.142578420427924,28.227992250703835
52.37,-0.29,60.74854508867812,34.342676668998706
52.37,-0.28,60.36810665504774,33.818596119145866
52.52,0.09,34.49095526721798,14.67140308107821
52.39,0.34,43.45013987413438,3.5499710273097094
52.51,0.46,30.5039358124814,349.8401161646902
52.57,1.08,41.63814866852715,47.93327520246379
52.34,0.51,49.70869669005461,349.8689325723951
52.38,1.19,36.74618444590398,127.07327993736817
52.46,1.21,35.90887855975172,89.78987348362068
52.41,1.41,23.051592463225237,75.91264880355345
55.25,-4.0,44.855785152080855,165.1179856304759
52.08,-4.34,15.200418389387565,296.11357286390086
52.21,-3.57,40.69941626837828,297.88447914317715
52.2,-3.29,58.61414526882645,290.2865284469225
52.04,-3.37,57.75071807046393,152.18366070699244
52.26,-3.07,66.1074297641853,137.48236269242534
52.15,-2.53,37.45955089877698,168.3556191919066
52.02,-2.51,23.079624734886867,164.45297136379418
52.07,-2.18,32.30132949747476,210.70993561964082
52.09,-2.02,40.65347752527123,222.55396770696223
52.27,-1.44,83.639045201569,233.64250734119418
52.22,-1.29,89.20170068325034,240.53785193650606
52.22,-1.2,94.58962715412017,242.43373613779684
52.04,-0.37,77.71835364166776,145.83282435713522
52.13,-0.3,83.86543254363147,152.4435823942764
52.22,-0.13,70.79488670201229,19.403543492501058
52.22,-0.13,70.79488670201229,19.403543492501058
52.21,-0.07,70.32212143679848,25.493247925966557
52.16,0.04,68.9424933296056,132.348726343963
52.12,0.11,62.41572852970027,132.34341793979377
52.22,0.29,62.566455278242,5.552165824807503
52.22,0.29,62.566455278242,5.552165824807503
52.25,0.34,58.99543365739139,2.613804943841103
52.25,0.34,58.99543365739139,2.613804943841103
52.2,0.46,52.434793787717545,123.20774818930897
52.07,0.58,37.1703269287017,138.26456166130845
52.58,-0.59,54.336658550644124,48.849568278364416
52.26,1.37,19.213655015756334,117.48089960296994
52.05,1.24,5.288960543717849,230.92046966341618
52.08,1.26,8.627773650927901,219.38209314499588
52.01,-0.17,67.94835036969306,153.99567761700519
