47.48,345,2096.01892895054,264.915338235164,2
42.05,554,150.143677267679,142.045958579933,3
34.12,22,4.30201506586322,121.116229641752,3
38.49,86,2.06542658936129,57.42150505574,3
58.28,25,6.89800105922303,14.7042017206607,5
44.5,387,806.906772850497,19.0980502152989,4
47.58,233,279.722565696116,223.91486364474,3
31.15,587,1047.67197738291,200.189652750021,3
-42.56,4,7.43335355891525,333.822407542336,3
10.26,138,116.2371471673,343.090607985931,1
47.08,749,1332.52920064836,281.022009929213,2
22.01,553,615.148639937904,113.701479287782,3
54.34,201,713.37265911947,331.781385230474,4
61.23,9,115.002143927552,239.976618566444,4
52.43,247,1293.48757976396,250.079686185187,4
5.39,1210,165.778426743524,210.120023072257,1
48.45,511,2058.41333619923,347.310877580387,4
-23.34,400,54.1107688565305,269.895009919165,2
57.08,143,129.620006259214,275.819137649761,4
49.08,11,574.188102501313,252.102341218579,2
68.15,24,4.99823074075975,311.90890815394,4
53.32,524,64.6511144775738,48.892082332103,3
6.52,277,171.508644241354,161.15926104389,1
46.19,61,65.9838146511525,253.64840076692,3
19.32,1389,33.9637346530205,31.626928629794,1
-16.57,79,66.1583916443414,352.572847268148,1
46.22,150,385.498483149698,285.792754512656,4
62.14,717,323.753307584206,201.854406847608,4
34.08,4176,1323.68246616839,198.784170052175,5
22.13,588,246.639944222844,33.2264338637195,2
64.52,642,95.2940483255421,224.275859243601,5
46.42,86,471.846923099115,224.136388584051,3
-52.24,52,11.1167855528659,101.603052276843,5
-14.18,280,572.566467308341,230.461568677098,1
40.29,262,723.054139558495,103.002493467225,3
27.46,2,16.398553506568,285.774438811127,3
-19.48,16,23.6362720934222,147.884875198038,1
-0.42,69,34.0370844492878,321.632353482442,1
61.35,26,205.530776654689,230.370637832049,4
63.35,66,271.169004611669,302.418960697504,4
16.06,1,34.8758441295157,139.895327870824,1
-34.21,226,9.21936831827623,127.111195761172,3
28.28,3,26.8981835241122,245.641081541454,3
54.1,5,4.44779706578207,180,3
50.26,357,397.426306247289,342.727425903096,3
69.45,315,178.092630886562,37.3380544589721,5
53.11,223,588.375244693998,41.0960703304181,4
55.28,17,14.2287641533535,218.661278447687,3
42.12,226,1072.24683902808,107.880690002313,4
7.44,470,246.070219872648,224.534715559394,1
57.2,271,1733.51995131468,358.479832043409,4
31.51,1204,578.565833709448,226.540396265262,2
25.1,682,312.524181658434,213.239188610182,3
59.54,162,1188.17485465343,107.897727242481,4
0,261,574.583186251996,336.562601395628,1
46.07,5,72.8122603293193,283.573776310307,3
40.24,538,247.886645774991,118.755098896852,4
65.46,494,200.901744380987,46.87933168914,4
24.2,7,8.41248832792875,285.345138057934,3
56.57,6,37.3796297233158,271.959190060928,3
32.51,1248,670.260203656871,220.674542238251,2
9.12,2,37.3934898909908,273.436521671774,1
32.33,212,882.473839116583,213.513928362755,2
45.24,14,51.6669125644458,72.2405288888125,3
35.25,701,637.225273123468,144.908670208147,3
37.3,54,24.6695514733483,111.057684408056,3
36.54,23,38.4155692876333,270.12800791338,3
-13.14,1384,871.082690912156,146.928654448863,3
65.56,155,451.451402176909,180,4
57.56,190,59.580293027849,259.657468664731,3
22.21,9,18.2214037569306,115.257908232359,3
-2.36,569,1438.66011227072,106.080645114062,1
43.07,446,56.0401663228536,21.0748390434657,3
32.53,1144,37.8894806174716,285.419861649451,3
-66.17,390,1.42948616560101,218.9252146407,5
29.04,211,115.8728567876,228.010865285762,2
41.16,361,384.218447002011,122.120998796817,4
-29.44,1438,340.488922462894,138.166383664759,3
35.13,1219,976.367431341255,63.9039030106874,4
8.1,1974,877.574500270233,63.580424089426,3
49.35,534,411.980582348162,196.073340672271,4
15.22,15,22.2387625966594,66.3965907947779,2
46.56,1898,313.656648005109,123.851437744159,4
15.46,6,18.3007569967933,166.442248952249,1
36.08,8,9.80608139542832,312.895584138412,3
-40.59,11,21.9953019927056,220.629307080334,3
45.52,1775,53.7863211158255,106.588326851274,3
